X,title,abstract,authors,Included,doi,ID
3216,Scrutinising the reflexive ethnography of Urban Outcasts,"The core of Bourdieu and Wacquant's epistemic reflexivity' demands an embodied reflexivity which takes up the point of view of the practice and the social problems under study via a reflection and reconstruction of the point of view of the ethnographer as an agent embedded in a scientific practice in the scientific field. This must be done to cast light over the social conditions and conditionings that have a possible effect on the construction of the given scientific object under study. However, measured by these standards, Urban Outcasts remains not as pedagogical as one might wish. Despite all the qualities of this neo classic, it makes the critical assessment of its core results more difficult than necessary and tends to impede the possible transfer of the underlying propositions which were intended to invigorate the comparative sociology of polarization from below'.","Larsen, T. S.",0,10.1177/0042098015613754,1146
3217,Efficient Vocational Skills Training for People with Cognitive Disabilities: An Exploratory Study Comparing Computer-Assisted Instruction to One-on-One Tutoring,"BackgroundThis study compared the effectiveness of computer-assisted instruction to that of one-on-one tutoring for teaching people with mild and moderate cognitive disabilities when both training methods are designed to take account of the specific mental deficits most commonly found in cognitive disability populations. MethodFifteen participants (age 22-71) received either computer-assisted instruction or one-on-one tutoring in three content domains that were of functional and daily relevance to them: behavioural limits, rights and responsibilities (two modules) and alphabetical sorting. Learning was assessed by means of a series of pretests and four learning cycle post-tests. Both instructional conditions maintained time-on-task and teaching material equivalence, and both incorporated a set of best-practices and empirically supported teaching techniques designed to address attentional deficits, stimulus processing inefficiencies and cognitive load limitations. ResultsStrong evidence of learning was found in both instructional method conditions. Moreover, in all content domains the two methods yielded approximately equivalent rates of learning and learning attainment. ConclusionsThese findings offer tentative evidence that a repetitive, computer-assisted training program can produce learning outcomes in people with mild and moderate cognitive disabilities that are comparable to those achieved by high-quality one-on-one tutoring.","Larson, J. R.",0,10.1111/jar.12176,1147
3220,Teachers Engagement at Work in a Developing Country(dagger),"Using data from a survey conducted recently in Madagascar, this article analyses what teachers and school directors do when they are at work and how they manage the pedagogical process. The results show that in only 15 of the sample schools do all of the teachers and school directors consistently perform the tasks considered essential to their role. Engagement at work is found to be significantly lower among contract teachers than among civil service teachers, and the ability of teachers to manage the pedagogical process does not improve with accumulated experience. Other noteworthy features in the results are that the principal is the key agent in the school and that leadership is vitally important in developing effective schools.","Lassibille, G.",0,10.1093/jae/ejs014,1148
3221,,"Academic advisors assist students in academic, professional, social and personal matters. Successful advising systems increase student retention, improve graduation rates and help students meet educational goals. Research in academic advising shows a trend of integrating electronic technologies that advisors must adopt to increase their roles in student education, while resources are limited and the proportion of students increases. The main objective of this work is to deploy an expert-based natural language academic advising system, to manage multiple straightforward advising tasks and allow advisors to engage in non-mundane educative tasks. This system features a conversational agent as the user interface, includes modules for data collection, user data management, an academic advising knowledge base and a web design structure for the implementation platform. This system also includes an expert-based system to manage academic tasks such as course sequence planning, and a method to allow the users to contribute to the academic knowledge base. The system is operational for several hundred students of the Electrical and Computer Engineering Department of the University of Florida. This works covers the design, development, deployment and evaluation of this system. The students used the system during three experimental phases. For the third phase, the system performed well, obtaining close to 80%, on the traditional language processing measures of precision, recall, accuracy and F1 score. Assessment from the constituencies showed positive and assuring reviews. The development of this innovative application involves three research contributions to the field. Firstly, a comprehensive literature search and assessment of the academic advising field with recommended solutions based on the latest technological innovations. Secondly, the design of the first-known academic advising multi-task conversational system, using a robust and scalable linguistically inspired algorithm to resolve ambiguous references, suitable for conditions where large corpora of data are not available. The system contains measures for self-evaluation and for upgrading the knowledge base without involvement from the system developers. Thirdly, the implementation and evaluation of the system in a real-world scenario, which shows the viability of the application and initiated the development of a corpus for academic advising, valuable for the language processing and academic research communities.","Latorre-Navarro, Edward M.",0,,1149
3222,Not Alone Here?! Scalability and User Experience of Embodied Ambient Crowds in Distributed Social Virtual Reality,"This article investigates performance and user experience in Social Virtual Reality (SVR) targeting distributed, embodied, and immersive, face-to-face encounters. We demonstrate the close relationship between scalability, reproduction accuracy, and the resulting performance characteristics, as well as the impact of these characteristics on users co-located with larger groups of embodied virtual others. System scalability provides a variable number of co-located avatars and Al-controlled agents with a variety of different appearances, including realistic-looking virtual humans generated from photogrammetry scans. The article reports on how to meet the requirements of embodied SVR with today's technical off-the-shelf solutions and what to expect regarding features, performance, and potential limitations. Special care has been taken to achieve low latencies and sufficient frame rates necessary for reliable communication of embodied social signals. We propose a hybrid evaluation approach which coherently relates results from technical benchmarks to subjective ratings and which confirms required performance characteristics for the target scenario of larger distributed groups. A user-study reveals positive effects of an increasing number of co-located social companions on the quality of experience of virtual worlds, i.e., on presence, possibility of interaction, and co-presence. It also shows that variety in avatar/agent appearance might increase eeriness but might also stimulate an increased interest of participants about the environment.","Latoschik, M. E.",0,10.1109/tvcg.2019.2899250,1150
3228,,"This work suggests a control method for the terrain-following formation motion of a group of communicating autonomous agents. The presented approach centers on defining a suitable set of constraints for formation keeping task that shall be fulfilled while agents are negotiating an unknown terrain toward the predefined goal location. It allows agents to maintain a general geometric formation shape, while allowing each individual formation member freedom of maneuver, required for terrain collision free motion. Formation structure is defined with the use of virtual leader. Formation keeping constraints are defined with plane surfaces, specified relative to position and navigation vector of the virtual leader. Formation navigation and guidance constraints are defined using navigation vectors of formation members and the virtual leader. Alternative designs for the constraints derived with parabolic, cone, and cylindrical surfaces are considered. Formation control is derived using the Udwadia-Kalaba equation, following corresponding approach to the development of control methods for constraint based dynamical systems, including leader-follower systems defined using geometric constraints. Approach to terrain following motion requiring agents to stay within bounds of cylindrical corridor volumes built around their respective navigation vectors is assumed. Individual formation primitives and multi-level, hierarchical, formation structures are considered. Simulations, based on three degrees of freedom nonlinear model of an agent, performed using Mathematica and specifically developed combined Maya-Mathematica modeling and simulation system, demonstrate that a flexible terrain following formation motion is achieved with the presented sets of constraints.","Latyshev, Simon",0,,1151
3229,,"Digital breast tomosynthesis (DBT) is a new imaging modality for breast imaging. In tomosynthesis, multiple images of the compressed breast are acquired at different angles, and the projection view images are reconstructed to yield images of slices through the breast. One of the main problems to be addressed in the development of DBT is the optimal parameter settings to obtain images ideal for detection of cancer. Since it would be unethical to irradiate women multiple times to explore potentially optimum geometries for tomosynthesis, it is ideal to use a computer simulation to generate projection images. Existing tomosynthesis models have modeled scatter and detector without accounting for oblique angles of incidence that tomosynthesis introduces. Moreover, these models frequently use geometry-specific physical factors measured from real systems, which severely limits the robustness of their algorithms for optimization. The goal of this dissertation was to design the framework for a computer simulation of tomosynthesis that would produce images that are sensitive to changes in acquisition parameters, so an optimization study would be feasible. A computer physics simulation of the tomosynthesis system was developed. The x-ray source was modeled as a polychromatic spectrum based on published spectral data, and inverse-square law was applied. Scatter was applied using a convolution method with angle-dependent scatter point spread functions (sPSFs), followed by scaling using an angle-dependent scatter-to-primary ratio (SPR). Monte Carlo simulations were used to generate sPSFs for a 5-cm breast with a 1-cm air gap. Detector effects were included through geometric propagation of the image onto layers of the detector, which were blurred using depth-dependent detector point-spread functions (PRFs). Depth-dependent PRFs were calculated every 5-microns through a 200-micron thick CsI detector using Monte Carlo simulations. Electronic noise was added as Gaussian noise as a last step of the model. The sPSFs and detector PRFs were verified to match published data, and noise power spectrum (NPS) from simulated flat field images were shown to match empirically measured data from a digital mammography unit. A novel anthropomorphic software breast phantom was developed for 3D imaging simulation. Projection view images of the phantom were shown to have similar structure as real breasts in the spatial frequency domain, using the power-law exponent β to quantify tissue complexity. The physics simulation and computer breast phantom were used together, following methods from a published study with real tomosynthesis images of real breasts. The simulation model and 3D numerical breast phantoms were able to reproduce the trends in the experimental data. This result demonstrates the ability of the tomosynthesis physics model to generate images sensitive to changes in acquisition parameters.","Lau, Beverly Amy",0,,1152
3230,,"An increasing number of older workers, specifically middle-aged workers between 50 and 60 years of age, are staying in the workforce. Implicit stereotyping of middle-aged workers on aging may cause the formation of erroneous judgments about ability to learn new things compared to younger adults, resulting in a lack of performance or hesitation to learn new skills or training to learn them. Recent successes with the use of animated pedagogical agents in creating a social connection and changing attitudes might influence perceived ability to complete tasks successfully (“I can do it”). However, it is not clear what effect a fully embodied pedagogical agent (FEPA) with human-like gestures, facial expression, eye gaze, human voice, and body movements will have on the self-efficacy of middle-aged workers when engaged in a work-related learning task that requires the acquisition of new knowledge. A quantitative, experimental, pretest-posttest control-group design with two groups was conducted with a sample (N = 68) from a private medical school in the Southwest United States. An independent samples t test found no difference between groups on the gain scores. A general linear model repeated measures found no interaction between gender and age on pretest and posttest scores. A paired samples t test showed significance in gains between pre- and posttest; however, this was an expected result that validated the instructional module. No difference in gain scores may have occurred because both conditions used a human voice. No effect within and between subjects on gender and age may indicate that middle-aged learners compared to young adults are less influenced by the gender of a FEPA. Also, no difference between groups on the gain scores may indicate that human voice alone might be effective for supporting positive affective outcomes. Further research using a no FEPA, no voice condition may yield results to affirm the notion that human voice alone may be as effective as both FEPA and voice.","Laubscher, Rory R.",0,,1153
3231,Synchronization Can Influence Trust Following Virtual Interaction,"Synchronization has recently received attention as a form of interpersonal interaction that may affect the affiliative relationships of those engaged in it. While there is evidence to suggest that synchronized movements lead to increased affiliative behavior (Hove & Risen, 2009; Valdesolo & DeSteno, 2011; Wiltermuth & Heath, 2009), the influence of other interpersonal cues has yet to be fully controlled. The current study controls for these features by using computer algorithms to replace human partners. By removing genuine interpersonal interaction, it also tests whether sounds alone can influence affiliative relationships, when it appears that another human agent has triggered those sounds. Results suggest that subjective experience of synchrony had a positive effect on a measure of trust, but task success was a similarly good predictor. An objective measure of synchrony was only related to trust in conditions where participants were instructed to move at the same time as stimuli.","Launay, J.",0,10.1027/1618-3169/a000173,1154
3234,Invariant conditions in value system simulation models,"This paper presents a framework for the integration of supply chain (or logistics/distribution), value chain (or financial), and business process (or operational/manufacturing) simulation models, which should facilitate assessing the impact of supply chain and operational changes on an enterprise's financial performance. A Design Science approach is taken to demonstrate that the REA ontology, which provides a shared conceptual ground for these three model types, and its axioms, which describe invariant conditions for value systems, can help to build conceptually sound simulation models and identify the integration points between these models. It is further shown how these three types of simulation models can be integrated into one value system model for discrete event simulation, making use of the ExSpecT simulation tool. With this ontology-based framework, simulation model builders should be able to scope their models better and define integration points with other models, which is expected to promote the (re)use of simulation models for different purposes (e.g., simulating logistical, operational and financial performance). (C) 2013 Elsevier B.V. All rights reserved.","Laurier, W.",1,10.1016/j.dss.2013.06.009,1155
3236,,"Contesting international strategies for combatting child labour that derive from modern, Western conceptions of childhood, several developing country organizations have embraced the principle of child protagonism by declaring that working children can become the leading agents in struggles to advance their interests when they are mentored in forming their own independent organizations. This thesis first explores how an African NGO, informed by its urban animation experiences, developed its own specific discourse of child protagonism and employed it as the basis for establishing an African working children's organization designed to provide compensatory literacy and skills training and to empower members to improve their own and other children's working conditions. The thesis considers this foundational child protagonism discourse in light of data collected in Senegal by means of participant observation and interviews in grassroots groups and associations of working children, as well as in the offices of both the local NGO and its international NGO donor. Fieldwork revealed limitations of the specific child protagonism practice pursued over the past two decades. Specifically, redirecting resources from direct pedagogical accompaniment of grassroots working child groups towards bureaucratic capacity building for the “autonomization” of higher hierarchical levels of the organization, as well as towards international meetings, has resulted in the organization's diminished impact for vulnerable groups in Dakar, particularly migrant girl domestic workers. Deepening implication with international donors has forced shifts in the priorities of the local NGO and the working children's organization it facilitates, yet the two have been largely successful in buffering donor probes precisely into the ground level effectiveness of their child protagonism strategy. No previous independent research has sought to confront the discourse of child protagonism with a comprehensive examination of a working children's organization's practice, from its most local processes to its international dimensions and donor relations.","Lavan, Daniel",0,,1156
3237,,"The Uncanny Valley Effect (UVE) first emerged as a warning against making industrial robots appear so highly human-like that they could unsettle the real humans around them. It proposed a specific pattern of negative emotional responses to entities that were almost but not quite human, and has been proposed as the reason why some entities such as dolls, mannequins and zombies may appear unsettling. The aim of this thesis was to move beyond an anecdotal explanation to understand more about the perception of near-human faces, and how this compares to the perception of human and non-human faces. The aims were to explore the relationship between the human-likeness of faces and emotional responses to them, to understand reactions to and descriptions of near-human faces, to explore aspects of how near-human faces are processed and to explore whether mismatched emotional expressions might contribute to the perception of some near-human faces as eerie. Five studies were carried out using face images whose human-likeness was systematically controlled or measured. A non-linear relationship between human-likeness and eeriness was found, but the near-human faces were not always the eeriest images. Near-human faces were found to be subject to the effects of inversion, and inversion was found to heighten perceptions of eeriness. Faces were created which contained mismatched emotional expressions, and the blends combining happy faces with angry or fearful eyes were rated as the most eerie. Incongruities between aspects of appearance or behaviour had been cited as explanations for the UVE in the past but this thesis presents the first evidence that differences in eeriness may result from incongruities between emotional expressions. Directions for future research have been suggested to explore these findings in a wider context and to understand more about the UVE.","Lay, Stephanie",0,,1157
3238,,"The uncanny valley effect (UVE) is a negative emotional response experienced when encountering entities that appear almost human. Research on the UVE typically investigates individual, or collections of, near human entities but may be prone to methodological circularity unless the properties that give rise to the emotional response are appropriately defined and quantified. In addition, many studies do not sufficiently control the variation in human likeness portrayed in stimulus images, meaning that the nature of stimuli that elicit the UVE is also not well defined or quantified. This article describes design criteria for UVE research to overcome the above problems by measuring three variables (human likeness, eeriness, and emotional response) and by using stimuli spanning the artificial to human continuum. These criteria allow results to be plotted and compared with the hypothesized uncanny valley curve and any effect observed can be quantified. The above criteria were applied to the methods used in a subset of existing UVE studies. Although many studies made use of some of the necessary measurements and controls, few used them all. The UVE is discussed in relation to this result and research methodology more broadly. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Lay, Stephanie",0,http://dx.doi.org/10.1177/2041669516681309,1158
3242,,"A key issue in the architectural design of atria museums is the variety of ways users can interact with the three-dimensional layout of space to create emergent patterns of spatial navigation. This issue is addressed in the context of a coherent body of literature which, together with space syntax theory and method, real time observations, agent-based models and virtual reality environments provides a specific rigour in the spatial analysis of the layouts and exploration patterns. The intention is to evolve an overview of these three-dimensional spatial and navigational aspects; thus enriching the development of the two-dimensional space syntax approach and contributing to a better understanding of the architectural design of museums. Most space syntax studies on human navigation focus on spatial characteristics and route choices in two dimensions and have not yet properly addressed the effect of the third dimension on exploration. This thesis studies three European atria museums: the Ashmolean Museum in Oxford, the Museum of Scotland in Edinburgh and the Acropolis Museum in Athens, which, taken together, provide a basis for investigating the theoretical and methodological questions of this thesis. The analysis begins from the apparent similarities among the museums, creating a suitable background for exploring critical differences with regards to their spatial layout and visiting patterns. The results deriving from this analysis are then used to create systematic variations in the virtual reality (VR) experiment being conducted at the Ashmolean Museum, examining correspondences between users’ experiences in the real and in virtual environments. Significant analogies are demonstrated between real and virtual behaviour with the findings showing how the museums’ three‐dimensional architectural design impacts significantly on the navigational processes of visitors. Although the atria in all three buildings are used as compositional devices structuring relationships between exhibition spaces and the three dimensional organisation of buildings, there are significant differences in terms of how this relationship is structured and the differing impacts produced on navigation patterns and gaze directions. The present study ultimately leads to a deeper understanding of architectural design regarding three-dimensional museum environments, and its implications for users’ social and cognitive processes.","Lazaridou, A.",0,,1159
3244,Spectres haunting: Postcommunism and postcolonialism,"In this essay, I attempt to take stock of recent suggestions that the literatures and cultures of the former Soviet bloc countries be considered ""postcolonial"". I begin by asking what is intended by this suggestion. While it is necessary to recognize that the Russian imperium and the Soviet order that succeeded it were clearly colonial in character, there are some good reasons to wonder whether the assimilation of ""post-Soviet"" criticism to ""the postcolonial"" is a good idea. Concerning postcolonial studies itself, I argue that the enterprise has hitherto been animated by a species of third worldism that has retarded understanding of the contemporary world-system; in particular, the post-olonialist idea of ""the west"" as the super-agent of domination in the modern global order strikes me as being deeply misconceived. On the ""post-Soviet"" side of the ledger, I worry both about a premature (if understandable) anti-Marxism and a tendency to insist precisely on that narrative of ""the west"" that postcolonial studies, in its indispensable critique of Eurocentrism, has managed to dislodge.","Lazarus, N.",0,10.1080/17449855.2012.658243,1160
3245,The influence of dynamics and speech on understanding humanoid facial expressions,"Human communication relies mostly on nonverbal signals expressed through body language. Facial expressions, in particular, convey emotional information that allows people involved in social interactions to mutually judge the emotional states and to adjust its behavior appropriately. First studies aimed at investigating the recognition of facial expressions were based on static stimuli. However, facial expressions are rarely static, especially in everyday social interactions. Therefore, it has been hypothesized that the dynamics inherent in a facial expression could be fundamental in understanding its meaning. In addition, it has been demonstrated that nonlinguistic and linguistic information can contribute to reinforce the meaning of a facial expression making it easier to be recognized. Nevertheless, few studies have been performed on realistic humanoid robots. This experimental work aimed at demonstrating the human-like expressive capability of a humanoid robot by examining whether the effect of motion and vocal content influenced the perception of its facial expressions. The first part of the experiment aimed at studying the recognition capability of two kinds of stimuli related to the six basic expressions (i.e. anger, disgust, fear, happiness, sadness, and surprise): static stimuli, that is, photographs, and dynamic stimuli, that is, video recordings. The second and third parts were focused on comparing the same six basic expressions performed by a virtual avatar and by a physical robot under three different conditions: (1) muted facial expressions, (2) facial expressions with nonlinguistic vocalizations, and (3) facial expressions with an emotionally neutral verbal sentence. The results show that static stimuli performed by a human being and by the robot were more ambiguous than the corresponding dynamic stimuli on which motion and vocalization were associated. This hypothesis has been also investigated with a 3-dimensional replica of the physical robot demonstrating that even in case of a virtual avatar, dynamic and vocalization improve the emotional conveying capability.","Lazzeri, N.",0,10.1177/1729881418783158,1161
3250,,"Intravoxel Incoherent Motion (IVIM) refers to translational movements which within a given voxel and during the measurement time present a distribution of speeds in orientation and/or amplitude. The IVIM concept has been used to estimate perfusion in tissues as blood flow in randomly oriented capillaries mimics a pseudo-diffusion process. IVIM-based perfusion MRI, which does not require contrast agents, has gained momentum recently, especially in the field oncology. In this introductory review the basic concepts, models, technical requirements and limitations inherent to IVIM-based perfusion MRI are outlined, as well as new, non-perfusion applications of IVIM MRI, such as virtual MR Elastography. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Le Bihan, Denis",0,http://dx.doi.org/10.1016/j.neuroimage.2017.12.062,1162
3251,"Cultural and Identity Transmission in Mixed Couples in Quebec, Canada: Normalizing Plural Identities as a Path to Social Integration","Drawing on eighty interviews with mixed couples in Quebec, this article discusses how parents in such unions negotiate strategies of cultural transmission and develop identity projects for their children, that is, blueprints for the children's ethnic identities. Our data show that instead of one person having to take on the other's culture, and the children adopting that culture, both partners usually embrace cultural differences as enriching for themselves, their children, and the society in which they live. It is not so much a question of transmitting a heritage but rather making available a set of virtual cultural resources to the child that he or she will activate (or not) later in life. We argue that through the choices they make, mixed couples contribute to shaping a society where plural identities are normalized. In so doing, they become important agents of social change and participate in the creation of an enduring diversity, a long-term transformation of Quebec society, and even contribute to the multiple meanings of Quebecois.","Le Gall, J.",0,10.1177/0002716215602705,1163
3253,A Cognitive Assistant for improving human reasoning skills,"Cognitive Assistants support humans and enhance their capabilities in solving a wide variety of complex tasks. In this paper, we introduce a Cognitive Assistant named LIZA that is developed as a pedagogical agent and aims at improving the reasoning and decision making abilities of its users. This Cognitive Assistant is able to hold conversation with users in natural language in order to help them solve problems of common heuristics and biases. Using controlled experiments, we demonstrate that LIZA could help test persons improve their reasoning skills, and show that LIZA achieved significant higher learning gains than a non-interactive online course. (C) 2018 Elsevier Ltd. All rights reserved.","Le, N. T.",1,10.1016/j.ijhcs.2018.02.005,1164
3255,Supervising the uncanny: the play within the play,The writer offers a combined experience in analysis and the performing arts to explore uncanny aspects of the unconscious subtext of the patient's inner drama; subtext which can remain hidden from view in supervision. Freud and Jung's understanding of uncanny experience is considered together with a painting from medieval alchemy and Matte Blanco's conceptions concerning the symmetrical nature of unconscious process. Theatre and the work of the theatre director and actor in approaching the multidimensional aspects of a play are then introduced. Finally clinical case material from group supervision demonstrates how the theatre of therapy' and the work of the supervisory couple and group promote the emergence of a more authentic conscious asymmetrical response to the patient's script' that can break the spell' of the transference/countertransference relationship. This in turn brings meaning to the underlying and implicit stage directions' that the patient has been unconsciously communicating.,"Leader, C.",0,10.1111/1468-5922.12178,1165
3256,Settling the Military: the pre-military academies revolution and the creation of a new security epistemic community - The Militarization of Judea and Samaria,"The article describes the establishment of the pre-military academies in Judea and Samaria as cultural agents preceding the militaristic habitus of these areas. It follows the development of the security epistemic community in these areas which formed a new identity of the settlers. The increase of religious-Zionist youth in combat units and officer courses in the IDF due to these academies altered the positioning of the settlers and all religious Zionists in Israeli society vis-a-vis non-religious elites, the ultra-orthodox, and religious-Zionist groups who did not join the pre-military academy revolution. Judea and Samaria became a 'security zone' identified with sacrifice, heroism, giving, a pedagogical partnership with the army, reflected in higher percentages of activities in educational, religious, and cultural institutions encouraging meaningful army service.","Lebel, U.",0,10.1080/13537121.2015.1036556,1166
3257,,"This dissertation emerged in the wake of the 2008 real-estate crisis and a will to discuss, understand and project the role professional architecture might play in reorganizing collective stakes. The aim was to understand how architecture’s expert knowledge contributed to the political construction of reality. This was developed through the study of a group of Portuguese architects and architecture practices from mid-20th century, specifically from 1945 to 1969. The study of the career of Portuguese architect Fernando Távora (1923-2005) was the starting point and mediator to a specific collective universe of professional formation, urban development and political embattlement. Távora was agent of a culture of architecture in which the ideas of respecting the context, commitment to local needs and history, internationally projected by the reputation of Porto architects Álvaro Siza Vieira and Eduardo Souto de Moura, were first articulated. Thus, this dissertation transports a dual questioning: how did post-war Portuguese architects interpret the discipline as politically committed? And, what can we learn from this specific case about the political constitution of the practice of professional architecture? These questions are answered through the study of two elements of professional-political construction: expert discourses and their relations to government, power and political ideology; architecture designs and their relation to the transformation of Portuguese landscapes. The study of discourses cross-reads the development of architecture expert discourses with the emergence of problems of government and languages of power and govenment. This study of discourses derives from an ethnographic study of architecture designs, based on guidelines from material and spatial anthropology. This dissertation attempts to seize architectural designs in their articulations and projections of community, comfort, modernity and culture. The first part of the dissertation, comprising chapters 1 to 3, addresses the formation of a collective project for professional architecture developed by young architects in the post-war, and attempting to draw democratic ideals and practices closer. The second part, comprising chapters 4 to 6, addresses how this collective project of architecture involved the putting forward of a particular view of the city and its edifying mission in national well-being. The third part, comprising chapter 7, adresses how this style of apprehending the city was practiced in the case of an urban renewal process. These parts assemble together a specific urban history and culture, pedagogical experiments in architecture education, and architectural practices that sought to reframe Portuguese urban reality through a professional reframing. This dissertation discusses the intimacies and distinctions between a professional and a political project, transported by the debated identification of being Portuguese with being modern. It discusses how a project of architecture practice articulated a style of apprehending the city and, thus, of performing a desired urban community through the bodies of architecture. It presents arguments for the discussion of how modern architecture practices perform the nation-state and national culture. It identifies how an architecture for a true national culture, with a style of apprehending the city, made a political construction pass through the practice of spatial organization. This dissertation aims to contribute to the identification of some elements allowing to draw architecture’s expert culture closer to democracy. Alternate abstract:","Lebre, Rui Aristides Bixirão Neto Marinho",0,,1167
3258,The Regional Healthcare Ecosystem Analyst (RHEA): a simulation modeling tool to assist infectious disease control in a health system,"Objective As healthcare systems continue to expand and interconnect with each other through patient sharing, administrators, policy makers, infection control specialists, and other decision makers may have to take account of the entire healthcare 'ecosystem' in infection control. Materials and methods We developed a software tool, the Regional Healthcare Ecosystem Analyst (RHEA), that can accept user-inputted data to rapidly create a detailed agent-based simulation model (ABM) of the healthcare ecosystem (ie, all healthcare facilities, their adjoining community, and patient flow among the facilities) of any region to better understand the spread and control of infectious diseases. Results To demonstrate RHEA's capabilities, we fed extensive data from Orange County, California, USA, into RHEA to create an ABM of a healthcare ecosystem and simulate the spread and control of methicillin-resistant Staphylococcus aureus. Various experiments explored the effects of changing different parameters (eg, degree of transmission, length of stay, and bed capacity). Discussion Our model emphasizes how individual healthcare facilities are components of integrated and dynamic networks connected via patient movement and how occurrences in one healthcare facility may affect many other healthcare facilities. Conclusions A decision maker can utilize RHEA to generate a detailed ABM of any healthcare system of interest, which in turn can serve as a virtual laboratory to test different policies and interventions.","Lee, B. Y.",0,10.1136/amiajnl-2012-001107,1168
3268,,"The increasingly diverse profiles of English users worldwide, fueled by globalization, bear witness to the hegemonic status of English as a global lingua franca. However, despite the current dynamic sociolinguistic realities, native speaker models and standards still endure as the primary benchmarks for English education in most parts of the world, propagating social, educational, and linguistic inequalities. In this ever-changing global linguistic landscape, English as a second/foreign language (ESL/EFL) teachers stand at the very center of these tensions, and there is a strong need for ESL/EFL teachers worldwide to enact educational changes for promoting linguistic equality. Otherwise, the firmly entrenched native speaker ideology will only reinforce the “othering” process of those who fall on the wrong side of the binary (i.e., “non” native English speakers), thereby restricting ownership of the world’s foremost powerful language. Teacher identity casts a major influence on teaching practices and thus, this study aims to shed light on the developmental trajectories of teacher identity formation. In particular, with the strong belief that teacher trainees, the future agents of the English language teaching arena, possess the potential to bring about change, this study aims to examine professional identity formations of four native English speaking and three non-native English speaking teacher trainees within the distinctive professional milieu of a U.S.-based second language (L2) teacher education program. The conceptual premise underpinning this study is that language and identity are inextricably intertwined and mutually constitutive. Hence, narrative interviews comprised the backbone of this study while a questionnaire and emailed documents merged together to present comprehensive contours of L2 teacher identity formations. Drawing on a narrative-biographical lens, this study first presents vignettes of the participants’ previous and personal backgrounds which have shaped their own teacher identity. Then, to unveil how the previous backgrounds are negotiated in their developing teacher identity, this study examines the participants’ educational experiences in the L2 teacher education program. Finally, to document the nexus of L2 teacher identity and native speaker status, this study ventures into underexplored territory by introducing voices from both native and non-native English speaking teacher trainees in contexts where traditional privilege and marginalization coexist. The research findings show that the participants bring their own socio-culturally derived conceptions of teacher identity to teacher education programs, which are largely aligned with their worldviews of what ideal teachers ought to be. The study findings also underscore the importance of L2 teacher education programs in establishing and reconstructing professional teacher identity, which occurred along three vectors: identity-in-discourse, identity-in-practice, and the development of discipline-specific professional knowledge (i.e., teacher language awareness). The study findings further indicate that there is an inextricable link between the participants’ native speaker statuses and their professional identity formations. The participants’ native speaker statuses condition their teacher identities by constructing perimeters around their strengths, weaknesses, professional roles, career trajectories and aspirations. The study findings confirm the existence of the hegemonic representation of standard English and native speaker ideology that are still deeply entrenched in today's increasingly globalized and multilingual world. Based on the key findings unearthed in this study, theoretical, and pedagogical implications are discussed.","Lee, HyeJin",0,,1169
3269,Building a responsive teacher: how temporal contingency of gaze interaction influences word learning with virtual tutors,"Animated pedagogical agents are lifelike virtual characters designed to augment learning. A review of developmental psychology literature led to the hypothesis that the temporal contingency of such agents would promote human learning. We developed a Pedagogical Agent with Gaze Interaction (PAGI), an experimental animated pedagogical agent that engages in gaze interaction with students. In this study, university students learned words of a foreign language, with temporally contingent PAGI (live group) or recorded version of PAGI (recorded group), which played pre-recorded sequences from live sessions. The result revealed that students in the live group scored considerably better than those in the recorded group. The finding indicates that incorporating temporal contingency of gaze interaction from a pedagogical agent has positive effect on learning.","Lee, H.",1,10.1098/rsos.140361,1170
3272,Agent simulation-based ordinal optimisation for new product design,"A decision tool that can accurately predict the market diffusion of a new product can be helpful in the establishment of product design. This study simulates product diffusion through multi-agent simulation (MAS) and determines product specifications that can maximise future sales by adapting ordinal optimisation. MAS constructs a virtual market of agents (consumers) and predicts the sales volume by simulating the product selection process of individual agents. By interacting with the MAS, the ordinal optimisation rapidly determines the product specifications of maximum sales with few computations. An empirical experiment conducted on the Korean smartphone market yielded interesting results, i.e., it is desirable for companies with high brand values not to offer low-performance products but to make additional efforts to increase satisfaction with hardware specifications, while a high-end policy of product quality and a low-price sales strategy may be more beneficial for increasing sales volumes for companies with low brand values.","Lee, H.",0,10.1080/01605682.2018.1447250,1171
