X,title,abstract,authors,Included,ID
1147,Developmental outcome prediction from acoustic cry analysis in term and preterm infants,"It has been suggested that the cry may reflect the neurophysiologic integrity of the infant and relate to later developmental outcome. In this study, the cry was recorded at term conceptional age in 18 preterm and 13 term infants using a standardized procedure and analyzed by high-speed computer. At 18 months of age, a significant number of infants were correctly classified as scoring high or low on the Bayley Scales of Infant Development based on the mean and variability in the fundamental frequency, variability in the first formant, and the amplitude of the cry. At 5 years of age, a significant number of infants were correctly classified on the McCarthy General Cognitive Index and on the verbal, perceptual-performance, and quantitative subscales based on the variability of the fundamental frequency, variability of the first formant, and amplitude and duration of the cry. Although preliminary, this study supports the potential use of the cry as a noninvasive measure to detect developmental outcome in the infant at risk.","Lester, B. M.",0,914
1148,Cardiorespiratory reactivity during the Brazelton Scale in term and preterm infants,"Determined the relationship between behavior measured with the Brazelton Scale and simultaneously recorded cardiorespiratory activity. The Brazelton Scale was administered and videotaped in a sample of 22 term and 22 preterm infants at term conceptional age. The videotapes were coded off line with a computer interface to time lock behavior and physiological activity for the duration of four alert, non-crying conditions. Term infants showed increases in heart rate and breathing rate when unswaddled and cuddled following cry and increases in respiratory sinus arrhythmia (RSA) during orientation and swaddling. Preterm infants showed the same general trend as term infants in heart rate and breathing rate. However, RSA decreased during orientation in preterm infants. On behavioral scores, preterm infants showed lower scores on self-regulation and a higher cost of attention. Correlations between behavior and physiological activity showed lower RSA associated with enhanced behavioral scores for the preterm infants. Results of this study are consistent with the hypothesis that attentional responsivity in the preterm infant may be at the expense of physiological stability. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)","Lester, Barry M. and Boukydis, C. F. Zachariah and LaGasse, Linda",0,915
1149,Neurobehavioral syndromes in cocaine-exposed newborn infants,"Studied the effects of fetal cocaine (COC) exposure on newborn cry characteristics (CCHs) in 80 COC-exposed and 80 control infants. The hypothesis was that excitable CCHs were related to the direct effects of COC, while depressed CCHs were related to the indirect effects of cocaine secondary to low birthweight. Analyses showed direct effects of COC on cries with a longer duration, higher fundamental frequency, and a higher and more variable first formant frequency. Indirect effects of cocaine secondary to low birthweight resulted in cries with a longer latency, fewer utterances, lower amplitude, and more dysphonation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Lester, Barry M. and Corwin, Michael J. and Sepkoski, Carol and Seifer, Ronald and Peucker, Mark and McLaughlin, Sarah and Golub, Howard L.",0,916
1150,Possible association between fluoxetine hydrochloride and colic in an infant,"Presents a case study of a 6-wk-old breast-fed infant referred for colic, whose mother was using fluoxetine hydrochloride. The mother switched to a commercial formula and reported a dramatic decrease in the infant's crying. The mother was asked to feed the infant breast milk from a bottle, and she agreed. The mother kept a daily diary of her infant's crying, sleeping, stooling patterns, and feeding problems. Analysis of the mother's breast milk showed concentrations of 69 ng/mL for fluoxetine and 9 ng/mL for norfluoxetine. Infant blood serum/plasma concentrations following return to breast milk were 340 ng/mL for fluoxetine and 208 ng/mL for norfluoxetine. The diary records showed increased crying, decreased sleep, increased vomiting, and watery stools when fluoxetine hydrochloride was transmitted through breast feeding or breast milk in bottle. These symptoms were reduced when the infant was formula fed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Lester, Barry M. and Cucca, Jayne and Andreozzi, Lynne and Flanagan, Patricia and Oh, William",0,917
1151,"Infantile colic: Acoustic cry characteristics, maternal perception of cry, and temperament","Interviewed 38 mothers to determine if their infants had colic. Infants with colic had to meet criteria for excessive crying and exhibit 4 specific signs in their cries. 16 1–4 mo olds who met the criteria for colic were compared with 16 matched controls on the acoustic analysis of crying, mother's perception of crying, and the Infant Characteristics Questionnaire (a measure of temperament used by mothers). The crying of colicky Ss had a higher and more variable pitch and was more turbulent or dysphonic. Mothers rated the crying of colicky Ss as more urgent and grating and felt more sad listening to the crying than mothers of control Ss. Colicky Ss were rated higher on the fussy-difficult temperament dimension. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Lester, Barry M. and Zachariah Boukydis, C. F. and Garcia-Coll, Cynthia T. and Hole, William and Peucker, Mark",0,918
1152,Mothers and infants exposed to intimate partner violence compensate,"Reasons for the developmental variability in children exposed to intimate partner violence (IPV) are unclear and under studied. This article presents exploratory findings on (a) the potential impact of IPV on mother-child relationships and child development and (b) the association between these maternal-child relationship impacts and child development. The fit of findings with compensatory, spillover, and compartmentalization hypotheses was explored. Participants were 49 mothers and 51 children younger than 3 years of age affected by IPV. Data were collected on maternal-child interactions, child development, social support, difficult life circumstances, family functioning, child temperament, and parental depression. The findings suggested developmental impacts on children in the sample, along with children's high sensitivity and responsiveness to their caregivers. Although some spillover effects were observed, the predominant observation was of mothers and infants compensating for exposure to IPV in their interactions. © 2013 Springer Publishing Company.","Letourneau, N. and Morris, C. Y. and Secco, L. and Stewart, M. and Hughes, J. and Critchley, K.",0,919
1153,Neurodegenerative course in ceramidase deficiency (Farber disease) correlates with the residual lysosomal ceramide turnover in cultured living patient cells,"Farber's lipogranulomatosis is an inborn lipid storage disease characterized by tissue accumulation of ceramide due to deficient activity of lysosomal ceramidase. Symptoms include painful swelling of joints, subcutaneous nodules, a hoarse cry, hepatosplenomegaly and nervous system dysfunction of markedly variable degree. In most cases the neural dysfunction rather than the general dystrophy, seems to limit the duration of Farber disease. We examined whether the severity can be shown as a function of ceramide turnover by lysosomal ceramidase. The lysosomal degradation of sphingomyelin-derived ceramide was studied in situ in patient skin fibroblasts and lymphoid cells loaded with LDL-associated radioactive sphingomyelin. We could show for the first time a significant correlation between the ceramide accumulated in situ and the severity of Farber disease. Our method provides an alternative means for determining ceramide degradation by lysosomal ceramidase, but in intact cells. The relatively simple method is at least of the same diagnostic use for Farber disease as the in vitro assay of acid ceramidase using cell homogenates and may also have some prognostic use.","Levade, T. and Moser, H. W. and Fensom, A. H. and Harzer, K. and Moser, A. B. and Salvayre, R.",0,920
1154,The Early Growth and Development Study: A Dual-Family Adoption Study from Birth Through Adolescence,"The Early Growth and Development Study (EGDS) is a prospective adoption study of birth parents, adoptive parents and adopted children (n = 561 adoptees). The original sample has been expanded to include siblings of the EGDS adoptees who were reared by the birth mother and assessed beginning at age 7 years (n = 217 biological children), and additional siblings in both the birth and adoptive family homes, recruited when the adoptees were 8-15 years old (n = 823). The overall study aims are to examine how family, peer and contextual processes affect child and adolescent adjustment, and to examine their interplay (mediation, moderation) with genetic influences. Adoptive and birth parents were originally recruited through adoption agencies located throughout the USA following the birth of a child. Assessments are ongoing and occurred in 9 month's intervals until the adoptees turned 3 years of age, and in 1 to 2 year intervals thereafter through age 15. Data collection includes the following primary constructs: child temperament, behavior problems, mental health, peer relations, executive functioning, school performance and health","Leve, L. D. and Neiderhiser, J. M. and Ganiban, J. M. and Natsuaki, M. N. and Shaw, D. S. and Reiss, D.",0,921
1155,"Fifteen-minute consultation: The healthy child: ""My child is a fussy eater!""","Feeding a child is an emotive experience. Selective eating (often referred to as fussy eating) is a typical part of early childhood but can cause significant anxiety to parents. This article covers the factors that influence the development of selective eating, the key points to elicit in history and examination, and evidence-based advice for parents.","Levene, I. R. and Williams, A.",0,922
1156,Help Desk Answers: Does giving a sweet-tasting solution before vaccine injection reduce infant crying?,Oral administration of a sucrose or glucose solution before intramuscular vaccine injection reduces expected crying duration by 12 to 77 seconds following the shot.,"Levine, H.",0,923
1157,Comparison of the Prevalence of Infantile Colic Between Pediatric Migraine and Other Types of Pediatric Headache,Background/Objective: The International Headache Society lists infantile colic under “episodic syndromes that may be associated with migraine” in the ICHD3-beta version of its classification of headache disorders. The aim of this study was to examine whether this association is specific to migraine or applies to all pediatric headache types. Methods: A cross-sectional historical study was conducted including 219 patients aged 3-18 years who presented to a tertiary pediatric headache clinic in 2016-2017. Parents were asked a series of questions to determine if their child had had infantile colic as defined in the ICHD3-beta version. The prevalence of a positive history of colic was compared between children diagnosed with migraine or other primary headache types. Results: There were 132 girls (60.2%) and 87 boys (39.8%) of mean age 12.8 ± 3.48 years at presentation. Migraine headache was diagnosed in 170 patients (77.6%) and other types primary of headache (9 in total) in 49 patients (22.3%). Fifty-one patients had a history of infantile colic. They included 45 patients in the migraine group (26.5%) and 5 in the comparison groups (10.2%),"Levinsky, Y. and Eidlitz-Markus, T.",0,924
1158,Neonatal withdrawal syndrome: associated drugs and pharmacologic management,"Use of addicting drugs among women during pregnancy exposes newborns to potentially serious disorders. A group of symptoms referred to as neonatal withdrawal syndrome (NWS) may occur in infants born to mothers addicted to certain drugs because, at birth, the infants suddenly are cut off from the drug supply. Classes of drugs that cause NWS are those that produce addiction in adults, including the opioids (heroin, methadone, morphine), barbiturates, alcohol, and benzodiazepines. Many of the manifestations of NWS occur regardless of the class of drug, including irritability, hyperactivity, abnormal sleep pattern, high-pitched cry, tremor, vomiting, diarrhea, weight loss, and failure to gain weight. The fact that these symptoms are nonspecific makes it difficult to identify NWS unless it is specifically looked for. The onset, duration, and severity of the disorder differ based on such factors as the addictive drug used, time and amount of mother's last dose, and rate of elimination of the drug from the newborn. Pharmacologic intervention may be required to control severe symptoms and signs. The most common drugs used to modify withdrawal are phenobarbital, paregoric, chlorpromazine, and diazepam. Treatment is complicated by conflicting information on the effectiveness of various agents.","Levy, M. and Spino, M.",0,925
1159,Mothers' and Fathers' Interactions with their Preterm Infants During the Initial Period at Home,"The relations of 38 Israeli mothers and fathers with their preterm infants during the initial period at home were examined in three 30-min periods of observations, and by self-report parental perception of their infants as being difficult. Mothers in both groups were found to engage more in caregiving and holding than fathers. Fathers of preterm infants, however, were more involved in caregiving and holding than were fathers of fullterm infants. Fathers in both groups surpassed mothers in playing and stimulating, but mothers and fathers of preterm infants played with and stimulated their infants more than did parents of fullterm infants. Parents of preterm infants also perceived their infants as being more difficult than did parents of fullterm infants. Infant characteristics, namely birth weight and medical complications, as well as parental education were found to be significant variables underlying parental variations within the group of preterm infants, but not the duration of the hospital stay or parental ethnic origin. © 1989, Taylor & Francis Group, LLC. All rights reserved.","Levy-Shiff, R. and Mogilner, M. B.",0,926
1160,Randomised controlled trial of sucrose by mouth for the relief of infant crying after immunisation,"OBJECTIVES: To evaluate the effect of sucrose solution given by mouth on infant crying times and measures of distress in the immunisation clinic. DESIGN: Randomised, double blind, placebo controlled trial of sucrose solution 75% wt/vol v sterile water as a control. SETTING: The immunisation clinic of the Women's and Children's Hospital, Adelaide. PATIENTS: A total of 107 healthy infants attending for 2, 4, or 6 month immunisations with polio by mouth (Sabin), intramuscular diphtheria, tetanus, and pertussis (DTP), and intramuscular Haemophilus influenzae type b were randomised to receive 2 ml 75% sucrose solution or sterile water by mouth before the two injections. METHODS: The duration of infant crying was recorded during and immediately after two intramuscular immunisations and infant distress was assessed by a visual analogue scale (Oucher scores) independently by a nurse and a parent. RESULTS: The administration of 2 ml 75% sucrose solution by mouth reduced the infant crying time and Oucher distress scores after immunisation with DTP/H influenzae type b. CONCLUSIONS: Infant immunisation by intramuscular injection is a distressing procedure for infants and parents. Sucrose solution at a high concentration reduces infant distress and is safe and clinically useful in this setting.","Lewindon, P. J. and Harkness, L. and Lewindon, N.",0,927
1161,Predictors of successful air enema reduction of intussusception in infants younger than 4 months,"OBJECTIVES: Intussusception is rare in infants younger than 4 months, and the use of air enema for reduction of intussusception has been limited. In this retrospective study, we analyzed the predictors of successful reduction of intussusception using air enema in infants younger than 4 months. METHODS: This is a retrospective chart review of 97 intussusception patients of younger than 4 months between January 2008 and December 2012. Demographic data, clinical presentation, and outcomes of air enemas were collected and analyzed. We used univariate and multivariate logistic regression analyses for significant predictors of successful reduction of intussusception using air enemas. RESULTS: Of the 97 infants younger than 4 months (median age 97.6 days, age range 41-119 days), 63 (65%) were boys and 34 (35%) were girls. The duration of symptoms ranged from 5 to 53 hours, with a median of 16.3 hours. The clinical features included paroxysmal crying (75%), vomiting (68%), bloody stools (61%), and palpable abdominal masses (32%). The duration of symptoms, bloody stools, and the shape of the intussusceptum were found to be significantly predictive of the outcome of air enema reduction of intussusception. CONCLUSIONS: The rate of successful reduction of intussusception using air enemas in infants younger than 4 months is low. Factors such as the duration of symptoms, bloody stools, and the shape of the intussusceptum are predictive of the outcome of air enema reduction of intussusception.","Li, J. E. and Yang, L. J. and Wang, J. and Sheng, M. and Guo, W. L.",0,928
1165,The Fidelity of Mutans Streptococci Transmission and Caries Status Correlate with Breast-Feeding Experience among Chinese Families,"Our previous study reported that the fidelity of mutans streptococci (MS) transmission from mother to infant was gender- and race-specific within a Birmingham, Ala., population. We hypothesized that fidelity might be a function of postnatal nurturing practices. The purpose of the present study was to investigate those factors that could be correlated with MS transmission among Chinese children whose nurturing histories were known. Forty-eight families with 2- to 3-year-old children were selected from two kindergartens of Beijing, China. A questionnaire concerning the childhood nursing practice was obtained from the parents. Dental caries status was examined, and bacterial samples were collected for all participants twice at 6-month intervals. An average of six isolates of MS was picked at random from selective medium from each individual at each visit. Chromosomal DNA fingerprints were performed for all MS isolates to determine the genomic similarity within each family and among individuals. The results showed that 66% of the children at 2-3 years of age harbored MS, and 46% were caries-active. Of those children, 70% were breast-fed. Among the children whose chromosomal DNA fingerprint genotypes of MS matched that of their mothers, 88% were breast-fed compared with only 12% who were not breast-fed (p = 0.03). We also found that children who were breast-fed for more than 9 months were likely to harbor strains of MS common to their mothers (p = 0.04) and experience more dental caries (dmft = 4.4) at 3 years of age compared with children who were breast-fed less than 9 months (dmft = 1.4, p = 0.04). The data suggest that breast-feeding, especially prolonged breast-feeding, may correlate with the fidelity of transmission and that prolonged breast-feeding may contribute to a higher caries rate. Copyright © 2000 S. Karger AG, Basel.","Li, Y. and Wang, W. and Caufield, P. W.",0,929
1166,Perceptions of food intake and weight status among parents of picky eating infants and toddlers in China: A cross-sectional study,"Background Previous studies have suggested that children that are picky eaters may have a different and less varied diet than non-picky children, but the literature on picky eating in Chinese children is limited. Objectives To assess the prevalence of picky eating in 6–35 month-old Chinese children, and to explore how parents' perceptions of picky eating relate to children's intake and body composition. Methods 1414 6-35 month-old infants and toddlers from 8 Chinese cities were included in this study. Questionnaires were used to collect information on family demographic factors, child picky eating behaviors, food group rejection, and parents' perception of child weight status. Dietary intake data was collected via 24-h recall. Children's length/height and weight were measured. Results The reported prevalence of picky eating was higher in 24–35 month-olds (36% of children) compared to 6-11 month-olds (12%). There were no consistent significant differences in dietary intakes of nutrients between picky and non-picky eaters. Picky eating children whose parents indicated that they avoided eggs had lower intake of this food group compared to non-picky eaters, whereas those reported to avoid grains or meat had higher intakes of those food groups. Weight status was underestimated by parents of both picky and non-picky children. Conclusions Picky eating seems to occur at similar prevalence rates in China as has been reported in other countries. Parents' perceptions of food refusal do not reflect actual intakes, nor do nutrient intakes of picky eaters show additional gaps compared to non-picky eating children. In healthy children with typical growth patterns, picky eating seems to be a normal phase of development experienced by some children, without substantial consequences on their nutrient or food group intakes. © 2016 The Author(s)","Li, Z. and van der Horst, K. and Edelson-Fries, L. R. and Yu, K. and You, L. and Zhang, Y. and Vinyes-Pares, G. and Wang, P. and Ma, D. and Yang, X. and Qin, L. and Wang, J.",0,930
1168,Caregiving and positioning effects on preterm infant states over 24 hours in a neonatal unit in Taiwan,"In this prospective, descriptive study, we used a repeated-measures design to explore the 24-hour effects of caregiving and positioning on preterm infants' states and the factors associated with state changes. Thirty preterm infants (gestational age 27.6-36.1 weeks) were observed for 3 days in the neonatal intensive care unit to record six states: quiet sleep (QS), active sleep, transition, active awake, quiet awake, and fussy or crying. The occurrences of QS increased when infants received no caregiving, social interaction, non-nutritive sucking (NNS), and were laterally positioned. However, QS significantly decreased and fussy or crying state increased when infants received routine and intrusive caregiving. These results suggest that caregiving, NNS, and positioning should be appropriately provided to facilitate infants' sleep, and reduce fussiness or crying. © 2011 Wiley Periodicals, Inc.","Liaw, J. J. and Yang, L. and Lo, C. and Yuh, Y. S. and Fan, H. C. and Chang, Y. C. and Chao, S. C.",0,931
1169,Nonnutritive sucking and oral sucrose relieve neonatal pain during intramuscular injection of hepatitis vaccine,"CONTEXT: Newborns are subject to pain during routine invasive procedures. Pain caused by immunization injections is preventable, but remains untreated in neonates. OBJECTIVES: The purpose of the study was to compare the effectiveness of three nonpharmacological pain relief strategies on newborns' pain, physiological parameters, and cry duration before, during, and after hepatitis B intramuscular (IM) injection. METHODS: In this prospective, randomized clinical trial, we enrolled 165 newborns (gestational age, ≥36 weeks). The infants received IM injections and were randomized to three treatment groups: nonnutritive sucking (NNS), 20% oral sucrose, or routine care. Pain was measured by the Neonatal Facial Coding System, physiological signals by electrocardiogram monitors, and cry duration using a stopwatch. RESULTS: Pain was significantly lower among infants in the NNS (B=-11.27, P<0.001) and sucrose (B=-11.75, P<0.001) groups than that in controls after adjusting for time effects, infant sleep/wake state, number of prior painful experiences, and baseline pain scores. Infants in the NNS and sucrose groups also had significantly lower mean heart and respiratory rates than the controls. Cry duration of infants receiving sucrose was significantly shorter than those in the NNS (Z=-3.36, P<0.001) and control groups (Z=-7.80, P<0.001). CONCLUSION: NNS and oral sucrose can provide analgesic effects and need to be given before painful procedures as brief as a one-minute IM injection. Sucrose orally administered two minutes before injection more effectively reduced newborns' pain during injection than NNS. Both nonpharmacological methods more effectively relieved newborns' pain, stabilized physiological parameters, and shortened cry duration during IM hepatitis injection than routine care.","Liaw, J. J. and Zeng, W. P. and Yang, L. and Yuh, Y. S. and Yin, T. and Yang, M. H.",0,932
1170,The hidden costs of infant vaccination,"Combination vaccines to minimize injections required for infant vaccination, and new vaccines with improved safety profiles, will pose increasingly complex choices for vaccine purchasers in the future. How much of a premium to pay for such vaccines might be determined by taking into account (1) the psychological burden of multiple injections during a single clinic visit, and the costs of any additional visits to minimize these, and (2) the medical, work-loss, and incidental costs of common vaccine-associated symptoms. This cross-sectional survey included randomly-selected parents of 1-8-month-old infants who received vaccines in a Northern California health maintenance organization (HMO) in 1997. Interviewers called parents 14 days after the infant's vaccination to administer a 10-minute closed-ended interview in English or Spanish. Parents were asked about infant symptoms after vaccination, their preferences regarding multiple injections and their (theoretical) willingness to pay to reduce the number of injections their infant would receive, or to avoid the adverse symptoms experienced. Among 1769 eligible infants, interviews were completed with parents of 1657 (93%). The psychological cost of multiple injections was estimated by the willingness of parents to pay a median of $25 to reduce injections from 4 to 3, $25 from 3 to 2, and $50 from 2 to 1. Vaccine-associated symptoms caused mean costs of $42 in medical utilization and $192 in work-loss among the families who experienced those events (Ns=62 and 35, respectively). When averaged among all 1657 study infants, vaccine-associated symptoms after the index vaccination visit resulted in $2.91 in medical utilization, $4.05 in work-loss, and $0.74 in direct nonmedical costs, yielding total financial costs of $7.70. Parents of infants who had vaccine-associated symptoms said they would have paid a median of $50 to avoid these symptoms. Fever and fussiness were associated in logistic regression analysis with a two-fold increase in the odds of medical utilization, and fever with more than a three-fold increase in work loss. We conclude that multiple injections during a single clinic visit entail psychological costs. The psychological costs of vaccine-associated symptoms, as measured by willingness-to-pay methods, are higher than those resulting from multiple injections. The financial costs of medical utilization and work-loss resulting from common vaccine-associated symptoms are non-negligible and should be incorporated in economic analyses. (C) 2000 Elsevier Science Ltd.","Lieu, T. A. and Black, S. B. and Ray, G. T. and Martin, K. E. and Shinefield, H. R. and Weniger, B. G.",0,933
1172,Depressive mood in women at childbirth predicts their mood and relationship with infant and partner during the first year postpartum,"Background: Although many studies have reported negative impact of maternal depressive symptoms on family relations, few studies have explored whether or not early depressive symptoms influence interfamily relationships. The aim was to describe first-time mothers' feelings for their infant and partner during the first postpartum year in relation to maternal depressive symptoms. Research questions were addressed about: What is the prevalence of maternal depressive symptoms 10days postpartum? How does maternal depressive symptoms on day 10 relate to her mood and feelings for the infant and partner at days 3 and 10, and at 6 and 12months postpartum? Methods: A longitudinal study with first-time mothers, normal pregnancies, giving birth to healthy babies participated in the study","Lilja, G. and Edhborg, M. and Nissen, E.",0,934
1173,"Intergenerational transmission of emotion dysregulation: Part I. Psychopathology, self-injury, and parasympathetic responsivity among pregnant women","The World Health Organization recently reported that maternal mental health is a major public health concern. As many as one in four women suffer from psychiatric disorders at some point during pregnancy or the first postpartum year. Furthermore, self-injurious thoughts and behaviors (SITBs) represent one of the leading causes of death among women during this time. Thus, efforts to identify women at risk for serious forms of psychopathology and especially for SITBs are of utmost importance. Despite this urgency, current single-diagnostic approaches fail to recognize a significant subset of women who are vulnerable to perinatal stress and distress. The current study was among the first to investigate emotion dysregulation-a multilevel, transdiagnostic risk factor for psychopathology-and its associations with stress, distress, and SITBs in a sample of pregnant women (26-40 weeks gestation) recruited to reflect a range of emotion dysregulation. Both self-reported emotion dysregulation and respiratory sinus arrhythmia, a biomarker of emotion dysregulation, demonstrated expected associations with measures of mental health, including depression, anxiety, borderline personality pathology, and SITBs. In addition, self-reported emotion dysregulation was associated with blunted respiratory sinus arrhythmia responsivity to an ecologically valid infant cry task. Findings add to the literature considering transdiagnostic risk during pregnancy using a multiple-levels-of-analysis approach.","Lin, B. and Kaliush, P. R. and Conradt, E. and Terrell, S. and Neff, D. and Allen, A. K. and Smid, M. C. and Monk, C. and Crowell, S. E.",0,935
1175,"Prolonged touch screen device usage is associated with emotional and behavioral problems, but not language delay, in toddlers","Background: Touch screen devices are now ubiquitous, and their usage by young children is increasing. However, the effects of these devices on young children are still unknown. Therefore, this study aimed to address the associations of touch screen device exposure with symptomatic emotional and behavioral problems and language development in children between the ages of 18 and 36 months. Method: A total of 161 primary caregivers of children between the ages of 18 and 36 months were recruited from the pediatric ward and outpatient clinic at a medical center in southern Taiwan. All caregivers were asked to fill out the Child Behavior Checklist for Ages 1½–5 (CBCL 1½–5) and a questionnaire on basic personal information and touch screen device usage, and they were also interviewed with the Communication and Language Screening Test for Birth to Three Chinese-Speaking Infant-Toddlers (CLST). Independent t-test and one-way ANOVA were used to examine the differences among the categories in the demographic variables and to characterize the touch screen device usage behaviors. Pearson's correlation was used to analyze the relationship between language delay and the extent of touch screen device exposure. After primary univariate analysis, we used multiple regression models to examine the relationships among the effects of touch screen device usage behaviors on children's emotional and behavioral problems and language development. Result: The children's mean age was 25.63 months (SD = 5.35). Children who spent more time on touch screen devices were more likely to have emotional problems (β = .219, p < .010, 95 % CI: .279–1.518), anxious/depressive symptoms (β = .206, p < .050, 95 % CI: .170–1.244), somatic complaints (β = .291, p < .001, 95% CI: .455–1.462), social withdrawal symptoms (β = .194, p < .050, 95 % CI: 0.133–1.150), attention problems (β = .300, p < .001, 95 % CI: .432–1.267), and aggressive behaviors (β = .247, p < .010, 95 % CI: .967–3.983). The effects were not noted on language development (β = −.136, p < .100, 95 % CI: −2.595–.147). Conclusion: Young children who spent more time on touch screen devices were more likely to have emotional problems, anxious/depressive symptoms, somatic complaints, social withdrawal symptoms, attention problems, and aggressive behaviors, but not language delay. © 2020 Elsevier Inc.","Lin, H. P. and Chen, K. L. and Chou, W. and Yuan, K. S. and Yen, S. Y. and Chen, Y. S. and Chow, J. C.",0,936
1176,Intussusception in a child infected with enterovirus: case report,"Most intussusceptions in childhood are idiopathic. The association of viral infection has been suspected for decades. We report a case of ileocolonic intussusception in a child during a course of enterovirus infection. A 20-month-old girl with vomiting and irritable crying of 4 days' duration was found to have intussusception by sonography. She had suffered from herpangina one week earlier. Due to her peritoneal signs, she underwent surgical manual reduction. A cluster of enlarged lymph nodes in the intussuscipiens was noted preoperatively by high resolution ultrasound. Two swollen lymph nodes were removed for pathologic evaluation and examined for a viral genome by polymerase chain reaction (PCR) amplification. Panenterovirus base pairs were confirmed on the electrophoresis print. During postoperative sonographic follow-up, significant shrinkage of previous mesenteric lymphoid hyperplasia was observed. In this article, we present the first case of childhood intussusception in associated with enterovirus infection, in which the panenterovirus genome was identified in the patient's mesenteric lymph nodes. This was also the first evaluation of the role of mesenteric lymph nodes in intussusception by high resolution sonography.","Lin, S. L. and Shih, S. R. and Hung, Y. B. and Lin, C. Y. and Lu, C. S.",0,937
1177,Pacifier-sucking and breast-feeding: A comparison between the 1960s and the 1990s,"Purpose: Pacifiers and their forerunners have been condemned in past centuries, probably beginning in the 17th and 18th centuries when alcohol and opiates were incorporated as fillings in sucking rags in Great Britain. Nowadays, the modern pacifier is criticized for reducing breast-feeding time and encouraging weaning. The purpose of this study was to analyze if pacifier-sucking has been detrimental to breast-feeding in the past few decades. Methods: In the present study, 2 groups of young children born 30 years apart (1967 and 1995 to 1997) in the same geographic area were analyzed in the first 6 months of age regarding their sucking and feeding habits, including initial and prolonged pacifier-sucking and breast-feeding. Results: Findings do not support the commonly held opinion that pacifier-sucking reduces breast-feeding time. In the 30 years that separate the 2 groups, the pacifiersucking habit increased by 32% and prolonged use of a pacifier increased. At the same time, breast-feeding at 6 months old has increased 20-fold in the contemporary group (born between 1995 and 1997) as compared with the 1967 group. Conclusions: The results suggest that mothers might be unable to satisfy their child's sucking urge through breast-feeding alone, and that they use the pacifier as a supplement. Pacifier use does not negatively affect the prevalence of breast-feeding.","Lindsten, R. and Larsson, E.",0,938
1178,The safety and efficacy of oral dextrose for relieving pain following venepuncture in neonates,"The objective of this study was to assess the efficacy and safety of oral 30% dextrose during venepuncture in neonates. Neonates admitted in the Special Care Nursery for jaundice from September 200 to January 2001 were recruited for this double-blind randomised controlled trial. The intervention consisted of administration of either 2 ml of oral 30% dextrose or 2 ml of sterile water 2 minutes before venepuncture. The primary outcome measure was the cumulative Neonatal Infant Pain Scale (NIPS) score at 3 minutes after venepuncture and the duration of cry assessed from a videotaped recording. Twenty-six neonates received 30% dextrose and 26 neonates received sterile water. The cumulative NIPS score at 3 minutes (median, IQR) after venepuncture for neonates given 30% dextrose (13, 6.8-21) was significantly (p = 0.03) lower than that for neonates given sterile water (21, 13.8-21). The duration of cry in neonates given 30% dextrose (median 45 sec IQR 1.5-180.8 sec) was significantly (p = 0.03) shorter than that in neonates given sterile water (median 191 sec IQR 52.3-250 sec). No neonates developed diarrhoea, fever or rash during the 24 hour observation period. Both the intra-rater (ICC 0.993 95% CI 0.988-0.996) and inter rater (ICC 0.988 95% CI 0.980-0.993) agreement on the 3-minute NIPS score were good. In conclusion oral 30% dextrose given 2 minutes before venepuncture was effective in reducing neonatal pain following venepuncture. It is a simple, safe and fast acting analgesic and should be considered for minor invasive procedure in term neonates.","Ling, J. M. and Quah, B. S. and Van Rostenberghe, H.",0,939
1179,Reduced crying in term infants fed high beta-palmitate formula: A double-blind randomized clinical trial,"Background: Beta-palmitate (sn-2 palmitate) mimics human milk fat, enabling easier digestion.Therefore, we hypothesized that infants consuming high beta-palmitate formula would have more frequent, softer stools and reduced crying compared to infants consuming low beta-palmitate formula.Methods: Formula-fed infants were randomly assigned to receive either (1) formula with high beta-palmitate (HBP, n = 21) or (2) regular formula with a standard vegetable oil mix (LBP, n = 21). A matched group of breastfed infants served as a reference (BF, n = 21). Crying and stool characteristics data were recorded by the parents for 3 days before the 6- and 12-week visits.Results: We found no significant differences in the stool frequency or consistency between the two formula groups. The percentage of crying infants in the LBP group was significantly higher than that in the HBP and BF groups during the evening at 6 weeks (88.2% vs. 56.3% and 55.6%, p < 0.05) and during the afternoon at 12 weeks (91.7% vs. 50.0% and 40%, p < 0.05). The infants fed HBP had significantly shorter crying durations when compared with infants fed LBP formula (14.90 ± 3.85 vs.63.96 ± 21.76 min/day, respectively","Litmanovitz, I. and Bar-Yoseph, F. and Lifshitz, Y. and Davidson, K. and Eliakim, A. and Regev, R. H. and Nemet, D.",1,940
