X,abstract,authors,Included,doi,ID
1654,"We investigated whether a mindfulness meditation program delivered via a smartphone application could improve psychological well-being, reduce job strain, and reduce ambulatory blood pressure during the workday. Participants were 238 healthy employees from two large United Kingdom companies that were randomized to a mindfulness meditation practice app or a wait-list control condition. The app offered 45 prerecorded 10- to 20-min guided audio meditations. Participants were asked to complete one meditation per day. Psychosocial measures and blood pressure throughout one working day were measured at baseline and eight weeks later; a follow-up survey was also emailed to participants 16 weeks after the intervention start. Usage data showed that during the 8-week intervention period, participants randomized to the intervention completed an average of 17 meditation sessions (range 0-45 sessions). The intervention group reported significant improvement in well-being, distress, job strain, and perceptions of workplace social support compared to the control group. In addition, the intervention group had a marginally significant decrease in self-measured workday systolic blood pressure from pre- to postintervention. Sustained positive effects in the intervention group were found for well-being and job strain at the 16-week follow-up assessment. This trial suggests that short guided mindfulness meditations delivered via smartphone and practiced multiple times per week can improve outcomes related to work stress and well-being, with potentially lasting effects.","Crosswell AD Bostock S (2018//).  Mindfulness On-The-Go: effects of a Mindfulness Meditation App on Work Stress and Well-Being #journal#, #volume#(#issue#),  #Pages#",0,,1342
1655,"Although calls for intervention designs are numerous within the organizational literature and increasing efforts are being made to conduct rigorous randomized controlled trials, existing studies have rarely evaluated the long-term sustainability of workplace health intervention outcomes, or mechanisms of this process. This is especially the case with regard to objective and subjective sleep outcomes. We hypothesized that a work-family intervention would increase both self-reported and objective actigraphic measures of sleep quantity and sleep quality at 6 and 18 months post-baseline in a sample of information technology workers from a U.S. Fortune 500 company. Significant intervention effects were found on objective actigraphic total sleep time and self-reported sleep insufficiency at the 6- and 18-month follow-up, with no significant decay occurring over time. However, no significant intervention effects were found for objective actigraphic wake after sleep onset or self-reported insomnia symptoms. A significant indirect effect was found for the effect of the intervention on objective actigraphic total sleep time through the proximal intervention target of 6-month control over work schedule and subsequent more distal 12-month family time adequacy. These results highlight the value of long-term occupational health intervention research, while also highlighting the utility of this work-family intervention with respect to some aspects of sleep.","Hammer LB Crain TL (2018//).  Sustaining Sleep: results From the Randomized Controlled Work, Family, and Health Study #journal#, #volume#(#issue#),  #Pages#",0,,1343
1656,"Introduction: The ubiquitous smartphone technology and societal pressures of constant connection have increased at an accelerated pace during the past decade, resulting in an always-on society. All too often, this has led to the belief that sleep is a dispensable luxury. The price is huge, as sleep deficiencies of many kinds have reached the level of a pandemic, affecting health, mood, life expectancy, and performance. However, we can use technology to undo the damages caused by technology itself. To test the above, Aetna initiated a randomized controlled trial to validate the efficacy of a mobile CBTI solution for improving sleep quality, workplace productivity, and quality of life in a commercial business population. Methods: 500 employees were recruited and surveyed for Insomnia using the Pittsburgh Sleep Quality Index (PSQI), the Workplace Productivity and Impairment (WPAI), and Health Related Quality of Life (HRQOL). Participants were stratified to sleep scores and randomly assigned to intervention/waiting list groups. The intervention consisted of a mobile application (SleepRate) and digital assessment for Insomnia based on both subjective and measured sleep data over seven nights, followed by weekly cycles of personalized, adaptive digital guidance relying on accepted protocols of CBTI. A second survey was administered at week 6, and the final survey at week 12. Results: Of the 250 who received the application, 183 completed a baseline sleep assessment, and 83 completed 3 weeks of digital therapy with an weekly average of 5 tracked nights. At the end of 12 weeks, PSQI scores were 68% lower compared to the control group (P = 0.00), improving 4.8 points from baseline. Workplace presenteeism was 49.4% lower than for the control (P=0.00), and the HRQOL indicated 4.8 Healthy Days (P=0.00) per month were added to application users. Daytime sleepiness and sleep satisfaction also improved significantly. Conclusion: The availability of digital health technology allows people to diminish their sleep deficiencies in the comfort of their own home, leading to greater workplace productivity and quality of life.","Niejadlik K Baharav A (2018//).  Impact of digital monitoring, assessment, and cognitive behavioral therapy on subjective sleep quality, workplace productivity and health related quality of life #journal#, 41(#issue#),  A156",0,,1344
1657,"Background: Outpatient fatigue management education by occupational therapists in persons with MS (pwMS) is efficient, but no program is available for the inpatient setting. To close this gap an inpatient energy management education (IEME) was developed. Aim: To evaluate the feasibility of a RCT study-protocol and to explore the effect of IEME on self-efficacy and fatigue Methods: Design: RCT. Sampling: Persons with MS-related fatigue during a three-week inpatient rehabilitation at Rehabilitation Centre Valens. Interventions: Six IEME or progressive muscle relaxation (PMR) group sessions as part of a personalized rehabilitation program. Data-collection: Evaluation of recruitment and assessment procedures, drop-out and follow-up rate, treatment fidelity, compliance with therapy and six telephone-interviews with IEME-participants after returning home. Outcomes were fatigue impact, self-efficacy, quality of life and occupational performance at baseline, discharge and 16 weeks follow-up. Results: Between July and November 2017, 47/83 pwMS were included and randomized (IEME:24/PMR:23). Reasons for discontinued participation were preliminary discharge and insufficient energy for the strenuous rehabilitation program (IEME:2/ PMR:4). Treatment fidelity was high and 89% of all tasks were completed. SF 36 at discharge (T1) was not suitable as questions relate to everyday situations in the usual environment not fitting with changed routines during inpatient-stay. At T1 there were no differences in fatigue between groups, but a significant difference in self-efficacy applying energy conservation strategies, and a reduced demand for individual OT-sessions in the IEME group. At the follow-up, participants at home reported the exchange in the IEME groups as being positive, they were more aware of energy management and had introduced changes in daily routine. Data analysis from the 4-month follow-up until March 2018 will depict the effect of IEME on self-efficacy in everyday life. Conclusion: The feasibility of the study protocol was confirmed and preliminary effects of IEME are promising.","Kool J Weise A (2018//).  Feasibility of an inpatient fatigue education study #journal#, 24(6),  851",0,,1345
1658,"Background.- Cognitive deficits are a core feature in psychiatric disorders. Two studies were performed to further analyse cognitive dysfunction and its remediation in affective disorders. Methods.- Study I - 43 remitted bipolar patients and 40 healthy controls were assessed with a neurocognitive test battery. In a randomised controlled trial, patients were assigned to addon cognitive psychoeducational group therapy (CPEGT) over 14 weeks or to treatment-as-usual. A 12-month follow-up was performed. Study II - 90 probands each with major depressive disorder (MDD), schizophrenia and healthy controls were included. A German version of the SCIP (Purdon, 2005) was first validated and then used. 50 patients each with MDD and schizophrenia were tested before and after a combination therapy with drugs and cognitive remediation. Results.- Study I - Compared to healthy controls, bipolar patients showed lower performance in executive function and sustained attention. CPEGT and attention predicted occupational functioning. Verbal memory recall was found to be a predictor for symptom severity. Study II - Schizophrenic patients showed significant cognitive impairment compared to healthy probands. Patients with MDD showed an intermediate degree of impairment. In addition, the SCIP was able to detect an improvement in cognitive function in both MDD and schizophrenia patients after cognitive remediation. Conclusions.- Bipolar patients benefit from CPEGT in the domain of occupational life. Deficits in sustained attention have an impact on occupational impairment. The SCIP in its German version is able to detect cognitive dysfunction and effects of cognitive remediation in MDD patients.","Maihofer E Sachs G (2018//).  Cognitive dysfunction and remediation in affective disorders #journal#, 48(#issue#),  S46",0,,1346
1659,"Objectives: Patients with spastic hemiparesis after stroke often exhibit limited shoulder movement. The purpose of this study was compared the effectiveness of static progressive shoulder splinting (JAS Joint Active Systems) with traditional neurophysiological approaches (PNF, Vojta). Methods: In this pilot trial, we enrolled adults at least 1year after stroke. A volunteer sample of 23 patients were randomly assigned to the experimental group A or control group B. Intervention includes 4 weeks of intensive institutional treatment and then 4 weeks of home based self rehabiliation treatment. In addition, the experimental group received static progressive stretching 2 times per day for 30 minutes, 2 times 30sec series of repeated active shoulder flexion and abduction efforts at maximal speed and aerobic activities. The control group recieved 30 minutes of individual physiotherapy, 30 minutes of occupational therapy and robotic rehabilitation. Assessment performed at the start, 4 and 8 week. The primary outcome, measures by blinded assessor, was change of external rotation passive range of motion (PROM). Secondary outcome were changes in spasticity (Tardieu scale) and AROM. Results: In comparison of the experimental (n=10) with the control subject (n=13) PROM (Graph 1) and AROM (Graph 2) of shoulder external rotation was significantly different in both groups F(2,42)=7.68, p=0.001, F(2,42)=3.51, p=0.039. Post-hoc analysis showed significant difference between input and subsequent measurements (p < 0.001 in both cases) in the experimental group. Control group did not achieve any significant increase PROM and AROM. Spasticity was not significantly affected. Conclusions: The outcome measures of this study indicate that static progressive splinting may be useful in treating shoulder contracture in pacients with spastic hemiparesis compare to traditional rehabilitation.","Dvorakova P Riha M (2018//).  Effects of static progressive splinting on shoulder contracture in patients with spastic hemiparesis: a pilot randomized, single-blind, controlled trial #journal#, 32(4-5),  403",0,,1347
1660,"Combat-related posttraumatic stress disorder (PTSD) is the most common psychological health condition in military service members and veterans who have deployed to the combat theater since September 11, 2001. One of the highest research priorities for the Department of Defense and the Department of Veterans Affairs is to develop and evaluate the most efficient and efficacious treatments possible for combat-related PTSD. However, the treatment of combat-related PTSD in military service members and veterans has been significantly more challenging than the treatment of PTSD in civilians. Randomized clinical trials have demonstrated large posttreatment effect sizes for PTSD in civilian populations. However, recent randomized clinical trials of service members and veterans have achieved lesser reductions in PTSD symptoms. These results suggest that combat-related PTSD is unique. Innovative approaches are needed to augment established evidence-based treatments with targeted interventions that address the distinctive elements of combat-related traumas. This paper describes the design, methodology, and protocol of a randomized clinical trial to compare two intensive prolonged exposure therapy treatments for combat-related PTSD in active duty military service members and veterans and that can be administered in an acceptable, efficient manner in this population. Both interventions include intensive daily treatment over a 3-week period and a number of treatment enhancements hypothesized to result in greater reductions in combat-related PTSD symptoms. The study is designed to advance the delivery of care for combat-related PTSD by developing and evaluating the most potent treatments possible to reduce PTSD symptomatology and improve psychological, social, and occupational functioning.","Foa EB Peterson AL (2018//).  Intensive prolonged exposure therapy for combat-related posttraumatic stress disorder: design and methodology of a randomized clinical trial #journal#, 72(#issue#),  126",0,,1348
1661,"Objective This study aimed to estimate and evaluate the cost-effectiveness and cost-benefit of a guided internet- and mobile-supported occupational stress-management intervention (iSMI) for employees from the employer's perspective alongside a randomized controlled trial. Methods A sample of 264 employees with elevated symptoms of perceived stress (Perceived Stress Scale, PSS-10 >=22) was randomly assigned either to the iSMI or a waitlist control (WLC) group with unrestricted access to treatment as usual. The iSMI consisted of seven sessions of problem-solving and emotion-regulation techniques and one booster session. Self-report data on symptoms of perceived stress and economic data were assessed at baseline, and at six months following randomization. A cost-benefit analysis (CBA) and a cost-effectiveness analysis (CEA) with symptom-free status as the main outcome from the employer's perspective was carried out. Statistical uncertainty was estimated using bootstrapping (N=5000). Results The CBA yielded a net-benefit of [Euro sign]181 [95% confidence interval (CI) -6043-1042] per participant within the first six months following randomization. CEA showed that at a willingness-to-pay ceiling of [Euro sign]0, [Euro sign]1000, [Euro sign]2000 for one additional symptom free employee yielded a 67%, 90%, and 98% probability, respectively, of the intervention being cost-effective compared to the WLC. Conclusion The iSMI was cost-effective when compared to WLC and even lead to cost savings within the first six months after randomization. Offering stress-management interventions can present good value for money in occupational healthcare.","Kahlke F Ebert DD (2018//).  A health economic outcome evaluation of an internet-based mobile-supported stress management intervention for employees #journal#, 44(2),  171",0,,1349
1662,"Aim: It is now necessary to investigate whether recovery in psychosis is possible without the use of antipsychotic medication. This study will determine (1) whether a first-episode psychosis (FEP) group receiving intensive psychosocial interventions alone can achieve symptomatic remission and functional recovery; (2) whether prolonging the duration of untreated psychosis (DUP) in a sub-group according to randomisation will be associated with a poorer outcome and thereby establish whether the relationship between DUP and outcome is causative; and (3) whether neurobiological changes observed in FEP are associated with the psychotic disorder or antipsychotic medication. Baseline characteristics of participants will be presented. Methods: This study is a triple-blind randomized placebo-controlled non-inferiority trial. The primary outcome is the level of functioning measured by the Social and Occupational Functioning Assessment Scale at 6months. This study is being conducted at the Early Psychosis Prevention and Intervention Centre, Melbourne and includes young people aged 15 to 24years with a DSM-IV psychotic disorder, a DUP less than 6months and not high risk for suicide or harm to others. Strict discontinuation criteria are being applied. Participants are also undergoing three 3-Tesla-MRI scans. Results: Ninety participants have been recruited and baseline characteristics are presented. Conclusions: Staged treatment and acceptability guidelines in early psychosis will determine whether antipsychotic medications are indicated in all young people with a FEP and whether antipsychotic medication can be safely delayed. Furthermore, the relative contribution of psychotic illness and antipsychotic medication in terms of structural brain changes will also be elucidated. The findings will inform clinical practice guidelines.","Francey SM O'Donoghue B (2018//).  Staged treatment and acceptability guidelines in early psychosis study (STAGES): a randomized placebo controlled trial of intensive psychosocial treatment plus or minus antipsychotic medication for first-episode psychosis with low-risk of self-harm or aggression. Study protocol and baseline characteristics of participants #journal#, #volume#(#issue#),  #Pages#",0,,1350
1663,"Background: Stroke patients experience chronic hemiparesis in their upper extremities leaving negative effects on quality of life. Robotic therapy is one method to recover arm function, but its research is still in its infancy. Research questions of this study is to investigate how to maximize the benefit of robotic therapy using ReoGo-J for arm hemiplegia in chronic stroke patients. Methods: Design of this study is a multi-center parallel group trial following the prospective, randomized, open-label, blinded endpoint (PROBE) study model. Participants and setting will be 120 chronic stroke patients (over 6 months post-stroke) will be randomly allocated to three different rehabilitation protocols. In this study, the control group will receive 20 min of standard rehabilitation (conventional occupational therapy) and 40 min of self-training (i.e., sanding, placing and stretching). The robotic therapy group will receive 20 min of standard rehabilitation and 40 min of robotic therapy using ReoGo(R)-J device. The combined therapy group will receive 40 min of robotic therapy and 20 min of constraint-induced movement therapy (protocol to improve upper-limb use in ADL suggests). This study employs the Fugl-Meyer Assessment upper-limb score (primary outcome), other arm function measures and the Stroke Impact Scale score will be measured at baseline, 5 and 10 weeks of the treatment phase. In analysis of this study, we use the mixed effects model for repeated measures to compare changes in outcomes between groups at 5 and 10 Weeks. The registration number of this study is UMIN000022509. Conclusions: This study is a feasible, multi-site randomized controlled trial to examine our hypothesis that combined training protocol could maximize the benefit of robotic therapy and best effective therapeutic strategy for patients with upper-limb hemiparesis.","Takahashi K Takebayashi T (2018//).  Assessment of the efficacy of reogo-J robotic training against other rehabilitation therapies for upper-limb hemiplegia after stroke: protocol for a randomized controlled trial #journal#, 9(AUG),  #Pages#",0,,1351
1664,"Objectives This study aimed to assess the economic credentials of a workplace-delivered intervention to reduce sitting time among desk-based workers. Methods We performed within-trial cost-efficacy analysis and long-term cost-effectiveness analysis (CEA) and recruited 231 desk-based workers, aged 24-65 years, across 14 worksites of one organization. Multicomponent workplace-delivered intervention was compared to usual practice. Main outcome measures including total device-measured workplace sitting time, body mass index (BMI), self-reported health-related quality of life (Assessment of Quality of Life-8D, AQoL-8D), and absenteeism measured at 12 months. Results Compared to usual practice, the intervention was associated with greater cost (AU$431/person), benefits in terms of reduced workplace sitting time [-46.8 minutes/8-hour workday, 95% confidence interval (CI): -69.9- -23.7] and increased workplace standing time (42.2 minutes/8-hour workday, 95% CI 23.8-60.6). However, there were no significant benefits for BMI [0.148 kg/m2 (95% CI-1.407-1.703)], QoL-8D [-0.006 (95% CI -0.074-0.063)] and absenteeism [2.12 days (95% CI -2.01-6.26)]. The incremental cost-efficacy ratios (ICER) ranged from AU$9.94 cost/minute reduction in workplace sitting time to AU$13.37/minute reduction in overall sitting time. CEA showed the intervention contributed to higher life year (LY) gains [0.01 (95% CI 0.009-0.011)], higher health-adjusted life year (HALY) gains [0.012 (95% CI 0.0105 - 0.0135)], and higher net costs [AU$344 (95% CI $331-358)], with corresponding ICER of AU$34 443/LY and AU$28 703/HALY if the intervention effects were to be sustained for five-years. CEA results were sensitive to assumptions surrounding intervention-effect decay rate and discount rate. Conclusions The intervention was cost-effective over the lifetime of the cohort when scaled up to the national workforce and provides important evidence for policy-makers and workplaces regarding allocation of resources to reduce workplace sitting.","Flego A Gao L (2018//).  Economic evaluation of a randomized controlled trial of an intervention to reduce office workers' sitting time: the ""Stand Up Victoria"" trial #journal#, 44(5),  503",0,,1352
1665,"Objectives This study aimed to assess the economic credentials of a workplace-delivered intervention to reduce sitting time among desk-based workers. Methods We performed within-trial cost-efficacy analysis and long-term cost-effectiveness analysis (CEA) and recruited 231 desk-based workers, aged 24-65 years, across 14 worksites of one organization. Multicomponent workplace-delivered intervention was compared to usual practice. Main outcome measures including total device-measured workplace sitting time, body mass index (BMI), self-reported health-related quality of life (Assessment of Quality of Life-8D, AQoL-8D), and absenteeism measured at 12 months. Results Compared to usual practice, the intervention was associated with greater cost (AU$431/person), benefits in terms of reduced workplace sitting time [-46.8 minutes/8-hour workday, 95% confidence interval (CI):-69.9--23.7] and increased workplace standing time (42.2 minutes/8-hour workday, 95% CI 23.8-60.6). However, there were no significant benefits for BMI [0.148 kg/m2 (95% CI-1.407-1.703)], QoL-8D [-0.006 (95% CI-0.074-0.063)] and absenteeism [2.12 days (95% CI-2.01-6.26)]. The incremental cost-efficacy ratios (ICER) ranged from AU$9.94 cost/minute reduction in workplace sitting time to AU$13.37/minute reduction in overall sitting time. CEA showed the intervention contributed to higher life year (LY) gains [0.01 (95% CI 0.009-0.011)], higher health-adjusted life year (HALY) gains [0.012 (95% CI 0.0105 - 0.0135)], and higher net costs [AU$344 (95% CI $331-358)], with corresponding ICER of AU$34 443/LY and AU$28 703/HALY if the intervention effects were to be sustained for five-years. CEA results were sensitive to assumptions surrounding intervention-effect decay rate and discount rate. Conclusions The intervention was cost-effective over the lifetime of the cohort when scaled up to the national workforce and provides important evidence for policy-makers and workplaces regarding allocation of resources to reduce workplace sitting.","Flego A Gao L (2018//).  Economic evaluation of a randomized controlled trial of an intervention to reduce office workers' sitting time: the""Stand up Victoria"" trial #journal#, 44(5),  503",0,,1353
1666,"Background: Within the field of rheumatoid arthritis (RA), patients report decreased health-related quality of life (HRQoL) as a result of living with physical factors such as pain and psychological factors such as negative mood. As these factors are associated with the disease trajectory, health care utilisation, and workplace disability of patients, these factors lead to significant societal health expenses. In a recent randomised controlled trial, improvements in especially psychological functioning (e.g., depressed mood) were found by offering tailored, therapist guided cognitive behavioural therapy online.1 Although internet-based cognitive behavioural therapy holds promise for implementation and cost-reductions, scarce research is available on the cost-effectiveness of these treatments. Objectives: A cost-effectiveness study from a societal perspective was conducted alongside a randomised controlled trial on a tailored and therapist-guided internet-based cognitive behavioural intervention (ICBT) for patients with elevated levels of distress, as an addition to usual care alone in order to inform stake-holders on implementation of this treatment. Methods: Data were collected at baseline/pre-intervention, 6 months/post-intervention, and three-monthly thereafter during one year follow-up. Effects were measured in quality-adjusted life years (QALYs) and costs from a societal perspective including healthcare sector costs (including healthcare use, medication, and intervention costs), patient travel costs for healthcare use, and costs associated with loss of labour. Results: The intervention improved quality of life compared to usual care alone ([DELTA] QALYs=0.059), but also led to higher costs ([DELTA]=[Euro sign] 4.211,44), which reduced substantially when medication costs were left out of the equation ([DELTA]=[Euro sign] 1.862,72). Most (93%) of the simulated ICERS were in the north-east quadrant, suggesting a high probability that the intervention is effective in improving HRQoL, but at a greater monetary cost for society compared to usual care alone. Conclusions: A positive effect on quality-adjusted life years is seen in the intervention group compared to the control group. However, cost-ratios show that this comes at a greater cost to society. The substantial costs in this population are generated by medication costs, for which no group differences could be found. The cost-benefit ratio improves when the costs for medication are not taken into account. Based on the effects for improvement of quality of life, implementation of the intervention is recommended, yet on the side of costs, further study is warranted.","Van Beugen S Ferwerda M (2018//).  HPR an economic evaluation of a tailored guided internet-based cognitive behavioural intervention for patients with rheumatoid arthritisas an addition to usual care #journal#, 77(#issue#),  217",0,,1354
1667,"Three examples of evaluating Dutch workplace interventions will be presented. This is input for discussing the essential elements in evaluations of interventions at workplaces on outcomes for work-related diseases or injuries. i. Needle stick injuries (NSIs) are frequently reported as occupational injuries among health care workers. The objective of a cluster randomised trial was to evaluate whether the number of NSIs decreased among health care workers at risk (n=796) after introduction of injection needles with safety devices in combination with an interactive workshop in an academic hospital. This combined intervention led to the highest reduction in the number of self-reported NSIs compared to a workshop alone or no intervention. ii. Low back complaints are frequently reported as work- related diseases among bricklayers. The objective of a within-subject controlled intervention study was to evaluate whether work related risk factors and discomfort of the low back decreased among bricklayers (n=10) after introducing a scaffolding console to adjust the working height of the storage of materials in a construction company. Working with a scaffolding console resulted in a significant reduction of the frequency and duration of trunk flexion 79% and 52% respectively, and as well as discomfort of the lower back compared with bricks set out on the ground floor. iii. Occupational risks affect the health of construction workers. The objective of a non-randomised controlled trial was to evaluate whether a job-specific workers' health surveillance improved the preventive actions of construction workers (n=374) following occupational physicians recommendations. In total 73% of the workers undertook job-specific actions versus 59% in the control group, while occupational physicians provided more job-specific recommendations in the intervention group. Risk assessment, context related interventions and compliance to interventions are essential elements before and alongside the evaluation of real world preventive interventions.","Sluiter JK Van Der Molen HF (2018//).  Preventive occupational health interventions: some workplace examples #journal#, 75(#issue#),  A160",0,,1355
1668,"BACKGROUND: Blood pressure is a primary cardiovascular disease risk factor. Population-wide governmental strategies aim to reduce lifestyle and dietary risk factors for hypertension, one of which is an unbalanced diet with high sodium and low potassium intakes. Nutrition interventions in the workplace are considered a promising approach in encouraging health-promoting behaviors. We developed and conducted the health promoting sodium reduction trial ""Healthful & Tasty: Sure!"" in worksites in the German-speaking part of Switzerland from May 2015 to Nov 2016, for which we present the study protocol and baseline characteristics., METHODS: Healthful & Tasty, a cluster nonrandomized single-arm trial with calibration arm, aimed to demonstrate the effectiveness of a combined educational and environmental intervention in the workplace in reducing employees' average daily sodium/salt intake by 15%. To this end, health and food literacy of employees and guideline compliance among the catering facility team needed to be improved. The primary outcome measure was sodium/salt intake estimated from sodium excretion in a 24-h urine sample. Secondary outcome measures included changes in the overall qualitative diet composition, blood pressure, anthropometric indices, and health and food literacy. Of eight organizations with catering facilities, seven organizations took part in the nutrition education and catering salt reduction interventions, and one organization participated as a control. Overall, 145 consenting employees were included in the staggered, one-year four-phase trial, of which 132 participated in the intervention group. In addition to catering surveys and food sampling, the trial included five follow-up health assessments including questionnaires, blood pressure measurements, anthropometrics, and sodium, potassium, and iodine intake measurements obtained from 24-h and spot urine samples, and a food record checklist. Exploratory and hypothesis generating baseline statistical analysis included 141 participants with adequate 24-h urine samples., DISCUSSION: Despite practice-driven limitations to the study design and small cluster and participant numbers, this trial has methodological strength and will provide important insights into the effectiveness of a combined educational and environmental intervention to reduce salt intake among female and male Swiss employees., TRIAL REGISTRATION: German Clinical Trials Register, DRKS00006790 . Registered 23 September 2014.","Luta X Beer-Borst S (2018//).  Study design and baseline characteristics of a combined educational and environmental intervention trial to lower sodium intake in Swiss employees #journal#, 18(1),  421",0,,1356
1669,"Objectives: To examine the relationships between the mediation levels required in the Dynamic Lowenstein Occupational Therapy Cognitive Assessment- Geriatric Version (DLOTCA-G) and the mediation levels required in the Kettle Test and Bill Payment from the Executive Function Performance Test (EFPT) both are cognitive-functional assessments. Methods: Thirty people with a mean age of 76.6 (SD=7.4) years, receiving in-patient rehabilitation after an acquired brain injury (ABI), participated. Each participant was administered with the DLOTCA-G that assesses visual and spatial perception, praxis, visuo-motor integration and thinking operations, with the Kettle Test that assesses the ability to organize and problem solving during preparation of hot drinks and with the Bill Payment. Order of assessments was randomized between participants. Spearman correlations were used for analysis. Results: Significant correlations were found between the mediation score of the thinking operations and the Kettle test (rs=.46, p<.05) and Bill Payment (rs=.61, p<.05). Correlations were found between the visuo-motor integration and praxis and Bill Payment (rs=.48, rs=.41 p<.05, respectively). The percent of participants that received same level of mediation (high, low or none) in the DLOTCA-G and the Kettle test ranged between 48.2% for praxis and 20.6% for visual perception, and in DLOTCA-G and Bill payment ranged between 62.9% for praxis and 38.5% for visual perception. Conclusions: The findings of the current study showed that different levels of mediation were required for different types of cognitive tasks. In order to plan an optimal intervention it is recommended to use dynamic cognitive tests together with dynamic cognitive-functional tests during the evaluation process of people with ABI. This will lead to a more comprehensive understanding of the cognitive abilities and learning potential of the individual.","Katz N Kizony R (2018//).  The relationships between mediation levels in cognitive assessments and mediation levels in cognitive-functional assessments #journal#, 32(4-5),  375",0,,1357
1670,"High levels of psychosocial work-related stress have major implications for both the employee and the employer. Epidemiological studies consistently demonstrate associations between high work stress and worse self-reported mental and physical health, including depression, anxiety, cardiovascular disease, and type 2 diabetes., Job strain, a combination of high demands and low control, is a common model used to define psychosocial stress at work. Job strain is associated with worse mental and physical health, including anxiety and depressive disorders and increased blood pressure., Past studies show the value in mindfulness applications. For example, participants who completed 25 or more meditation sessions over 8 weeks also had significantly lower self-measured systolic blood pressure over the course of one day compared to the control condition participants at the follow-up time point. This trial suggests that almost daily brief mindfulness meditations delivered via smartphone can improve outcomes related to workplace stress and well-being, with potentially lasting effects., In this study, investigators hope to determine if a stress-reduction mindfulness application is more effective than a waitlist control condition in employees who are experiencing mild to moderate levels of stress in various health and productivity-related outcomes.","NCT03695627 (2018//).  Stress Free UCR: the Impact of 8 Weeks of Headspace on Stress in a Heterogeneous University Employee Cohort Stress Free UCR: the Impact of 8 Weeks of Headspace on Stress in a Heterogeneous University Employee Cohort, #volume#(#issue#),  #Pages#",0,,1358
1671,"Persons with chronic pain and pharmacological treatment with opioids are often excluded from vocational rehabilitation due to their medication and the idea of their low potential for achievement of important rehabilitation outcomes. This study questions this assumption as being able to work is associated with positive outcomes related to activity and participation in society, and also is proposed being an appropriate replacement behaviour when decreasing or being in need of increasing opioid doses due to tolerance development over time., Return to work coordination means external and internal coordination regarding sick leave by help of a rehabilitation coordinator from health care. The goal is to establish a common return to work plan between employer and employee as dictated by Swedish law. The hypothesis is that return to work coordination is not sufficient. Additional effects on return to work and work ability from a behaviour change ability programme aiming to enhance work ability by targeting context at the workplace, physical and psychological functioning, and behavioral skills at work are expected., The hypothesis is tested in a randomised controlled trial. Before the start of the trial a series of 3-6 experimental single case studies will be performed to study the implementation of the interventions more thoroughly.","NCT03827174 (2019//).  Return to Work in Patients With Chronic Pain and Opioid Treatment Vocational Rehabilitation and Return to Work in Patients With Chronic Pain and Opioid Treatment: a Randomised Controlled Trial, #volume#(#issue#),  #Pages#",0,,1359
