X,authors,title,abstract,Included,ID
1089,"Treder, M., et al. (2019"," ""Using Deep Learning in Automated Detection of Graft Detachment in Descemet Membrane Endothelial Keratoplasty: A Pilot Study."" Cornea 38(2","PURPOSE: To evaluate a deep learning-based method to automatically detect graft detachment (GD) after Descemet membrane endothelial keratoplasty (DMEK) in anterior segment optical coherence tomography (AS-OCT). METHODS: In this study, a total of 1172 AS-OCT images (609: attached graft; 563: detached graft) were used to train and test a deep convolutional neural network to automatically detect GD after DMEK surgery in AS-OCT images. GD was defined as a not completely attached graft. After training with 1072 of these images (559: attached graft; 513: detached graft), the created classifier was tested with the remaining 100 AS-OCT scans (50: attached graft; 50 detached: graft). Hereby, a probability score for GD (GD score) was determined for each of the tested OCT images. RESULTS: The mean GD score was 0.88 +/- 0.2 in the GD group and 0.08 +/- 0.13 in the group with an attached graft. The differences between both groups were highly significant (P < 0.001). The sensitivity of the classifier was 98%, the specificity 94%, and the accuracy 96%. The coefficient of variation was 3.28 +/- 6.90% for the GD group and 2.82 +/- 3.81% for the graft attachment group. CONCLUSIONS: With the presented deep learning-based classifier, reliable automated detection of GD after DMEK is possible. Further work is needed to incorporate information about the size and position of GD and to develop a standardized approach regarding when rebubbling may be needed.",0,1089
1090,"Trindade, I. A., et al. (2018"," ""Assessment of chronic illness-related cognitive fusion: Preliminary development and validation of a new scale with an IBD sample."" Journal of Clinical Psychology in Medical Settings 25(4","Although research recognizes the advantages of creating specific content measures, no specific measure of chronic illness-related cognitive fusion had been developed to date. The current study presents the development and validation of the Cognitive Fusion Questionnaire-Chronic Illness (CFQ-CI) in a sample of inflammatory bowel disease (IBD) patients and the analysis of the role of this construct in the psychological health of those patients. Results indicated that the 7-item CFQ-CI was a unidimensional measure of cognitive fusion in patients with chronic illnesses, and that scores had adequate/good internal consistency and construct, convergent, and discriminant validity. This study also showed that chronic illness-related cognitive fusion as assessed by the CFQ-CI acted as a mediator in the association between both IBD-related symptoms and shame with quality of life. The development of the CFQ-CI may thus contribute to a better understanding of the mechanisms influencing functional outcomes in chronic illness. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",0,1090
1091,"Truong, T., et al. (2018"," ""An Ultra-Wideband Frequency System for Non-Destructive Root Imaging."" Sensors (Basel, Switzerland","Understanding the root system architecture of plants as they develop is critical for increasing crop yields through plant phenotyping, and ultra-wideband imaging systems have shown potential as a portable, low-cost solution to non-destructive imaging root system architectures. This paper presents the design, implementation, and analysis of an ultra-wideband imaging system for use in imaging potted plant root system architectures. The proposed system is separated into three main subsystems: a Data Acquisition module, a Data Processing module, and an Image Processing and Analysis module. The Data Acquisition module consists of simulated and experimental implementations of a non-contact synthetic aperture radar system to measure ultra-wideband signal reflections from concealed scattering objects in a pot containing soil. The Data Processing module is responsible for interpreting the measured ultra-wideband signals and producing an image using a delay-and-sum beamforming algorithm. The Image Processing and Analysis module is responsible for improving image quality and measuring root depth and average root diameter in an unsupervised manner. The Image Processing and Analysis module uses a modified top-hat transformation alongside quantization methods based on energy distributions in the image to isolate the surface of the imaged root. Altogether, the proposed subsystems are capable of imaging and measuring concealed taproot system architectures with controlled soil conditions; however, the performance of the system is highly dependent on knowledge of the soil conditions. Smaller roots in difficult imaging conditions require future work into understanding and compensating for unwanted noise. Ultimately, this paper sought to provide insight into improving imaging quality of ultra-wideband (UWB) imaging systems for plant root imaging for other works to be followed.",0,1091
1092,"Tu, K. and M. Gochin (1999"," ""Structure determination by restrained molecular dynamics using NMR pseudocontact shifts as experimentally determined constraints."" Journal of the American Chemical Society 121(40","The structure of a DNA octamer d(TTGGCCAA)(2) complexed to chromomycin-A(3) and a single divalent cobalt ion has been solved by using the pseudocontact shifts due to the unpaired electrons on the cobalt. A protocol was developed and critically evaluated for using the pseudocontact shifts in structure determination. The pseudocontact shifts were input as experimental restraints in molecular dynamics simulations with or without NOE constraints. Both the magnitude and orientation of the susceptibility anisotropy tensor required for the shift calculations were determined during the simulations by iterative refinement. The pseudocontact shifts could be used to define the structure to a very high precision and accuracy compared with a corresponding NOE-determined structure. Convergence was obtained from different starting structures and tensors. A structure determination using both NOE's and pseudocontact shifts revealed a general agreement between the two data sets. However, some evidence for a discrepancy between NOE's and pseudocontact shifts was observed in the backbone and terminal base pairs of the DNA. Violations in shift or NOE restraints remaining in the final structures were examined and may be a reflection of motional averaging of the constraints and evidence for flexibility. This work demonstrates that pseudocontact shifts are a powerful tool for NMR structure determination.",0,1092
1093,"Tumkaya, S., et al. (2013"," ""Situation awareness in obsessive-compulsive disorder."" Psychiatry Research 209(3","Past studies have suggested that OCD patients suffer memory impairment on tasks using complex stimuli that require memory for combined elements to be maintained, but not for more simplistic memory tests. We tested this with 42 OCD patients and 42 healthy controls performed a computerized situation awareness task. In addition, participants completed the Yale-Brown Obsessive Compulsive Scale (Y-BOCS) and Maudsley Obsessive-Compulsive Inventory (MOCI). The OCD patients had poorer accuracy in integration/comprehension and perception levels than controls. There were significant correlations between situational awareness scores (i.e., visuo-spatial monitoring and processing) and Y-BOCS obsession-compulsion and slowness and doubt scores of MOCI in OCD patients. In addition, there were also significant correlations between situational awareness and controlling, cleaning, slowness, rumination and total scores of MOCI in control group. Results indicated that (I) OCD patients have problems of perception, integration, and comprehension of complex visual perceptions; (II) situation awareness deficits associated with severity and prevalence of obsessions and compulsions.",0,1093
1094,"Tuncel, H., et al. (2002"," ""Variable E-cadherin expression in a MNU-induced colon tumor model in rats which exposed with 50 Hz frequency sinusoidal magnetic field."" The Tohoku journal of experimental medicine 198(4","Inactivation of the E-cadherin system by multiple mechanisms, including both genetic and epigenetic events, plays a significant role in multistage carcinogenesis. We have investigated the effects of sinusoidal electromagnetic fields (SMF) on E-cadherin expression in an MNU (N-methyl-N-nitrosurea)-induced colon tumor model. Male wistar albino rats were used for the study. The rats were classified into four groups: I (MNU), II (SMF+MNU), III (SMF) and IV (control). After administered at MNU in 1st and 2nd groups, 2nd and 3rd groups were exposed to a sinusoidal magnetic field (SMF, 50 Hz, 5 mT) for 6 hours/day for 8 months. The expression of E-cadherin were examined in four groups of rat colon tissues by immunohistochemistry on paraffin sections. For immunohistochemical analysis, the labeled streptavidin biotin method was performed using a Vectastain Universal Quick Kit with microwave accentuation. Fisher's exact test was used for statistical analysis between proportions. Immunohistochemical studies of E-cadherin expression in this model demonstrated significant differences for cytoplasmic expression pattern. These results suggest that the electromagnetic fields result in significant alterations in cell adhesion mechanisms. This study has implications for understanding the role of fields in cell detachment in cancer metastasis. Further work is required to determine the relative effect of the magnetic fields on these phenomena.",0,1094
1095,"Tuomi, T., et al. (2018"," ""Managing Exposure to Benzene and Total Petroleum Hydrocarbons at Two Oil Refineries 1977-2014."" Int J Environ Res Public Health 15(2","Air concentrations of and inhalation exposure to total petroleum hydrocarbons (TPH) and benzene was monitored separately at two oil refineries from 1977 to 2014. Prevention policies and control measures that may explain changes were surveyed. The aim was to evaluate how the application of of Occupational Health and Safety Assessment Series OHSAS 18001.04 principles as well as Environmental protection Agency EPA and European Oil Company Organisation for Environment, Health and Safety CONCAWE practices have influenced air concentrations. Benzene air concentrations declined in 11 of 17 units, six of which were associated with declining exposures. Benzene air concentrations declined across all units on average by 46%. This amounts to an average yearly decline of 1.7%. TPH air concentrations declined in 10 of 17 units, seven of which were associated with declining exposures. The average decline in TPH air concentrations was 49%, corresponding to 1.3% per year. As a result, average working day exposure in 10 of 17 units have declined significantly and today, benzene and TPH exposure in most units are well below 10% of the current Occupational Exposure Limit (OEL8h:s). A decline in air concentrations have coincided with consistent implementation of control measures. Such measures include on-line monitoring of leaks; benzene recovery; floating container roofs; improved valves and seals; hermetic pumps; recovery of loading gases and instalment of torches in terminals; cutback in coke combustion; a new production line spanning directly from the dock to aromatics production; and recovery of loading gases in the doc. Other tools in exposure management include personal leak monitors, on-line measurements, monitoring campaigns, risk assessment, and availability and user training of protective equipment. However, improvements are still needed. Hydrocarbon or benzene air concentrations have not declined in 8 of 17 units, in some of which concentrations exceed 10% of the relevant OEL8h value. In addition, for benzene even 10% of the current OEL, 0.1 ppm, might still possess a risk. With this in mind, methods to estimate exposure at the refineries need to be improved to enable measuring benzene concentrations <0.1 ppm. Shut downs of the refinery have been associated with peaks in exposure concentrations. Consequently, effort should be placed on safe working methods pertaining to shutdowns. Also, the connection and detachment of hoses continues to be problematic from the point of view of controlling exposure.",0,1095
1096,"Tyan, Y.-C., et al. (2004"," ""Proteomic profiling of platelet proteins by trypsin immobilized self-assembled monolayers digestion chip and protein identification using electrospray ionization tandem mass spectrometry."" Journal of biomedical materials research. Part A 71(1","Self-assembled monolayers (SAMs) on coinage metal provide versatile modeling systems for studies of interfacial electron transfer, biological interactions, molecular recognition, and other interfacial phenomena. Recently, the bonding of enzyme to SAMs of alkanethiols onto Au electrode surfaces was exploited to produce a bio-sensing system. In this work, the attachment of trypsin to a SAMs surface of 11-mercaptoundecanoic acid was achieved using water soluble 1-ethyl-3-(3-dimethylaminopropyl) carbodiimide and N-hydroxysulfosuccinimide as coupling agent. Experimental results have revealed that the X-ray Photoelectron Spectroscopy (XPS) C1s core levels at 286.3 and 286.5 eV (C with N), 288.1 eV (amide bond), and 289.3 eV (carboxyl) illustrate the immobilization of trypsin. These data were also in good agreement with Fourier-Transformed Infrared Reflection-Attenuated Total Reflection (FTIR-ATR) spectra for the peaks valued at 1659.4 cm(-1) (amide I) and 1546.6 cm(-1) (amide II). Using electrospray ionization tandem mass spectrometry (ESI-MS/MS) observations, analytical results have demonstrated the platelet proteins digestion of the immobilized trypsin on the functionalized SAMs surface. For such surfaces, platelet proteins were digested on the trypsin-immobilized SAMs surface, which shows the enzyme digestion ability of the immobilized trypsin. The terminal groups of the SAMs structure can be further functionalized with biomolecules or antibodies to develop surface-base diagnostics, biosensors, or biomaterials.",0,1096
1097,"Uhlig, K., et al. (2012"," ""On the influence of the architecture of poly(ethylene glycol","Thermoresponsive polymer surface coatings are a promising tool for cell culture applications. They allow for a mild way of cell detachment that preserves the activity of membrane proteins-a prerequisite for reliable cell analysis. To enlarge the application range of these coatings to cells with different adhesion properties, we synthesized various novel poly(ethylene glycol)-based thermoresponsive polymers and describe how (i) their chemical structure and (ii) their surface density affect their efficiency. In order to quantify the influence of both factors, the time for cell spreading and rounding efficiency were observed. As a result, efficiency of cell rounding, which is closely correlated to cell detachment, is less affected by both factors than the time needed for cell spreading. This time can effectively be adjusted by the molecular architecture which includes the length of the polymer backbone and the side chains. Based on this work, recommendations are given for future optimization of functionality of thermoresponsive polymer coatings for cell culture applications.",0,1097
1098,"Ulin, D. L. (2008"," ""The science of sex: T. C. Boyle on his Inner Circle, Alfred Kinsey, and the fine line between fact and fiction."" Journal of Bisexuality 8(3-4","In an interview following the publication of The Inner Circle, T. Coraghessan Boyle’s 2004 novel about Alfred C. Kinsey, the novelist discusses his book’s semihistorical 1940s/1950s background of the Kinsey research team and compares the novel’s themes with his other fictionalizations of U.S. historical figures. Boyle considers the dramatic aspects of Kinsey’s bisexuality, and how his public image as detached purveyor of scientific knowledge about sex may have conflicted with his private taboo and experimental bisexual behavior. Professor Boyle has been a member of the English Department at the University of Southern California since 1978, and his work, including 19 books of fiction, has been translated into more than two dozen foreign languages. The article, reprinted from L. A. Weekly (Sept. 3–9, 2004), was retrieved August 1, 2007 from http://tcboyle.com/page2.html?4. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1098
1099,"Upmanyu, A., et al. (2017"," ""Measurement of large angle Rayleigh scattering cross sections for 39.5, 40.1 and 45.4keV photons in elements with 26 ≤ Z ≤ 83."" Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine 128: 125-131.","The present work reports Rayleigh scattering cross section measurements for the 39.5keV (Sm- Kα2), 40.1keV (Sm-Kα1) and 45.4keV (Sm-Kβ1,3) X-ray photons in 35 elements with 26 ≤ Z ≤ 83 at backward angle of 139°. The scattering measurements were performed in reflection mode geometrical set up involving a secondary photon source consisting of Samarium (62Sm) target excited by the 59.54keV γ-rays from the 241Am radioactive source. The scattered photons were detected using a low energy germanium (LEGe) detector. The product of detector efficiency, intensity of incident photons and other geometrical factors were determined by measuring the K X-ray yields from targets with 47 ≤ Z ≤ 59 and knowledge of the respective K X-ray fluorescence cross sections. The measured cross sections are compared with the theoretical cross sections based on the modified form factor (MF) formalisms and the second-order S-matrix approach. The experimental results demonstrate large deviations from the MF values for the elements with K shell binding energy (BK) in vicinity of the incident photon energy (Ein), which smooth out with inclusion of the anomalous scattering factors (ASFs). The S-matrix values, in general, agree with the measured cross sections for all the elements under investigation.",0,1099
1100,"Urzhumtseva, L., et al. (2013"," ""On effective and optical resolutions of diffraction data sets."" Acta crystallographica. Section D, Biological crystallography 69: 1921-1934.","In macromolecular X-ray crystallography, diffraction data sets are traditionally characterized by the highest resolution dhigh of the reflections that they contain. This measure is sensitive to individual reflections and does not refer to the eventual data incompleteness and anisotropy; it therefore does not describe the data well. A physically relevant and robust measure that provides a universal way to define the `actual' effective resolution deff of a data set is introduced. This measure is based on the accurate calculation of the minimum distance between two immobile point scatterers resolved as separate peaks in the Fourier map calculated with a given set of reflections. This measure is applicable to any data set, whether complete or incomplete. It also allows characterizion of the anisotropy of diffraction data sets in which deff strongly depends on the direction. Describing mathematical objects, the effective resolution deff characterizes the `geometry' of the set of measured reflections and is irrelevant to the diffraction intensities. At the same time, the diffraction intensities reflect the composition of the structure from physical entities: the atoms. The minimum distance for the atoms typical of a given structure is a measure that is different from and complementary to deff; it is also a characteristic that is complementary to conventional measures of the data-set quality. Following the previously introduced terms, this value is called the optical resolution, dopt. The optical resolution as defined here describes the separation of the atomic images in the `ideal' crystallographic Fourier map that would be calculated if the exact phases were known. The effective and optical resolution, as formally introduced in this work, are of general interest, giving a common `ruler' for all kinds of crystallographic diffraction data sets.",0,1100
1101,"Vadlja, D., et al. (2016"," ""Footprint area analysis of binary imaged Cupriavidus necator cells to study PHB production at balanced, transient, and limited growth conditions in a cascade process."" Applied microbiology and biotechnology 100(23","Statistical distribution of cell and poly[3-(R)-hydroxybutyrate] (PHB) granule size and number of granules per cell are investigated for PHB production in a five-stage cascade (5CSTR). Electron microscopic pictures of cells from individual cascade stages (R1-R5) were converted to binary pictures to visualize footprint areas for polyhydroxyalkanoate (PHA) and non-PHA biomass. Results for each stage were correlated to the corresponding experimentally determined kinetics (specific growth rate μ and specific productivity π). Log-normal distribution describes PHA granule size dissimilarity, whereas for R1 and R4, gamma distribution best reflects the situation. R1, devoted to balanced biomass synthesis, predominately contains cells with rather small granules, whereas with increasing residence time τ, maximum and average granule sizes by trend increase, approaching an upper limit determined by the cell's geometry. Generally, an increase of intracellular PHA content and ratio of granule to cell area slow down along the cascade. Further, the number of granules per cell decreases with increasing τ. Data for μ and π obtained by binary picture analysis correlate well with the experimental results. The work describes long-term continuous PHA production under balanced, transient, and nutrient-deficient conditions, as well as their reflection on the granules size, granule number, and cell structure on the microscopic level.",0,1101
1102,"Vakoch, D. A. and H. H. Strupp (2000"," ""The evolution of psychotheroapy training: reflections on manual-based learning and future alternatives."" Journal of Clinical Psychology 56(3","Although psychotherapists-in-training may rely significantly on their clinical intuitions when first beginning to practice therapy, they quickly discover that much more is required to conduct effective treatment. Increasingly over the past two decades, training manuals have been used to impart explicit guidelines to beginning psychotherapists. In addition, manuals offer a means for helping more experienced therapists to learn new approaches, while also allowing careful research on the relative efficacy of different psychotherapies. In some instances, manuals have been designed specifically to address troublesome transference and countertransference issues (e.g., Time-Limited Dynamic Psychotherapy; Strupp & Binder, 1984). But even manualized treatments that target hostile interactions between therapist and patient are sometimes of limited use in teaching therapists to work with difficult patients, as illustrated by the Vanderbilt II Psychotherapy Research Project. Experimental research on the distinctions between implicit learning and explicit learning (e.g., Lee & Vakoch, 1996) helps explain the constraints of manualized treatments. By relying on explicit, clearly articulated guidelines, treatments conducted in accordance with manuals may interfere with tacit reasoning processes. As a consequence of the strong emphasis that manuals place on explicit rules for treatment, this type of training can hinder the development of complex clinical judgments. Future generations of novice psychotherapists may benefit from training experiences that are designed to promote an integration of implicit and explicit learning.",0,1102
1103,"Valdespino-Saenz, J. and A. Martínez (2008"," ""Theoretical study of neutral, anionic, and cationic uracil-Ag and uracil-Au systems: nonconventional hydrogen bonds."" The journal of physical chemistry. A 112(11","The interaction of Ag and Au with uracil has been studied using the B3LYP density-functional approach. Neutral, cationic, and anionic systems were analyzed in order to study the influence of the atomic charge on bond formation. This interaction becomes stronger as the charge increases. In the case of neutral systems, a weak association is present. In the case of cations, the interaction is mainly electrostatic. The extra electron of the anions is localized on the metal atom. Consequently, nonconventional hydrogen bonds are formed. The ionization energy of uracil-Ag and uracil-Au is lower than the corresponding values for the metal atoms and uracil molecule, while the electron affinity is higher for uracil-Ag and uracil-Au than the analogous values for the isolated Ag, Au, and uracil. This might have significance for further experiments and possibly for applications, where the movement of the electrons is important. In the case of uracil-Ag and uracil-Au (anions), it may be possible to induce the detachment of one electron from the anion and also to remove a single hydrogen atom. It is possible that tight competition exists between the H dissociation and electron aloofness.",0,1103
1104,"Valincius, G., et al. (2008"," ""Soluble amyloid beta-oligomers affect dielectric membrane properties by bilayer insertion and domain formation: implications for cell toxicity."" Biophysical journal 95(10","It is well established that Alzheimer's amyloid beta-peptides reduce the membrane barrier to ion transport. The prevailing model ascribes the resulting interference with ion homeostasis to the formation of peptide pores across the bilayer. In this work, we examine the interaction of soluble prefibrillar amyloid beta (Abeta(1-42))-oligomers with bilayer models, observing also dramatic increases in ion current at micromolar peptide concentrations. We demonstrate that the Abeta-induced ion conductances across free-standing membranes and across substrate-supported ""tethered"" bilayers are quantitatively similar and depend on membrane composition. However, characteristic signatures of the molecular transport mechanism were distinctly different from ion transfer through water-filled pores, as shown by a quantitative comparison of the membrane response to Abeta-oligomers and to the bacterial toxin alpha-hemolysin. Neutron reflection from tethered membranes showed that Abeta-oligomers insert into the bilayer, affecting both membrane leaflets. By measuring the capacitance of peptide-free membranes, as well as their geometrical thicknesses, the dielectric constants in the aliphatic cores of 1,2-dioleoyl-sn-glycero-3-phosphocholine and 1,2-diphytanoyl-sn-glycero-3-phosphocholine bilayers were determined to be epsilon = 2.8 and 2.2, respectively. The magnitude of the Abeta-induced increase in epsilon indicates that Abeta-oligomers affect membranes by inducing lateral heterogeneity in the bilayers, but an increase in the water content of the bilayers was not observed. The activation energy for Abeta-induced ion transport across the membrane is at least three times higher than that measured for membranes reconstituted with alpha-hemolysin pores, E(a) = 36.8 vs. 9.9 kJ/mol, indicating that the molecular mechanisms underlying both transport processes are fundamentally different. The Abeta-induced membrane conductance shows a nonlinear dependence on the peptide concentration in the membrane. Moreover, E(a) depends on peptide concentration. These observations suggest that cooperativity and/or conformational changes of the Abeta-oligomer particles upon transfer from the aqueous to the hydrocarbon environment play a prominent role in the interaction of the peptide with the membrane. A model in which Abeta-oligomers insert into the hydrophobic core of the membrane-where they lead to a local increase in epsilon and a concomitant reduction of the membrane barrier-describes the experimental data quantitatively.",0,1104
1105,"van Aalderen, J. R., et al. (2015"," ""Long‐term outcome of mindfulness‐based cognitive therapy in recurrently depressed patients with and without a depressive episode at baseline."" Depression and Anxiety 32(8","Background: In a previous randomized controlled trial in patients with three or more previous depressive episodes, mindfulness-based cognitive therapy (MBCT) appeared to be equally effective in those who were depressed and those who were in remission at the start of the trial. Aim: The aim of this study is to compare the 1-year outcome of MBCT in 124 remitted and 58 depressed patients who participated in the original trial and who were all offered MBCT either immediately or after a waiting period of 3 months. Methods: The course of depressive symptoms, rumination, mindfulness skills, and quality of life over the course of treatment and the 1-year follow-up period was analyzed. Linear mixed modeling was used to compare the outcome between remitted and depressed patients at baseline. Results: In the whole sample, levels of depression and rumination decreased and mindfulness and quality of life increased over treatment. Levels of depressive symptoms, mindfulness, and quality of life remained stable over the 1-year follow-up period. Rumination further decreased. Remitted and depressed patients at the start of the trial did not differ in terms of outcome during or after treatment. Conclusions: Long-term outcome after MBCT in depressed patients was comparable to those who were in remission at the start of the trial. These findings lend further support to the notion that recurrent depressed patients meeting the criteria of a depressive episode do not need to be excluded from MBCT. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1105
1106,"van der Meer, L., et al. (2010"," ""Self-reflection and the brain: a theoretical review and meta-analysis of neuroimaging studies with implications for schizophrenia."" Neuroscience and Biobehavioral Reviews 34(6","Several studies have investigated the neural correlates of self-reflection. In the paradigm most commonly used to address this concept, a subject is presented with trait adjectives or sentences and asked whether they describe him or her. Functional neuroimaging research has revealed a set of regions known as Cortical Midline Structures (CMS) appearing to be critically involved in self-reflection processes. Furthermore, it has been shown that patients suffering damage to the CMS, have difficulties in properly evaluating the problems they encounter and often overestimate their capacities and performance. Building on previous work, a meta-analysis of published fMRI and PET studies on self-reflection was conducted. The results showed that two areas within the medial prefrontal cortex (MPFC) are important in reflective processing, namely the ventral (v) and dorsal (d) MPFC. In this paper a model is proposed in which the vMPFC is responsible for tagging information relevant for 'self', whereas the dMPFC is responsible for evaluation and decision-making processes in self- and other-referential processing. Finally, implications of the model for schizophrenia and lack of insight are noted.",0,1106
1107,"van der Sneppen, L., et al. (2008"," ""Evanescent-wave cavity ring-down spectroscopy for enhanced detection of surface binding under flow injection analysis conditions."" Applied spectroscopy 62(6","The feasibility of liquid-phase evanescent-wave cavity ring-down spectroscopy (EW-CRDS) for surface-binding studies under flow-injection analysis (FIA) conditions is demonstrated. The EW-CRDS setup consists of an anti-reflection coated Dove prism inside a linear cavity (with standard or super-polishing of the total internal reflective (TIR) surface). A teflon spacer with an elliptical hole clamped on this surface acts as a 20 muL sized flow cell. The baseline noise of this system is of the order of 10(-4) absorbance units; the baseline remains stable over a prolonged time and the prism surface does not become contaminated during repeated injections of the reversibly adsorbing test dyes Crystal Violet (CV) and Direct Red 10 (DR10). At typical FIA or liquid chromatography (LC) flow rates, the system has sufficient specificity to discriminate between species with different surface affinities. For CV a much stronger decrease in ring-down time is observed than calculated based on its bulk concentration and the effective depth probed by the evanescent wave, indicating binding of this positively charged dye to the negatively charged prism surface. The amount of adsorption can be influenced by adjusting the flow rate or the eluent composition. At a flow rate of 0.5 mL/min, an enrichment factor of 60 was calculated for CV; for the poorly adsorbing dye DR10 it is 5. Super-polishing of the already polished TIR surface works counter-productively. The adsorbing dye Crystal Violet has a detection limit of 3 muM for the standard polished surface; less binding occurs on the super-polished surface and the detection limit is 5 muM. Possible applications of EW-CRDS for studying surface binding or the development of bio-assays are discussed.",0,1107
1108,"Van Laethem, M., et al. (2018"," ""Perseverative Cognition as an Explanatory Mechanism in the Relation Between Job Demands and Sleep Quality."" Int J Behav Med 25(2","PURPOSE: The aim of this longitudinal three-wave study was to examine (i) reciprocal associations among job demands, work-related perseverative cognition (PC), and sleep quality; (ii) PC as a mediator in-between job demands and sleep quality; and (iii) continuous high job demands in relation to sleep quality and work-related PC over time. METHOD: A representative sample of the Swedish working population was approached in 2010, 2012, and 2014, and 2316 respondents were included in this longitudinal full-panel survey study. Structural equation modelling was performed to analyse the temporal relations between job demands, work-related PC, and sleep quality. Additionally, a subsample (N = 1149) consisting of individuals who reported the same level of exposure to job demands during all three waves (i.e. stable high, stable moderate, or stable low job demands) was examined in relation to PC and sleep quality over time. RESULTS: Analyses showed that job demands, PC, and poor sleep quality were positively and reciprocally related. Work-related PC mediated the normal and reversed, direct across-wave relations between job demands and sleep quality. Individuals with continuous high job demands reported significantly lower sleep quality and higher work-related PC, compared to individuals with continuous moderate/low job demands. CONCLUSION: This study substantiated reciprocal relations between job demands, work-related PC, and sleep quality and supported work-related PC as an underlying mechanism of the reciprocal job demands-sleep relationship. Moreover, this study showed that chronically high job demands are a risk factor for low sleep quality.",0,1108
1109,"Van Wassenbergh, S., et al. (2017"," ""Kinematics of chisel-tooth digging by African mole-rats."" The Journal of experimental biology 220: 4479-4485.","Mole-rats are known to use their protruding, chisel-like incisors to dig underground networks of tunnels, but it remains unknown how these incisors are used to break and displace the soil. Theoretically, different excavation strategies can be used. Mole-rats could either use their head depressor muscles to power scooping motions of the upper incisors (by nose-down head rotations) or the lower incisors (by nose-up head rotations), or their jaw adductors to grab and break the soil after penetrating both sets of incisors into the ground, or a combination of these mechanisms. To identify how chisel-tooth digging works, a kinematic analysis of this behaviour was performed based on high-speed videos of 19 individuals from the African mole-rat species Fukomys micklemi placed inside transparent tubes in a laboratory setting. Our analysis showed that the soil is penetrated by both the upper and lower incisors at a relatively high gape angle, generally with the head rotated nose-up. Initially, the upper incisors remain approximately stationary to function as an anchor to allow an upward movement of the lower incisors to grab the soil. Next, a quick, nose-down rotation of the head further detaches the soil and drops the soil below the head. Consequently, both jaw adduction and head depression are jointly used to power tooth-digging in F. micklemi The same mechanism, but with longer digging cycles, and soil being thrown down at smaller gape sizes, was used when digging in harder soil.",0,1109
1110,"VanBavel, E. (2007"," ""Effects of shear stress on endothelial cells: possible relevance for ultrasound applications."" Progress in biophysics and molecular biology 93(1-3","This review forms part of a series of papers resulting from a workshop on safety of ultrasound applications. The physical effects of ultrasound include generation of steady streaming in large fluid volumes, and micro-streaming around contrast bubbles. Such streaming induces shear stress acting on the vascular endothelium. This review provides a discussion on the levels of endothelial shear stress associated with diagnostic ultrasound applications, and on the biological effects of shear stress acting on the endothelial cells. Depending on vessel size and ultrasound characteristics, shear stresses associated with streaming and micro-streaming may exceed the physiological levels associated with the flow of blood by many orders of magnitude. The resulting biological effects could range anywhere from activation of normal shear stress sensors such as ion channels, damage of the endothelial surface layer, reversible perforation of the membrane, to cell detachment and lysis. The possible presence of such biological effects does not necessarily mean that the effects are harmful for the individual. However, considering the ever-increasing use of ultrasound, a further investigation into these shear stress-related effects, using both experiments and modelling, is desired. Apart from safety concerns, such effects may provide a base for strategies aimed at targeted delivery of drugs.",0,1110
1111,"Vandenplas, et al. (2000"," ""A frequency domain inversion method applied to propagation models in unconsolidated granular materials."" Ultrasonics 38(1-8","The measurement setup consists of a water filled tank within which a smaller Plexiglas tank containing a known sediment is placed. This provides a Plexiglas-sediment-Plexiglas configuration, which is then used in conjunction with transducers and a pulser-receiver for a transmission and reflection experiment. The aim of this work is to find some physical parameters of the sediment from these measurements. A general viscoelastic model that considers losses due to absorption and dispersion along the propagation of the wave through the sediments is proposed. A rational transfer function is used to model the viscoelastic modulus of the bulk sediments, and comparisons with constant Q viscoelastic modelling and Biot modelling are performed. The estimation of the model parameters is elaborated using a maximum likelihood estimator in the frequency domain.",0,1111
1112,"Vanderberg, J. P. (2009"," ""Reflections on early malaria vaccine studies, the first successful human malaria vaccination, and beyond."" Vaccine 27(1","Advances towards protective vaccines against malaria were made feasible by the development of a rodent model of mammalian malaria that allowed production of all stages of the malaria parasite for study. Investigations with sporozoites (the stage transmitted by mosquitoes in their saliva) demonstrated that immunization with radiation-attenuated sporozoites could produce a solid, sterile immunity, first shown in studies with mice and later with human volunteers. Protective immune mechanisms involve anti-sporozoite antibodies that immobilize sporozoites injected into the skin by mosquitoes, followed by CD4+ and CD8+ T-cells acting against liver stage parasites produced by sporozoites that have escaped antibody-based immunity and invaded hepatocytes. Two alternative approaches now being used in human trials are immunization with intact, attenuated sporozoites vs. immunization with ""sub-unit"" vaccines based on immunogenic components of sporozoites or liver stage parasites. In addition to immunization against these pre-erythrocytic stages, encouraging progress is being made on immunization against blood stage parasites and on immunization for production of transmission-blocking antibodies. There is reason to be optimistic that one or more of the approaches will work on a large scale, and that a multi-stage vaccine may be able to combine several of these approaches in a sequential immunological assault against the malaria parasite as it progresses through its stages.",0,1112
