X,authors,title,abstract,Included,ID
597,"Erlank, N. (2014",The white wedding: Affect and economy in south Africa in the early twentieth century.,"Discussions of church weddings are not standard in accounts of African marriage in South Africa in the early twentieth century. However, from the 1890s onward, church weddings were becoming more common, and by the 1930s more Africans married in church than elsewhere. Indeed, these wedding ceremonies provide insight into how black families experienced and created their own social status in a context in which white South Africans viewed black weddings as a symbol of racial misappropriation. Via weddings and their associated commodification, families held on to and proclaimed the value of family life, and importantly, broader social networks as well as status-based associational life in an era of familial disintegration. At the same time weddings were often a double-edged indicator of status through their reference to sexual purity by means of white frocks. Copyright Â© 2014 African Studies Association.",0,597
598,"Etchison, M. G. (1991",,"This study investigated the sexual attitudes of college students at a western Kansas university. The independent variables employed were gender, family structure, family sex communication, age, and classification. The dependent variables were the following subscales of sexual attitudes: permissiveness, sex practices, communion, and instrumentality. Five composite null hypotheses were tested using three-way analysis of variance. The five hypotheses generated 70 comparisons and 70 recurring comparisons. Of the 70 comparisons tested, 10 were statistically significant. Of these, 5 were for main effects, and 5 were for interactions. The results of the study support the following generalizations: (1) males have a more permissive attitude toward sex than females; (2) females have a more accepting attitude toward sex practices than males; (3) older students are more accepting of sex practices than young students; (4) students with a high level of family sex communication are more instrumental than students with low or medium levels of family sex communication; and (5) students from two-parent and one-parent homes are more permissive than students from blended families. The following interactions were also significant: age and family sex communication for instrumentality; age and family structure for instrumentality; family structure and classification for communion; gender and classification for instrumentality; and gender and family structure for instrumentality. It was recommended that the study be replicated, with: a larger random sample of college students in various geographical areas; adults not in college; students still living at home; longitudinal data; and the use of the BEM Sex Role Inventory. (Author/LLL)",0,598
599,"Evans, J. (2010",Investigating sexual prejudice: The relationship between heterosexuals' sexual attitudes and their attitudes towards sexual minorities.,"Recent trends in psychotherapy practice have included an increased emphasis on short-term therapy and greater reliance on treatment manuals. Heterosexuals' attitudes about appropriate male-female sexual activity as well as the sexual activities of same-sex minorities, can lead to discriminatory behavior against those who do not fit prevailing norms. Attitudes about others influence behavior, and negative attitudes can lead to the outright victimization of others. Past research concerning heterosexual attitudes has also shown that beliefs about male-female sexual activity, as well as attitudes about sexual minorities, are heavily influenced by gender. The present study investigates the relationship between 255 heterosexual male and female college students' attitudes toward heterosexual sexuality and their attitudes towards sexual minorities. Heterosexual attitudes were measured utilizing the Brief Sexual Attitudes Scale (BSAS) and attitudes towards sexual minorities were measured using the Attitudes Toward Lesbians and Gay Men Scale (ATLG). Women's level of permissiveness toward heterosexual behavior correlated positively with their attitude toward lesbians and gay men. Men did not demonstrate such a relationship, but exhibited significantly more negative attitudes toward both male and female homosexuality. Attitudes toward gay men were more negative than attitudes towards lesbians. Men were shown to endorse more permissive attitudes toward heterosexual sexuality, while there was no significant gender difference in the instrumentality and communion aspects of heterosexual attitudes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,599
600,"Evans, L. and M. C. Frick (1988",Helmet effectiveness in preventing motorcycle driver and passenger fatalities.,"Helmet effectiveness in preventing fatalities to motorcycle drivers and passengers was determined by applying the double pair comparison method to the Fatal Accident Reporting System (PARS) data for 1975 through 1986. Motorcycles with a driver and a passenger, at least one of whom was killed, were used. In order to reduce as much as possible potentially confounding effects due to the dependence of survivability on sex and age, the analysis is confined to male drivers (there were insufficient female driver data), and to cases in which the driver and passenger age do not differ by more than three years. Motorcycle helmet effectiveness estimates are found to be relatively unaffected by performing the analyses in a number of ways different from that indicated above. It was found that helmets are (28 Â± 8)% effective in preventing fatalities to motorcycle riders (the error is one standard error), the effectiveness being similar for male and female passengers, and similar for drivers and passengers. An additional result found was that the fatality risk in the driver seat exceeds that in the passenger seat by (26 Â± 2)%. The 28% effectiveness found generates calculated fatality increases from repeal of mandatory helmetwearing laws that are compatible with observed increases. Â© 1988.",0,600
601,"Eze, I. R. (2014",Adolescents' attitude towards premarital sex.,"The study was on the adolescents' attitude towards premarital sex in Awka North and South Local Government Areas of Anambra State. The general purpose of study was identifying some of the attitudes of adolescents towards premarital sex, the major factors responsible for the attitudes of those adolescents towards premarital sex. And then suggest counseling techniques that will help in controlling the adolescent premarital sex. Two research questions and two hypotheses were formulated the instrument used for data collection was questionnaire for the adolescents attitude towards premarital sex (AATPSQ). The statistical analyses used were mean and standard deviation for the research questions and t-test for the hypotheses. The findings of the study reveal that: Adolescents have not less than 20 permissive attitudes towards premarital sex and the views of the adolescents and adults parents on the adolescents' attitude towards premarital sex do not differ significantly. It was recommended among others that the Guidance Counsellors in Counselling Association of Nigeria should work hard to create awareness through pastoral and group counselling to re-orientate the members of the society on the issues and problems of sex.",0,601
602,"Farber, N. (1992",Sexual standards and activity: Adolescents' perceptions.,"Described the sexual standards and subjective evaluation of the sexual experience of 16 Black and 12 White adolescent mothers from different socioeconomic backgrounds. Differences existed among Ss in the degree to which they perceived premarital sex (PMTS) was both normal and expected of them and among Black lower class, Black middle- and working-class, and White Ss in how permissive their standards were for PMTS among adolescents. Ss indicated they reached adolescence believing that PMTS was appropriate. With some exceptions, the degree of permissiveness Ss expressed was greater than that communicated by their parents. Findings suggest that although most of the Ss adopted liberal attitudes, the application of those attitudes to personal action could be a personally confusing, conflicting, and challenging process with significant and negative consequences. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,602
603,"Farro, S. A. (2009","Achievements and challenges of undergraduates in science, technology, engineering, and mathematics fields in the Ronald E. McNair Program.","This dissertation is comprised of two studies and is about understanding the challenges, choices, aspirations, and perceptions of successful, underrepresented undergraduates in STEM fields. Study 1 compared self-perceptions of academic ability and academic performance of female and male undergraduate science and engineering students from underrepresented ethnic and socioeconomic groups, upon admission in (Time 1) and graduation from (Time 2) the McNair Mentorship Program. Female and male students were similar in regard to academic performance. However, at Time 1, women were significantly more likely than their male peers to describe themselves as academically weaker. Upon graduation from the McNair Program, women's perceptions of their academic skills were on par with those of men. Students with double minority status (i.e. by sex, ethnicity, generation in college, or income) had more negative self perceptions of academic skills, as well as lower performance on standardized tests. Overall, these findings suggest that one barrier for women in STEM education is lower confidence. However, over time female McNair students in STEM increased their self-perception of academic competence. This study's findings also indicate that multiple minority status may have a cumulative negative impact on academic self-perceptions and academic performance. Study 2 focused on the experiences of high-achieving, female undergraduates from disadvantaged backgrounds who are majoring in engineering, physical, or life science. Interviews about educational choices and career aspirations were collected in written form upon admission to (Time 1) and graduation from (Time 2) the McNair Mentorship Program. Students' timing of educational and career decisions, motivations, parental expectations and involvement in educational and career planning, career exploration, and career aspirations were qualitatively analyzed longitudinally and across disciplines. Insights about educational choices and career aspirations are shared and recommendations are given for future research to improve career counseling to support disadvantaged women in STEM fields. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,603
604,"Faulkner-Simmons, D. (2012",The Effects of Single-Sex Mathematics Classrooms on African American Males in the Ninth Grade.,"Research indicated that educators must consider socio-ecological accommodations because not all students learn in cooperative groups. Students must be taught how to discover the process of learning and to apply knowledge to real life situations. Gurian and Ballew (2003) identified differences in the male and female brain and the differences in how they learn. The single-sex grouping practice employed in this study allowed teachers an opportunity to teach students of the same sex. This study was designed to determine the effect single-sex classroom instruction has on African American males' achievement in ninth-grade mathematics compared to that of the other student groups. The researcher investigated a public school in a North Texas school district. The school's administration chose to offer alternative educational options for the students. Single-sex classrooms were created in the areas of mathematics and English Language Arts. Teachers taught single-sex classes of students from varied ethnic backgrounds during at least one double-blocked period each day. ""Ex post facto"" data were analyzed. An independent samples t-test and a two-way factorial Analysis of Variance (ANOVA) were utilized to test each hypothesis to determine whether significant differences existed in the scale scores of comparison groups on state-mandated assessments over a period of 3 years. The instrument used to measure academic achievement is the Texas Assessment of Knowledge and Skills. This study found that the mathematics scores of African American males in single-sex classes did not significantly differ from the scores of African American males in coeducational classes. The scores for the males in single-sex classes were slightly higher than that of males in coeducational classes at each grade level throughout the 3-year period. The mathematics scores of African American females in single-sex learning environments were not significantly different than those of African American males in single-sex classes. The scores for the female students were consistently higher throughout the 3-year period. This study identified the need for additional school choice options for students as a means of eliminating the achievement gap. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.] (As Provided)",0,604
605,"Fava, M., et al. (2009",Metabolic assessment of aripiprazole as adjunctive therapy in major depressive disorder: A pooled analysis of 2 studies.,"In 2 identical multicenter, double-blind, placebo-controlled trials, an 8-week prospective treatment phase to ensure inadequate response to standard antidepressants was followed with 6 weeks of aripiprazole (2-20 mg/d) or placebo, plus a standard antidepressant. This pooled analysis involving 737 patients across the 2 studies evaluated the metabolic effects of adjunctive aripiprazole in patients with major depressive disorder. Outcomes included mean change from end of prospective treatment phase to endpoint in body weight, waist circumference, fasting levels of total cholesterol, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, triglycerides (TG), fasting plasma glucose, and glycosylated hemoglobin (hemoglobin A1C). Logistic regression determined whether baseline variables were associated with weight gain or whether weight change was associated with clinical outcome. Statistically significant increases occurred in mean body weight (adjunctive aripiprazole, +1.73 kg, vs adjunctive placebo, +0.38 kg; P < 0.001). Significantly more subjects receiving adjunctive aripiprazole had clinically relevant (>=7%) weight gain versus placebo (5.2% vs 0.6%; P < 0.001). More patients treated with adjunctive aripiprazole shifted body mass index category group from normal to overweight and from overweight to obese than those treated with adjunctive placebo. Body mass index, sex, age, Montgomery-Asberg Depression Rating Scale score, fasting TG, fasting glucose, and standard antidepressants were not clinically meaningful predictors of weight gain with adjunctive aripiprazole, and change in weight had no correlation with clinical outcome. Adjunctive aripiprazole produced no significant changes versus placebo in mean waist circumference, total cholesterol, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, TG, fasting plasma glucose, or hemoglobin A1C. Also, there was no apparent change in the incidence of National Cholesterol Education Program-defined abnormal metabolic measures after treatment with aripiprazole. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,605
606,"Feagin, L. C. (1976",,"In a sociolinguistic study of the verb phrase in Southern White English, a pattern of change in progress was observed. The 14 variables studied showed that certain variants were increasing, others decreasing, and yet others stable across time within the community, and that each variable's change was progressing in a wave sensitive to age, social class, sex, and rural/urban origins. It is possible that these apparent changes were a reflection of age grading, since there are no earlier records of speech in that community. However, the variants that are decreasing are all older forms of English than those which are increasing and are dying or nonexistent outside Southern White and Black English. This suggests that age grading is not the primary factor here, but rather language change moving through the community. The variables examined were the standard and nonstandard variants of NP plural agreement; plural ""was,""""is""; singular ""don't""; irregular preterits and past participles; ""ain't""; negative concord; passive ""be"" and ""got""; perfective ""done""; ""a+verb+ing""; double modals; ""liketa""; and negative inversion. The data base consisted of tape-recorded interviews with 65 natives of Anniston, Alabama, and nearby rural areas. The informants were teenagers and adults over 65 of the working and upper classes. (Author/AM)",0,606
607,"Fedorenko, O. (2015",Politics of sex appeal in advertising: Female creatives and post-feminist sensibility in South Korea.,"This article is an ethnographic exploration of how gender ideologies were negotiated in the South Korea of the 2000s, in advertising texts and in advertising workplaces. Advertising has been criticized for reproducing gender stereotypes, and it is easy to assume that it is men within advertising agencies who are responsible for the objectifying and sexualizing portrayals of women. Yet behind some of the raciest South Korean advertising campaigns were ambitious women, who not only eagerly repeated the marketing adage that ""sex sells"" but also, provocatively, attempted to obliterate the lingering patriarchal norms and double sexual standards - with sexualized advertising. This article examines the politics of sex appeal in contemporary South Korean advertising by drawing on participant observation at an advertising agency, interviews, and public discourse analysis. Having situated the women's interventions within the cultural-historical context of South Korea, I, first, show how women's embrace of the sex-appeal aesthetic was a strategy to succeed in a male-dominated work environment and, second, detail how fighting gender discrimination with sex-appeal advertising was a profoundly contradictory project. I suggest that the politics of sex appeal in advertising was symptomatic of how women's struggles for equality were collapsing into neoliberal post-feminist sensibility. Â© 2014 Â© 2014 Taylor & Francis.",0,607
608,"Feinberg, M. (2002","Democracy and its limits: Gender and rights in the Czech lands, 1918-1938.","In 1918, Czech feminists, buoyed by their intense faith in the democratic nature of the Czech nation, had assumed that creating a democracy in the Czech lands would be enough to bring women the rights they felt all individuals deserved. However, as their failed attempt to legalize women's civil equality made clear, few Czechs shared their egalitarian definition of democracy or their conception of citizenship. As they struggled to align their beliefs about democracy and gender difference, most Czechs eventually came to the conclusion that even a democratic nation could not afford to get rid of such differences; in fact, the good of the nation depended on maintaining the social distinctions between the sexes. The words of the Constitution notwithstanding, citizenship would not become a genderless category, and the legal rights granted to women and men would continue to be different, based on their different social roles. Although each sex had a right to freedom, that too was a gendered right rather than a universal one: it could never be allowed to contradict the dictates of the ""natural"" gender system. Women's rights would be based on the idea of womanhood rather than personhood, on what was best for their place as wife and mother. For many Czech women, a version of citizenship that allowed them to be politically active while protecting their roles as wives and mothers seemed like the best of all worlds. However, as the double earners discovered after being summarily fired in 1938, gender difference was a shaky ground on which to build a case for citizenship rights. As the definition of what was socially appropriate for women changed, so did their rights. Without recourse to a universal standard of citizenship, Czech women would find that they had no rights that could not be successfully challenged under the guise of protecting either family or femininity.",0,608
609,"Fejer, R., et al. (2005",Categorising the severity of neck pain: Establishment of cut-points for use in clinical and epidemiological research.,"Grading pain intensity scales into simple categories provides useful information for both clinicians and epidemiologists and methods to classify pain severity for numerical rating scales have been recommended. However, the establishment of cut-points is still in its infancy and little is known as to whether cut-points are affected by age or gender. The objectives of this paper were to establish optimal cut-points in pain severity in individuals with neck pain (NP) and to investigate if the cut-points were influenced by gender, age, and NP duration. Data from the population-based 'Funen Neck and Chest Pain Study' was used. Univariate and multivariate analyses of variance were performed to calculate optimal single and double cut-points for three different pain intensity scores within the past 2 weeks relative to two neck disability scales ('global assessment of NP' and the 'Copenhagen Neck Functional Disability Scale'). The two disability scales showed small differences in optimal cut-points. Furthermore, cut-points changed for each of the three pain intensity scales. Only small gender differences in cut-points were seen and no specific trend was noted in either single or double cut-points in different age groups. The cut-points were almost identical for acute, subacute, and chronic NP. This paper has implications for understanding the impact of using different pain intensity scales and provides reference cut-points in NP for use in future clinical and epidemiological research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,609
610,"Feldman, S. S. and E. Cauffman (1999","Your cheatin' heart: Attitudes, behaviors, and correlates of sexual betrayal in late adolescents.","This study examines relations between self-reported acts of sexual betrayal against a romantic partner and three groups of correlates: acceptance of betrayal under a variety of different circumstances, sexual and intimacy variables, and demographic variables. Participants included 417 students at community, public, and private colleges in Northern California who had been in a romantic relationship. Results indicate that although acceptance of betrayal is extremely low, the incidence of betrayal is nevertheless quite high, occurring in more than one third of the sample. The acceptance of betrayal varied with the circumstances under which betrayal occurred. Betrayal was more acceptable in a bad relationship or when there was a magnetic attraction to a new partner than when the perpetrators were being vindictive or were certain they would not get caught. Betrayal behavior was significantly correlated with sexual and intimacy variables including attitudes to betrayal, sexual permissiveness, early onset of sexual activity, and an avoidant relationship style. Male participants were more likely than female participants to be accepting of betrayal, but gender differences in the actual incidence of betrayal were not observed. This study illustrates that acts of betrayal are not as haphazard as they appear, because attitudes and personality characteristics are significant correlates of betrayal behavior. Copyright Â© 1999, Lawrence Erlbaum Associates, Inc.",0,610
611,"Feldman-Rotman, S. and et al. (1981",,"Two contrasting predictions regarding the effects of dual- versus single-career marriage on children's sex-role identification were tested: (1) the relative lack of sex-role differentiation in dual-career marriages should promote relatively androgynous sex-role identification in children from such families; and (2) the presence of two ""masculine"" models in dual-career families should promote relatively masculine identification. Results indicated that both boys and girls in dual-career families were more masculine in their identification than were their counterparts in single-career families. Additional results demonstrated that mothers in the dual-career family tended to be less feminine in their sex-role orientation than in the single-career family; husbands from the two family types did not differ in their orientation. A double standard appeared in the socialization of children from dual-career families. Mothers particularly seemed tolerant of masculine preferences in daughters but intolerant of feminine preferences in sons. Because the findings in this study pertain only to the professional class it is noted that further research is needed to extend the generality of the phenomenon uncovered in this study to other occupational backgrounds and classes. The findings may presage a profound shift in societal values which will become increasingly apparent in the next generation of parents. (Author/DB)",0,611
612,"Fichtelman, E. B. (2016",The double entendre of juvenile prostitution: Victim versus delinquent and the necessity of State uniformity.,"Under the federal Trafficking Victims Protection Act (TVPA), minors performing commercial sex acts are deemed victims of human trafficking; however, prosecutors and judges continue to charge and adjudicate minors as prostitution offenders rather than as sexually exploited youth. To stop the perpetuation and victimization of sexually exploited children, states must join the movement in reform to match the standards of the TVPA. The federal law presumes that minors charged with prostitution are victims rather than criminals and are in need of specialized social services. To protect victims of sex trafficking, states should pass legislation in line with the TVPA, creating a presumption of immunity for all prostituted minors. Â© 2014 National Council of Juvenile and Family Court Judges.",0,612
613,"Finch, E. and V. E. Munro (2007",The demon drink and the demonized woman: Socio-sexual stereotypes and responsibility attribution in rape trials involving intoxicants.,"Previous studies have illustrated the existence of a double standard in the attribution of responsibility in contested sexual consent scenarios whereby intoxicated defendants tend to be held less responsible for subsequent sexual events than their sober counterparts while intoxicated complainants tend to be held more responsible. This study examined the extent to which the means by which the complainants' intoxication was secured would influence this process.1 Mock jurors, having been exposed to a trial reconstruction in which intoxicated sexual consent was at issue, deliberated towards a unanimous, or failing that, majority verdict on whether rape had occurred. Across the trial scenarios, the only variables related to the type of intoxicant ingested and the means of its administration. In a context in which the Sexual Offences Act 2003 purports to restrict reliance in the jury room on questionable stereotypes about socio-sexual behaviour, this article considers the extent to which participants' views about responsibility for intoxication shaped their conclusions on the occurrence of, and liability for, rape. It also examines the ways in which the social acceptability of some intoxicants (alcohol) and the social unacceptability of others (Rohypnol) supported the construction of 'drug-assisted rape' as distinguishable from more mundane instances of intoxicated sex. Copyright Â© 2007 SAGE Publications.",0,613
614,"Fiora-Gormally, N. (1978","Battered wives who kill. Double standard out of court, single standard in?","Until there is a set of social and behavioral norms which are fairly similar for men and women, it is unjust to apply standards to defendants of different sexes at trial for homicide.",0,614
615,"Fischer, G. J. (1991",Cognitive predictors of not-guilty verdicts in a simulated acquaintance rape trial.,"Examined the relationship between verdicts in a simulated acquaintance-rape trial (SART) and 5 cognitive variables: certainty that rape had occurred, attitudes toward women, self-sexual permissiveness, fault for the rape, and likelihood of committing rape if certain of nondetection. 289 female and 209 male college students completed a survey assessing sexual attitudes and a trial survey based on an SART. Only gender and cognitive variables from the trial (e.g., being male, tending to blame the victim, and uncertainty about one's verdict) identified not-guilty verdicts above chance expectancy, suggesting that the cognitive predictors measured in the 1st survey do not help identify students voting not-guilty in an SART. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,615
616,"Fischtein, D. S., et al. (2007",How much does gender explain in sexual attitudes and behaviors? A survey of Canadian adults.,"While it is common for gender to be included as a predictor variable in studies of sexuality, this is not the case for other demographic variables. This study examined the predictive value of gender, along with other demographic variables, including age, marital status, education, religiosity, and geographic region using data from a national survey of Canadian adults over the age of 18 (N = 1479). The survey was conducted by the COMPAS survey organization using computer assisted telephone technology. The outcome variables examined included frequency of sexual thoughts, oral sex, age at first intercourse, number of sexual partners, and casual sex intentions. For each of the variables, men were more sexually permissive and more sexually active than were women. Other demographic variables increased the explanatory power of the models but gender still remained a significant predictor of sexual attitudes and behaviors despite statistical control for other demographic variables. The findings demonstrate the influence of gender on sexuality but also illustrate the value of taking into account other demographic variables when analyzing gender differences in sexuality. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,616
617,"Fisher, T. D. (2007",Sex of experimenter and social norm effects on reports of sexual behavior in young men and women.,"Past studies indicate that men generally report having had more sexual experience and sexual partners than women, as well as an earlier age at first intercourse. At least some of these findings may partially reflect different responses to certain contextual variables in research. College students (266 men and 463 women) were asked to anonymously report their sexual attitudes and behavior after reading one of three fictitious statements about research findings regarding gender differences in sexuality. Some past findings were replicated, with men reporting somewhat more sexual experience and more permissive sexual attitudes than women. However, women reported a significantly younger age at first intercourse than did men. While there was no significant sex difference for total number of sexual partners, there was a significant interaction. With female research assistants (but not with male assistants), men reported more sexual partners when they were told that women are now more sexually permissive than men. This finding appeared to be largely a function of the men who scored higher on measures of hypermasculinity and ambivalent sexism. Women's reports were not significantly affected by the wording of the cover sheet, regardless of the sex of the research assistant. Even in this anonymous survey, the sex of the experimenter and the nature of the statement about research findings had an impact on the sex differences that were found. In light of these results, some previous conclusions about male-female differences in sexual behavior may need to be examined more closely. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,617
618,"Fisher, W. A., et al. (2005","Improving the Sexual Quality of Life of Couples Affected by Erectile Dysfunction: A Double-Blind, Randomized, Placebo-Controlled Trial of Vardenafil.","Introduction: Erectile dysfunction (ED) has a dual negative impact on men and their female partners; both are likely to face a drop in sexual quality of life and challenges to their intimate relationship as couples' sexual activities are curtailed by the loss of erectile function. Aim: The primary objective of this study was to compare the efficacy of vardenafil vs. placebo in terms of success of maintenance of erection in men with ED and improvement of their female partner's sexual quality of life. Methods: This was a randomized, double-blind, multicenter, flexible-dose, parallel-group comparison of vardenafil vs. placebo for 12 weeks in men (>=18 years) with ED of >= 6 months duration, and their female partners. Main Outcome Measures: Changes in patient's overall response rate to Sexual Encounter Profile question 3 (SEP3) ""Did your erection last long enough for you to have sexual intercourse?"" and female partner's response to the quality of life domain of the modified Sexual Life Quality Questionnaire (mSLQQ-QOL) at last observation carried forward (LOCF) were considered the primary efficacy measures. In addition, patient's response to SEP2 ""Were you able to insert your penis into your partner's vagina?,"" the erectile function domain of the International Index of Erectile Function (IIEF-EF) and patient's mSLQQ-QOL score were also assessed. Results: Compared with placebo, vardenafil significantly improved overall least square (LS) mean per-patient SEP3 success rate (28% vs. 68%; P < 0.0001) and partner's LS mean (standard error [SE]) mSLQQ-QOL score at LOCF (32.14 [3.24] vs. 65.80 [3.10]; P < 0.0001). In addition, compared with placebo, vardenafil also improved overall LS mean per-patient SEP2 success rate (47% vs. 80%; P < 0.0001), LS mean (SE) IIEF-EF scores at LOCF (12.7 [0.8] vs. 22.8 [0.8]; P < 0.0001) and patient's LS mean (SE) mSLQQ-QOL (28.37 [3.46] vs. 63.85 [3.28]; P < 0.0001) at LOCF. Conclusions: Vardenafil improved erectile function in men with ED and improved the sexual quality of life of the couple. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,618
619,"Fitzapatrick, J., et al. (2009",Midlife singles' willingness to date partners with heterogeneous characteristics.,"This study was a secondary data analysis of a midlife adults' (40-69 years) survey. The sample (N = 3,501) was recruited via telephone and completed an American Association for Retired Persons survey via the Internet. This study explored how sexual attitudes and demographic characteristics (e.g., age, gender, prior marital status) were associated with willingness to date heterogeneous partners (e.g., date partners of a different race, religion, with much less money). Results showed that never-married singles, men, and sexually permissive individuals were more willing to date such partners. Implications for research and practice are noted. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,619
620,"Fjær, E. G., et al. (2015",“I’m Not One of Those Girls”: Boundary-Work and the Sexual Double Standard in a Liberal Hookup Context.,"Sexual morality is not keeping up with the new sexual practices of young people, even in cultures oriented toward gender equality. The Norwegian high school graduation celebration constitutes an exceptionally liberal context for sexual practices. Many of the 18-year-old participants in this three-week-long celebration engage in âhookupâ activities, involving kissing, fondling, and sexual intercourse. Through an analysis of qualitative interviews with 25 women and 16 men, we argue that while they avoided overt slut-shaming, the morally abject position of the âslutâ was still sustained by implication. The young women drew symbolic boundaries against anonymous other women who failed to value safety, hygiene, and self-control. This boundary-work was combined with declarations of tolerance of hookup practices, reflecting a sexually liberal culture geared toward gender equality. That young women who hooked up also drew boundaries against âotherâ women indicates a lack of alternative gender beliefs that allow young women to positively associate with hooking up. The young men also drew symbolic boundaries in their talk about sex, but enjoyed more freedom in their moral positioning. Although the liberal context was evident, the gendered difference in sexual boundary-work may contribute to the persistence of a sexual double standard among young people. Â© 2015, 2015 by The Author(s).",0,620
621,"Flament, M. F., et al. (1987",Biochemical Changes During Clomipramine Treatment of Childhood Obsessive-Compulsive Disorder.,"Peripheral measures of serotonergic and noradrenergic function were obtained in 29 obsessive-compulsive adolescents and 31 age- and sex-matched controls, as well as in a subsample of 22 patients after five weeks of treatment with clomipramine hydrochloride (134 Â± 33 mg/d) (mean Â± SD) given in a double-blind placebo-controlled trial. Drug-free obsessive-compulsive subjects did not differ from controls on measures of platelet serotonin and monoamine oxidase (MAO) activity, nor on plasma epinephrine or norepinephrine concentrations at rest and after a standard orthostatic challenge procedure. Compared with placebo, treatment with clomipramine was clinically effective and produced a marked decrease in platelet serotonin concentration, a trend toward a reduction in platelet MAO activity, and a rise in standing plasma norepinephrine. Clinical improvement during drug therapy was closely correlated with pretreatment platelet serotonin concentration and MAO activity, as well as with the decrease in both measures during clomipramine administration. This suggests that the effects of clomipramine on serotonin uptake may be essential to the antiobsessional action observed. Â© 1987, American Medical Association. All rights reserved.",0,621
622,"Flemming, R. (2012",,"Roman sexuality is only just emerging from the scholarly shadows. As the sexual domain became a valid, and increasingly vital, subject of historical enquiry, it was classical Greece that was selected to speak for the ancient world, and to challenge modern assumptions about the constitution, organisation, and valorisation of sexual desire, activity, and identity; with considerable, though certainly not uncontested, success. In the pursuit of radical difference from the present, past divisions were elided, and Rome's sexual patterns were subsumed within a classical paradigm of distinctly Greek construction. They are now breaking free, however, and more recent scholarship has been concerned, quite precisely, with demarcating and exploring definitively Roman sexual territories. This article explores the most recurrent themes to emerge from the recent scholarship on Roman sexuality. It discusses the sharp division, and clear double standard, between men and women as sexual subjects; the Roman sexual order; and Musonius's views about the ongoing conundrum concerning women, sexuality, and subjectivity. Â© Oxford University Press 2010. All rights reserved.",0,622
623,"Ford, J. V. (2017",Sexual Assault on College Hookups: The Role of Alcohol and Acquaintances.,"This article takes a new approach to the study of college sexual assault by conducting an analysis of female studentsâ most recent âhookup.âÂ By isolating a particular hookup event and examining the features of that event, I am able to examine predictors of sexual assault during hookups.Â My analysis focuses on the implications of alcohol consumption and knowing a male partner before a hookup, while controlling for multiple individual, school, and situational characteristics, using data from the Online College Social Life Survey collected 2005â2011. In my sample, 2.4% of women experienced sexual assault during their most recent hookup. Results show women do not experience an increased risk of physically forced intercourse until they have consumed nine or more drinks. In addition, women were more likely to report sexual assault during a hookup with a man they did not know well. Together, these findings suggest that men are more likely to assault women who are drunk, possibly because the double standard has made them respect such women less, or because they target women who are likely unable to resist or recall what happened. It also appears that the âin-network strangerâ may be the individual most dangerous to women in college hookups. Â© 2017 Eastern Sociological Society",0,623
624,"Foschi, M. (1996",Double standards in the evaluation of men and women.,"Investigated gender and double standards for task competence in 2 expectation-states studies. In both studies, men and women, participating in opposite-sex dyads, worked first individually and then as a team in solving a perceptual task. As predicted, results from Exp 1 showed that although Ss of both sexes achieved equal levels of performance, women were held to a stricter standard of competence than men. This difference was more pronounced when the referent of the standard was the partner rather than self. Exp 2 investigated the extent to which the double standard was affected by level of accountability for one's assessments. Results show a significant difference by sex of referent of standard when accountability was low, but not when it was increased. In both studies, measures of perceived competence in self and in partner reflected reported standards, as predicted. Theoretical and practical implications of these findings are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,624
625,"Foschi, M., et al. (1994",Gender and double standards in the assessment of job applicants.,"Tested hypotheses on the use of gender-based double standards in the assessment of task competence. 85 undergraduates (43 male and 42 female) examined files of applicants for engineering jobs in scenarios that recreated several features of a hiring decision. The critical choice to be made by Ss was between a male and a female applicant with average but slightly different academic records. In one experimental condition the man held the better record; in the other, the situation was reversed. Results for male Ss show that when the male candidate was the better performer, he was chosen more often, and was considered more competent and more suitable, than when the female candidate was in that position. Female Ss, on the other hand, did not show any differences regarding sex of applicant. This sex-of-S effect is examined in detail. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,625
