key,title,abstract,keywords,authors,year,url,Included,ID
520,The role of pre-training interventions in learning: A meta-analysis and integrative review,"Learning is one of the main goals of any training program. Much research has focused on how learning may be enhanced through effective training design. We compiled the extant literature exploring the efficacy of five common pre-training interventions in promoting learning. Meta-analytic results (k =159; total N =13,684) reveal consistent positive effects for the role of such interventions in learning. Attentional advice and goal orientation (as compared with meta-cognitive strategies, advance organizers and preparatory information) yielded the most consistent learning gains. Results suggest intervention format, implementation, and match to learning outcome are important considerations. Recommendations are provided for interventions which are useful in promoting cognitive, skill-based, and affective learning gains. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",pre-training interventions; learning; Learning; Personnel Training; Video Meta Results Raw,Mesmer-Magnus J and Viswesvaran C,,,0,465
522,Usability Evaluation Methods for Gesture-Based Games: A Systematic Review,"Background: Gestural interaction systems are increasingly being used, mainly in games, expanding the idea of entertainment and providing experiences with the purpose of promoting better physical and/or mental health. Therefore, it is necessary to establish mechanisms for evaluating the usability of these interfaces, which make gestures the basis of interaction, to achieve a balance between functionality and ease of use. Objective: This study aims to present the results of a systematic review focused on usability evaluation methods for gesture-based games, considering devices with motion-sensing capability. We considered the usability methods used, the common interface issues, and the strategies adopted to build good gesture-based games. Methods: The research was centered on four electronic databases: IEEE, Association for Computing Machinery (ACM), Springer, and Science Direct from September 4 to 21, 2015. Within 1427 studies evaluated, 10 matched the eligibility criteria. As a requirement, we considered studies about gesture-based games, Kinect and/or Wii as devices, and the use of a usability method to evaluate the user interface. Results: In the 10 studies found, there was no standardization in the methods because they considered diverse analysis variables. Heterogeneously, authors used different instruments to evaluate gesture-based interfaces and no default approach was proposed. Questionnaires were the most used instruments (70%, 7/10), followed by interviews (30%, 3/10), and observation and video recording (20%, 2/10). Moreover, 60% (6/10) of the studies used gesture-based serious games to evaluate the performance of elderly participants in rehabilitation tasks. This highlights the need for creating an evaluation protocol for older adults to provide a user-friendly interface according to the user's age and limitations. Conclusions: Through this study, we conclude this field is in need of a usability evaluation method for serious games, especially games for older adults, and that the definition of a methodology and a test protocol may offer the user more comfort, welfare, and confidence.",Video Meta Results Raw,Simor FW and Brum MR and Ebertz Schmidt JD and Rieder R and Bertoletti De Marchi AC,,,0,466
524,Surgical simulation: where have we come from? Where are we now? Where are we going?,"It is now clear to most stakeholders that acquisition of surgical psychomotor skills is best achieved outside of the clinical operating room, in the context of a simulated environment. Endoscopic simulation can be accomplished using simple \box\' simulators or video trainers",and virtual reality simulation is now possible using microprocessor-controlled systems. Structured surgical training performed outside of the operating room environment is relatively new to health care,Munro MG,,,0,467
525,Feasibility of endoscopic mucosa-submucosa clip closure method (with video),"Background and study aims We developed a new endoscopic closure technique using just conventional endoclips. The feasibility of endoscopic mucosa-submucosa clip closure method was evaluated in this clinical pilot study. Patients and methods This study involved consecutive 25 patients who underwent colorectal endoscopic submucosal dissection. Endoclips were placed at the edge of the mucosal defect. Each arm of the endoclip gripped the mucosa and submucosa, respectively. The direction in which the endoclip grips were placed was parallel to the short axis of the defect. Several endoclips were applied in this way. As a result, the mucosal defect was significantly reduced in size. Additional clips were placed to achieve complete closure. Results Mean size of resected specimen was 31.2 +/- 11 mm. The success rate was 96% (24/25). Mean procedure time was 9.6 +/- 4.4 minutes. Mean number of endoclips was 9.3 +/- 3.7. No complications were observed in any of the patients after the procedure. Conclusion Endoscopic mucosa-submucosa clip closure method could close mucosal defect of size around 2-4cm completely using just conventional endoclips, and it seems easy, simple and low cost.",THE-SCOPE CLIP; SUTURING METHOD; DISSECTION; RESECTION; DEFECTS; METAANALYSIS; OUTCOMES; Gastroenterology & Hepatology; Gastroenterology & Hepatology; Video Meta Results Raw,Nishizawa T and Banno S and Kinoshita S and Mori H and Nakazato Y and Hirai Y and Kubosawa Y and Sunata Y and Matsushita M and Uraoka T,,,0,468
526,Development and Validation of Objective and Quantitative Eye Tracking-Based Measures of Autism Risk and Symptom Levels,"Objective: The primary aim of this study was to develop and validate eye tracking based measures for estimating autism spectrum disorder (ASD) risk and quantifying autism symptom levels. Method: Eye tracking data were collected from youth during an initial evaluation visit, with administrators blinded to all clinical information. Consensus diagnoses were given by the multidisciplinary team. Participants viewed a 5-minute video that included 44 dynamic stimuli from 7 distinct paradigms while gaze was recorded. Gaze metrics were computed for temporally defined regions of interest. Autism risk and symptom indices aggregated gaze measures showing significant bivariate relationships with ASD diagnosis and Autism Diagnostic Observation Schedule, Second Edition (ADOS-2) symptom severity levels in a training sample (75%, n = 150). Receiver operating characteristic curve analysis and nonparametric correlations were used to cross-validate findings in a test sample (25%; n = 51). Results: Most children (n = 201, 92%) completed a valid eye tracking assessment (ages 1.6-17.6; 80% male; ASD n = 91, non-ASD n -= 110). In the test subsample, the autism risk index had high accuracy for ASD diagnosis (area under the curve [AUG] = 0.86, 95% CI =0.75-0.95), whereas the autism symptom index was strongly associated with ADOS-2 total severity scores (r = 0.41, p .001). Conclusion: Eye tracking measures appear to be useful quantitative, objective measures of ASD risk and autism symptom levels. If independently replicated and scaled for clinical use, eye tracking based measures could be used to inform clinical judgment regarding ASD identification and to track autism symptom levels.","autism spectrum disorder; eye tracking; gaze; risk assessment; diagnosis; DIAGNOSTIC OBSERVATION SCHEDULE; COMBINING INFORMATION; SOCIAL ATTENTION; MULTIPLE SOURCES; METAANALYSIS; SEVERITY; ACCURACY; SCORES; ASD; Psychology, Developmental; Pediatrics; Psychiatry; Psychology; Pediatrics; Psychiatry; Video Meta Results Raw",Frazier TW and Klingemier EW and Parikh S and Speer L and Strauss MS and Eng C and Hardan AY and Youngstrom EA,,,0,469
527,The effectiveness of screencasts and cognitive tools as scaffolding for novice object-oriented programmers,"Modern information technology and computer science curricula employ a variety of graphical tools and development environments to facilitate student learning of introductory programming concepts and techniques. While the provision of interactive features and the use of visualization can enhance students' understanding and assist them in grasping fundamental ideas, the real difficulty for many students lies in making the transition from relying on the graphical features of these tools, to actually writing programming code statements in accordance with a set of plain English instructions. This article opens with a systematic review of the literature on alternative approaches to teaching object-oriented programming (OOP) to novice programmers. It then describes the rationale behind an \objects first",class user first\' approach to introducing OOP,Lee MJ and Pradhan S and Dalgarno B,,,0,470
528,Developing an Explicit Instruction Special Education Teacher Observation Rubric,"In this study, we developed an Explicit Instruction special education teacher observation rubric that details the elements of explicit instruction and tested its psychometric properties using many-facet Rasch measurement (MFRM). Video observations of classroom instruction from 30 special education teachers across three states were collected. External raters (n = 15) were trained to observe and evaluate instruction using the rubric and assigned scores of \implemented",\' \'partially implemented,Johnson ES and Zheng Y and Crawford AR and Moylan LA,,,0,471
529,Developing the Storyline for an Advance Care Planning Video for Surgery Patients: Patient-Centered Outcomes Research Engagement from Stakeholder Summit to State Fair,"BACKGROUND: Patient-centered outcomes research (PCOR) methods and social learning theory (SLT) require intensive interaction between researchers and stakeholders. Advance care planning (ACP) is valuable before major surgery, but a systematic review found no extant perioperative ACP tools. Consequently, PCOR methods and SLT can inform the development of an ACP educational video for patients and families preparing for major surgery. OBJECTIVE: The objective is to develop and test acceptability of an ACP video storyline. DESIGN: The design is a stakeholder-guided development of the ACP video storyline. Design-thinking methods explored and prioritized stakeholder perspectives. Patients and family members evaluated storyboards containing the proposed storyline. SETTING/SUBJECTS: The study was conducted at hospital outpatient surgical clinics, in-person stakeholder summit, and the 2014 Maryland State Fair. MEASUREMENTS: Measurements are done through stakeholder engagement and deidentified survey. RESULTS: Stakeholders evaluated and prioritized evidence from an environmental scan. A surgeon, family member, and palliative care physician team iteratively developed a script featuring 12 core themes and worked with a medical graphic designer to translate the script into storyboards. For 10 days, 359 attendees of the 2014 Maryland State Fair evaluated the storyboards and 87% noted that they would be \very comfortable\' or \'comfortable\' seeing the storyboard before major surgery",89% considered the storyboards \'very helpful\' or \'helpful,Aslakson RA and Schuster AL and Lynch TJ and Weiss MJ and Gregg L and Miller J and Isenberg SR and Crossnohere NL and Conca-Cheng AM and Volandes AE and Smith TJ and Bridges JF,,,0,472
530,Computerised cognitive training for maintaining cognitive function in cognitively healthy people in late life,"BACKGROUND: Increasing age is associated with a natural decline in cognitive function and is also the greatest risk factor for dementia. Cognitive decline and dementia are significant threats to independence and quality of life in older adults. Therefore, identifying interventions that help to maintain cognitive function in older adults or to reduce the risk of dementia is a research priority. Cognitive training uses repeated practice on standardised exercises targeting one or more cognitive domains and is intended to maintain optimum cognitive function. This review examines the effect of computerised cognitive training interventions lasting at least 12 weeks on the cognitive function of healthy adults aged 65 or older. OBJECTIVES: To evaluate the effects of computerised cognitive training interventions lasting at least 12 weeks for the maintenance or improvement of cognitive function in cognitively healthy people in late life. SEARCH METHODS: We searched to 31 March 2018 in ALOIS (www.medicine.ox.ac.uk/alois) and performed additional searches of MEDLINE, Embase, PsycINFO, CINAHL, ClinicalTrials.gov, and the WHO Portal/ICTRP (www.apps.who.int/trialsearch) to ensure that the search was as comprehensive and as up-to-date as possible, to identify published, unpublished, and ongoing trials. SELECTION CRITERIA: We included randomised controlled trials (RCTs) and quasi-RCTs, published or unpublished, reported in any language. Participants were cognitively healthy people, and at least 80% of the study population had to be aged 65 or older. Experimental interventions adhered to the following criteria: intervention was any form of interactive computerised cognitive intervention - including computer exercises, computer games, mobile devices, gaming console, and virtual reality - that involved repeated practice on standardised exercises of specified cognitive domain(s) for the purpose of enhancing cognitive function; duration of the intervention was at least 12 weeks; cognitive outcomes were measured; and cognitive training interventions were compared with active or inactive control interventions. DATA COLLECTION AND ANALYSIS: We performed preliminary screening of search results using a 'crowdsourcing' method to identify RCTs. At least two review authors working independently screened the remaining citations against inclusion criteria. At least two review authors also independently extracted data and assessed the risk of bias of included RCTs. Where appropriate, we synthesised data in random-effect meta-analyses, comparing computerised cognitive training (CCT) separately with active and inactive controls. We expressed treatment effects as standardised mean differences (SMDs) with 95% confidence intervals (CIs). We used GRADE methods to describe the overall quality of the evidence for each outcome. MAIN RESULTS: We identified eight RCTs with a total of 1183 participants. Researchers provided interventions over 12 to 26 weeks; in five trials, the duration of intervention was 12 or 13 weeks. The included studies had a moderate risk of bias. Review authors noted a lot of inconsistency between trial results. The overall quality of evidence was low or very low for all outcomes.We compared CCT first against active control interventions, such as watching educational videos. Because of the very low quality of the evidence, we were unable to determine any effect of CCT on our primary outcome of global cognitive function or on secondary outcomes of episodic memory, speed of processing, executive function, and working memory.We also compared CCT versus inactive control (no interventions). Negative SMDs favour CCT over control. We found no studies on our primary outcome of global cognitive function. In terms of our secondary outcomes, trial results suggest slight improvement in episodic memory (mean difference (MD) -0.90, 95% confidence interval (CI) -1.73 to -0.07; 150 participants; 1 study; low-quality evidence) and no effect on executive function (SMD -0.08, 95% CI -0.31 to 0.15; 292 participants; 2 studies; low-quality evidence), working memory (MD -0.08, 95% CI -0.43 to 0.27; 60 participants; 1 study; low-quality evidence), or verbal fluency (MD -0.11, 95% CI -1.58 to 1.36; 150 participants; 1 study; low-quality evidence). We could not determine any effects on speed of processing at trial endpoints because the evidence was of very low quality.We found no evidence on quality of life, activities of daily living, or adverse effects in either comparison. AUTHORS' CONCLUSIONS: We found little evidence from the included studies to suggest that 12 or more weeks of CCT improves cognition in healthy older adults. However, our limited confidence in the results reflects the overall quality of the evidence. Inconsistency between trials was a major limitation. In five of the eight trials, the duration of intervention was just three months. The possibility that longer periods of training could be beneficial remains to be more fully explored.","RANDOMIZED-CONTROLLED-TRIAL; GAMES ENHANCES ASPECTS; OLDER-ADULTS EVIDENCE; WORKING-MEMORY; ALZHEIMERS-DISEASE; EXERCISE PROGRAM; PHYSICAL-ACTIVITY; LEISURE ACTIVITIES; BRAIN RESERVE; SINGLE-BLIND; Medicine, General & Internal; General & Internal Medicine; Video Meta Results Raw",Gates NJ and Rutjes AW and Di Nisio M and Karim S and Chong LY and March E and Martínez G and Vernooij RW,,,0,473
531,The effects of hypertext glosses on L2 vocabulary acquisition: a meta-analysis,"This study examines (1) the effects of hypertext gloss use on L2 vocabulary acquisition in computerized reading contexts; (2) which specific combination of either text-only (single) or text + visual (multiple) hypertext glosses is more effective on L2 vocabulary acquisition; and (3) potential moderators to systematically account for between study variation. In addition, it aims to synthesize characteristics of studies, technology use, and research methods from empirical research studies for a comprehensible and insightful review of the effect of hypertext glosses on L2 vocabulary acquisition. Meta-analysis was conducted to synthesize overall findings of empirical studies by calculating a standardized mean difference effect size. On the basis of 35 weighted mean effect sizes, the magnitude of text + visual (multiple) hypertext gloss combination was moderately effective on L2 vocabulary acquisition when L2 learners were given two conditions: text-only and text + visual hypertext glosses. The results revealed that studies with large samples (Mes = 0.43) provided a bigger effect size. In addition, the variable of learner proficiency was found statistically significant: the impact of multiple hypertext glosses was likely more on L2 vocabulary acquisition of beginning learners. Test type formats were also found as a significant factor across the studies.",Video Meta Results Raw,Yun J,,,0,474
532,Instructional animation versus static pictures: A meta-analysis,"A meta-analysis of 26 primary studies, yielding 76 pair-wise comparisons of dynamic and static visualizations, reveals a medium-sized overall advantage of instructional animations over static pictures. The mean weighted effect size on learning outcome is d = 0.37 (95% CI 0.25-0.49). Moderator analyses indicate even more substantial effect sizes when the animation is representational rather than decorational (d = 0.40, 95% CI 0.26-0.53), when the animation is highly realistic, e.g., video-based (d = 0.76, 95% CI 0.39-1.13), and/or when procedural-motor knowledge is to be acquired (d = 1.06, 95% CI 0.72-1.40). The results are in line with contemporary theories of cognitive load and multimedia learning, and they have practical implications for instructional design. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","ERIC, Current Index to Journals in Education (CIJE); Instructional Design; Instructional Materials; Cognitive Processes; Audiovisual Aids; Multimedia Instruction; Visual Aids; Instructional Effectiveness; Effect Size; Animation; Meta Analysis; Teaching Methods; Video Meta Results Raw; Unsorted; HETTE; Multimedia Target Set",Hoeffler TN and Leutner D,,,1,475
533,Moderating factors of video-modeling with other as model: a meta-analysis of single-case studies,"Video modeling with other as model (VMO) is a more practical method for implementing video-based modeling techniques, such as video self-modeling, which requires significantly more editing. Despite this, identification of contextual factors such as participant characteristics and targeted outcomes that moderate the effectiveness of VMO has not previously been explored. The purpose of this study was to meta-analytically evaluate the evidence base of VMO with individuals with disabilities to determine if participant characteristics and targeted outcomes moderate the effectiveness of the intervention. Findings indicate that VMO is highly effective for participants with autism spectrum disorder (IRD=.83) and moderately effective for participants with developmental disabilities (IRD=.68). However, differential effects are indicated across levels of moderators for diagnoses and targeted outcomes. Implications for practice and future research are discussed.",Video Meta Results Raw,Mason RA and Ganz JB and Parker RI and Burke MD and Camargo SP,,,0,476
537,Young adults learning executive function skills by playing focused video games,"The goal of this focused review is to examine the potential of using computer games as vehicles for improving cognitive skills in young adults, particularly the cognitive development of executive function skills, such as being able to shift attention efficiently from one task to another (i.e., shifting). On the disappointing side, this review finds a lack of convincing evidence that off-the-shelf games (often designed for entertainment) promote executive function skills. In addition, there is a lack of consistent evidence that long-term exposure to brain training games, such as offered in Lumosity, improves performance on non-game measures of executive function such as shifting (Bainbridge & Mayer, 2018). However, on the encouraging side, this review finds promising evidence for the benefits of playing a focused computer game that is designed to provide repeated practice on a targeted executive function skill (e.g., shifting) in a variety of contexts, at progressively increasing levels of challenge, and with clear feedback (Parong et al., 2017). The most promising direction for games aimed at fostering the cognitive development of executive function skills is to create mini-games that target a specific skill and are grounded in cognitive theories of skill learning.","Games for learning; Cognitive skill training; Executive function; Brain training; Cognitive consequences; COGNITIVE CONTROL; WORKING-MEMORY; CHILDREN; INTERVENTIONS; METAANALYSIS; REFLECTION; IMPACT; SCHOOL; ADHD; Psychology, Developmental; Psychology, Experimental; Psychology; Video Meta Results Raw",Mayer RE and Parong J and Bainbridge K,,,0,477
538,Using a serious game to promote community-based awareness and prevention of neglected tropical diseases,"A serious game is presented which embodies an approach to disease prevention and management that is community-based and incorporates principles of the One Health framework-a broader view of healthcare that encompasses people, animals and the environment. The game focuses specifically on two related neglected and emerging infectious tropical diseases, namely Visceral Leishmaniasis (VL) and American Cutaneous Leishmaniasis (ACL). It seeks to inform and encourage changes in behaviours and attitudes in local populations, while involving multidisciplinary teams of healthcare professionals and researchers. The design of the learning outcomes, gameplay, client interface, and architecture of the game are discussed in detail, along with the process of collaboration among a team of computer scientists, designers, medical researchers, and practitioners which underpinned the development of the game. An expert study conducted to gather feedback from a multidisciplinary group of participants comprising medical researchers, veterinarians, healthcare service administrators, and community healthcare providers is presented which forms part of our initial assessment of this approach. The results of this study and their implications for the design of similar health-related serious games are also discussed. (c) 2015 Elsevier B.V. All rights reserved.",Video Meta Results Raw,Luz S and Masoodian M and Cesario RR and Cesario M,,,0,478
539,Revised Approach to the Role of Fatigue in Anterior Cruciate Ligament Injury Prevention: A Systematic Review with Meta-Analyses,"BackgroundCauses of anterior cruciate ligament (ACL) injuries are multifactorial. Anterior cruciate ligament injury prevention should thus be approached from a multifactorial perspective as well. Training to resist fatigue is an underestimated aspect of prevention programs given that the presence of fatigue may play a crucial role in sustaining an ACL injury.ObjectivesThe primary objective of this literature review was to summarize research findings relating to the kinematic and kinetic effects of fatigue on single-leg landing tasks through a systematic review and meta-analysis. Other objectives were to critically appraise current approaches to examine the effects of fatigue together with elucidating and proposing an optimized approach for measuring the role of fatigue in ACL injury prevention.MethodsA systematic literature search was conducted in the databases PubMed (1978-November 2017), CINAHL (1992-November 2017), and EMBASE (1973-November 2017). The inclusion criteria were: (1) full text, (2) published in English, German, or Dutch, (3) healthy subjects, (4) average age 18years, (5) single-leg jump landing task, (6) evaluation of the kinematics and/or kinetics of the lower extremities before and after a fatigue protocol, and (7) presentation of numerical kinematic and/or kinetic data. Participants included healthy subjects who underwent a fatigue protocol and in whom the effects of pre- and post-fatigue on three-dimensional lower extremity kinematic and kinetics were compared. Methods of data collection, patient selection, blinding, prevention of verification bias, and study design were independently assessed.ResultsTwenty studies were included, in which four types of single-leg tasks were examined: the single-leg drop vertical jump, the single-leg drop landing, the single-leg hop for distance, and sidestep cutting. Fatigue seemed to mostly affect initial contact (decreased angles post-fatigue) and peak (increased angles post-fatigue) hip and knee flexion. Sagittal plane variables at initial contact were mostly affected under the single-leg hop for distance and sidestep cutting conditions whilst peak angles were affected during the single-leg drop jump.ConclusionsTraining to resist fatigue is an underestimated aspect of prevention programs given that the presence of fatigue may play a crucial role in sustaining an ACL injury. Considering the small number of variables affected after fatigue, the question arises whether the same fatigue pathways are affected by the fatigue protocols used in the included laboratory studies as are experienced on the sports field.",LANDING BIOMECHANICS; LOWER-LIMB; PROFESSIONAL FOOTBALL; COGNITIVE FUNCTION; ATTENTIONAL FOCUS; DECISION-MAKING; SPORTS INJURIES; MUSCLE FATIGUE; VIDEO ANALYSIS; REACTION-TIME; Sport Sciences; Sport Sciences; Video Meta Results Raw,Benjaminse A and Webster KE and Kimp A and Meijer M and Gokeler A,,,0,479
540,Technetium-99m methoxyisobutylisonitrile scintimammography for monitoring and early prediction of breast cancer response to neoadjuvant chemotherapy,"PurposeThe aim of the study was to evaluate the clinical value of scintimammography (SMG) with technetium-99m methoxyisobutylisonitrile (Tc-99m-MIBI) for evaluating the efficacy of neoadjuvant chemotherapy (NAC).Materials and methodsA total of 65 patients with advanced breast cancer (BC) were included in the study. Planar SMG with 740MBq of Tc-99m-MIBI was performed before the start and after two to three and four to six cycles of NAC. NAC efficacy was estimated as progression (grade I), stabilization (grade II), partial effect (grade III), prominent efficacy (grade IV), and complete response (grade V). In 59 women, histopathologic verification of BC response to NAC was performed according to the Miller-Payne classification with the same scores as were used in the evaluation of scintigraphic response.ResultsAfter two to three cycles of NAC, disease progression was detected in five of 65 (7.7%) patients. In 27 (41.5%) patients SMG detected early stabilization of BC. Only one of these patients achieved prominent (grade IV) response after the end of NAC. Partial (grade III) response after two to three cycles of NAC was seen in 24 (36.9%) patients. One-third of them had grades IV-V response at the end of treatment. The most promising was the group of nine (13.8%) patients with early-grades IV-V response, all of which transformed to complete response at the end of NAC. As per histopathologic verification, early SMG had 85.7% sensitivity, 94.2% specificity, and 93.2% accuracy in predicting complete pathologic response to four to six cycles of NAC.ConclusionAfter two to three cycles of NAC, SMG with Tc-99m-MIBI can determine patients with low, intermediate, and high probability of complete response to five to six cycles of NAC Video Abstract: http://links.lww.com/NMC/A43.",Video Meta Results Raw,Novikov SN and Kanaev SV and Petr KV and Tatyana SY and Elena TA and Ludmila JA and Nikolay ID and Zhanna BV and Pavel KI,,,0,480
541,Assessing the influence of stereotypes on the comprehension of UML sequence diagrams: A family of experiments,"Context: The conventional wisdom states that stereotypes are used to clarify or extend the meaning of model elements and consequently should be helpful in comprehending the diagram semantics. Objective: The main goal of this work is to present a family of experiments that we have carried out to investigate whether the use of stereotypes improves the comprehension of UML sequence diagrams. Method: The family of experiments consists of an experiment and two replications carried out with 78, 29 and 36 undergraduate Computer Science students, respectively. The comprehension of UML sequence diagrams with and without stereotypes was analyzed from three different perspectives borrowed from the Cognitive Theory of Multimedia Learning (CTML): semantic comprehension, retention and transfer. In addition, we carried out a meta-analysis study to integrate the different data samples. Results: The statistical analysis and meta-analysis of the data obtained from each experiment separately indicates that the use of the proposed stereotypes helps improving the comprehension of the diagrams, especially when the subjects are not familiar with the domain. Conclusions: The set of stereotypes presented in this work seem to be helpful for a better comprehension of UML sequence diagrams, especially with not well-known domains. Although further research is necessary for strengthening these results, introducing these stereotypes both in academia and industry could be an interesting practice for checking the validity of the results. © 2011 Elsevier B.V. All rights reserved.",Comprehension; Family of experiments; Meta-analysis; Stereotypes; UML sequence diagrams; Codes (symbols); Semantics; Students; Cognitive theory of multimedia learning; Comprehension; Computer science students; Meta analysis; Model elements; Semantic comprehension; Stereotypes; UML sequence diagrams; Graphic methods; Video Meta Results Raw,Cruz-Lemus JA and Genero M and Caivano D and Abrahão S and Insfrán E and Carsí JA,,,0,481
542,Aging and executive control: Reports of a demise greatly exaggerated,Cited By :152 Export Date: 30 January 2020,Video Meta Results Raw,Verhaeghen P,,,0,482
543,Novel Smartphone Interventions Improve Cognitive Flexibility and Obsessive-Compulsive Disorder Symptoms in Individuals with Contamination Fears,"One type of obsessive-compulsive disorder (OCD) is characterized by contamination fears and compulsive cleansing. Few effective treatments are available for this debilitating condition. Compulsive symptoms, such as excessive washing, are believed to be mediated by cognitive inflexibility-arguably the most striking cognitive impairment in OCD. In this study, we investigated the effects of two novel smartphone interventions on cognitive flexibility and OCD symptoms in healthy individuals with OCD-like contamination fears. In the first intervention, participants watched a brief video recording of themselves engaging in handwashing on a smartphone, four times a day, for a total of one week (N= 31). The second intervention was similar except that participants watched themselves repeatedly touching a disgust-inducing object (N= 31). In a third (control) \intervention\'",participants watched themselves performing sequential hand movements (N= 31). As hypothesized,Jalal B and Bruehl A and O'Callaghan C and Piercy T and Cardinal RN and Ramachandran VS and Sahakian BJ,,,0,483
544,Jogos eletrônicos e a cognição em idosos—Uma revisão sistemática = Electronic games and elderly cognition—A systematic review,"Academic discussions about the electronic games have increased considerably in recent years. Much has been discussed about the effects of multiple genres of electronic games available on the market. Some surveys are using video games as tools for cognitive rehabilitation of individuals affected by some pathology or trauma, as well as in the elderly with cognitive decline. Given this scenario, the present study aimed to investigate the effects of video games in healthy older adults’ cognition. The method used to elaborate this paper was a systematic review following the steps proposed by the Prisma model. The research was conducted through the virtual databases Biblioteca Virtual em Saúde (BVS) and US National Library of Medicine and National Institutes of Health (Pubmed). The results highlight positive effects after exposure of the elderly to electronic games on attention, memory, reasoning, perception, and executive functions. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",Electronic games; video games; computer games; elderly; cognition; cognitive functions; executive functions; Aging; Cognition; Cognitive Ability; Computer Games; Executive Function; Video Meta Results Raw,Cardoso NO and Argimon II and Pereira VT,,,0,484
546,"Impact of computer-mediated, obesity-related nutrition education interventions for adolescents: A systematic review","Purpose: The purpose of this systematic review was to evaluate recent research regarding the use of computer-based nutrition education interventions targeting adolescent overweight and obesity. Methods: Online databases were systematically searched using key words, and bibliographies of related articles were manually searched. Inclusion/exclusion criteria were applied and included studies evaluated for their ability to achieve their objectives and for quality using the Nutrition Evidence Library appraisal guidelines for research design and implementation. Results: Of the 15 studies included, 10 were randomized controlled trials. Two studies targeted weight loss, 2 targeted weight maintenance, and 11 targeted dietary improvement with or without physical activity. At least half of in-school (60%) and nonschool interventions (80%) exhibited significantly positive effects on nutrition-or obesity-related variables. Small changes in diet, physical activity, knowledge, and self-efficacy were shown; however, few results were sustained long term. Conclusions: Recommendations included application of health behavior theory and computer tailoring for feedback messages. Future research should include thorough description of intervention content (messages, theory, multimedia, etc.), application of rigorous methodology, as well as consideration of covariates such as parental involvement and gender. With further research and evidentiary support, this approach to obesity-related nutrition education has the potential to be successful. (C) 2014 Society for Adolescent Health and Medicine. All rights reserved.","computer-mediated intervention; obesity; nutrition education; adolescents; efficacy; Adolescent; Adolescent Behavior; Computer-Assisted Instruction; Diet; Female; Health Behavior; Health Education; Health Knowledge, Attitudes, Practice; Humans; Internet; Male; Motor Activity; Obesity; Self Efficacy; Health Education; Health Promotion; Intervention; Nutrition; Obesity; Computer Assisted Therapy; Video Meta Results Raw",Ajie WN and Chapman-Novakofski KM,,,0,485
547,"The Effectiveness of Educational Intervention in Improving Primary Health-Care Service Providers’ Knowledge, Identification, and Management of Elder Abuse and Neglect: A Systematic Review","Elder abuse and neglect (EAN) occurrence is expected to increase in many countries due to rapidly aging populations, yet it is still unrecognized and underreported. Gaps were identified in the knowledge and skills to intervene EAN among health-care service providers. It is still unclear whether educating health-care service providers on EAN improve the identification and management of EAN cases. A systematic review was conducted on the effectiveness of educational intervention designed to improve primary health-care service providers' (PHSPs) knowledge, attitude, and practice in managing EAN cases. We performed a comprehensive and systematic search for original studies in the following major electronic databases (ScienceDirect, PubMed, EMBASE, and CINAHL) and specialist registers (Cochrane Central Controlled Trials Register) with a set of search terms. Studies included were randomized controlled trials (RCTs) and observational studies on EAN education intervention that aimed to improve knowledge, attitude, and management skills of the PHSPs. There were no publication period restrictions until June 2018 and written in English. Overall, three RCTs and 10 observational studies were selected. These studies were grouped based on the type of the study, methodological quality (six moderate risk of bias and seven serious risk of bias), and the type of educational intervention (seven face-to-face educational intervention, two educational videos, two simulation-based training, and two online educational training). The education programs in the selected studies range from brief didactic to experiential learning. EAN educational intervention among primary care service providers potentially result in increasing awareness and knowledge on EAN. However, there is a lack of evidence on the changes of attitude and practice.",elder abuse; intervention; treatment; primary health care; education; knowledge; attitude; practice; MEDICAL-EDUCATION; SIMULATION; PHYSICIANS; ATTITUDES; STUDENTS; SKILLS; Criminology & Penology; Family Studies; Social Work; Criminology & Penology; Family Studies; Social Work; Video Meta Results Raw,Mohd Mydin FH and Yuen CW and Othman S,,,0,486
