key,title,abstract,keywords,authors,year,Included,ID
563,Epilepsy patients: Health status and medical consumption,"Objective: To study the health status and medical consumption of outpatients with active epilepsy in comparison with the general population. Design: Descriptive population study (multi-stage random sample). Setting: Structured questionnaire. Patients: Thirty-nine epilepsy patients compared with a general population of 12,975. Results: Epilepsy patients revealed poorer health, a higher mean complaint score (5.3 versus 3.7, P < 0.05), a higher score on the General Health Questionnaire (P < 0.05), a somewhat higher score on the biological problem list (BIOPRO) (1.8 versus 1.4, P > 0.05), less active sports engagement (16% versus 39%, P < 0.01), more fatigue (46 vs 29%, P < 0.05), dizziness (33 vs 10%, P < 0.01), nervousness (28 vs 18%, P > 0.05), sleep disturbance (23 vs 15%, P > 0.05) and excitability (33 vs 15%, P < 0.01) when compared with the general population. The BIOPRO showed problems in epilepsy patients on specific items related to self-confidence (P < 0.001). Epileptic patients do not show more absence due to illness, from work, school or at home (15 vs 18%, P > 0.05) and/or more problems at work or in the family when compared with the general population. Almost half of epilepsy patients had consulted a specialist in the past 2 months (46 vs 23% of the general population, P < 0.001). Epilepsy patients consulted the family physician slightly more often than other responders (3.0 versus 2.3, P > 0.05) and contacted the family physician's assistant considerably more often (2.3 versus 0.7, P < 0.001). One-third of epilepsy patients consulted an alternative healer in the past 5 years versus 14% in the general population (P < 0.001). Conclusions: The study shows an excess of psychosocial problems and medical consumption in epilepsy patients, but not more absence from work or problems at work or in the family. Further development of a quality of life instrument specific to epilepsy is advised.",Questionnaires;Health Status;Epilepsy;vertigo;sleep disorder;self esteem;questionnaire;quality of life;psychosocial disorder;priority journal;population research;physical activity;normal human;nervousness;medical specialist;human;health status;health care utilization;general practitioner;fatigue;excitability;epilepsy;consultation;clinical article;child;article;alternative medicine;aged;adult;adolescent,"G.A., Donker and M., Foets and P., Spreeuwenberg",1997.0,0,558
564,The effects of participation in service-learning on adolescents with disabilities,"This article examines the effects of active participation in service-learning on adolescents with disabilities. Through a survey of special education teachers, effects on students' socialization, behavior, attitudes, attendance, academic skills, functional skills, and relationships with non-disabled peers are explored. Promising results are found for adolescents with mild disabilities in attendance and academic skills, and for adolescents with moderate to profound disabilities in socialization and relationships with non-disabled peers. Implications for school inclusion of students with disabilities are addressed and recommendations for areas of future study are made.",Adolescent;teacher;socialization;social welfare;social behavior;skill;school child;physical disability;normal human;male;human experiment;human;female;disability;cognitive defect;attitude;article;adult;adolescent,"C.L., Brill",1994.0,0,559
565,Eating disorders among adolescent female athletes: influence of athletic participation and sport team membership.,"Female athletes have been identified as a potential risk group for the development of eating disorders. Although adolescents in general are particularly vulnerable to the onset of eating disorders, little research has examined the problem among high school female athletes. The present study explored this population by comparing female athletes and nonathletes in terms of (a) behavioral and psychological traits associated with eating disorders and (b) use of pathogenic weight control techniques (laxatives, vomiting, fasting, and diet aids). Sport-by-sport comparisons were also investigated to determine if athletes in specific sports were more at risk. Moreover, in an attempt to link athletic participation and eating disordered behavior, the gender-role orientation of athletes was examined. Results indicated that (a) athletes were more likely than nonathletes to possess certain behavioral and psychological correlates of eating disorders, (b) there were few differences among the various sport teams, and (c) gender-role orientation was generally not a critical variable. Although group comparisons yielded limited significant differences, athletes nevertheless reported traits associated with eating disorders as well as use of pathogenic weight control techniques. The unique contributions of the sport context and coaching practices exacerbating disordered eating are discussed.",Mental Disorders;Eating;Eating Disorders;Sports;Adolescent;statistics;sport;risk factor;psychometry;psychological aspect;personality test;low calorie diet;human;gender identity;female;eating disorder;bulimia;body image;article;anorexia nervosa;adolescent,"D.E., Taub and E.M., Blinde",1992.0,0,560
566,Validation and use of a mainstreaming attitude inventory with physical educators,"This two-part article concerns: The validation of an attitude measuring inventory, and its use with physical educators in connection with mainstreaming handicapped children at their schools. Directors of physical education (N=66) in New York State served as subjects for the study in which attitude change toward mainstreamed pupils was investigated as a function of inservice training in response to PL 94-142 ('The Education for All Handicapped Children Act'). A reliable and valid revised form of the Learning Handicapped Integration Inventory served as the attitude measurement instrument. Data gathered immediately prior to and after two-day inservice training institutes were analyzed along with data retrieved approximately four months after training. Results indicated a significant positive attitude shift from pre- to post-testing. The authors conclude that one-shot attempts at inservice training can be catalytic in affecting appropriate attitudes toward handicapped pupils; yet, they recommend the application of additional inservice delivery approaches to further enhance training outcomes. The revised attitude inventory is also offered as a future research tool.",Child;Only Child;Pupil;Inservice Training;Disabled Children;Disabled Persons;Physical Education and Training;training;psychological aspect;physical education;normal human;human;handicapped child;education;child;attitude,"P., Jansma",1982.0,0,561
567,"END 2015: International Conference on Education and New Developments. Conference Proceedings (Porto, Portugal, June 27-29, 2015)","We are delighted to welcome you to the International Conference on Education and New Developments 2015-END 2015, taking place in Porto, Portugal, from 27 to 29 of June. Education, in our contemporary world, is a right since we are born. Every experience has a formative effect on the constitution of the human being, in the way one thinks, feels and acts. One of the most important contributions resides in what and how we learn through the improvement of educational processes, both in formal and informal settings. Our International Conference seeks to provide some answers and explore the processes, actions, challenges and outcomes of learning, teaching and human development. Our goal is to offer a worldwide connection between teachers, students, researchers and lecturers, from a wide range of academic fields, interested in exploring and giving their contribution in educational issues. We take pride in having been able to connect and bring together academics, scholars, practitioners and others interested in a field that is fertile in new perspectives, ideas and knowledge. We counted on an extensive variety of contributors and presenters, which can supplement our view of the human essence and behavior, showing the impact of their different personal, academic and cultural experiences. This is, certainly, one of the reasons we have many nationalities and cultures represented, inspiring multi-disciplinary collaborative links, fomenting intellectual encounter and development. END 2015 received 528 submissions, from 63 different countries, reviewed by a double-blind process. Submissions were prepared to take form as Oral Presentations, Posters, Virtual Presentations and Workshops. It was accepted for presentation in the conference, 176 submissions (33% acceptance rate). The conference also includes a keynote presentation from an internationally distinguished researcher, Professor Dr. Martin Braund, Adjunct Professor at Cape Peninsula University of Technology in Cape Town, South Africa and Honorary Fellow in the Department of Education at the University of York, UK, to whom we express our most gratitude. This volume is composed by the proceedings of the International Conference on Education and New Developments (END 2015), organized by the World Institute for Advanced Research and Science (W.I.A.R.S.) and had the help of our respected media partners that we reference in the dedicated page. This conference addressed different categories inside the Education area and papers are expected to fit broadly into one of the named themes and sub-themes. To develop the conference program we have chosen four main broad-ranging categories, which also cover different interest areas: (1) In TEACHERS AND STUDENTS: Teachers and Staff training and education; Educational quality and standards; Curriculum and Pedagogy; Vocational education and Counseling; Ubiquitous and lifelong learning; Training programs and professional guidance; Teaching and learning relationship; Student affairs (learning, experiences and diversity); Extra-curricular activities; Assessment and measurements in Education. (2) In PROJECTS AND TRENDS: Pedagogic innovations; Challenges and transformations in Education; Technology in teaching and learning; Distance Education and eLearning; Global and sustainable developments for Education; New learning and teaching models; Multicultural and (inter)cultural communications; Inclusive and Special Education; Rural and indigenous Education; Educational projects. (3) In TEACHING AND LEARNING: Educational foundations; Research and development methodologies; Early childhood and Primary Education; Secondary Education; Higher Education; Science and technology Education; Literacy, languages and Linguistics (TESL/TEFL); Health Education; Religious Education; Sports Education. (4) In ORGANIZATIONAL ISSUES: Educational policy and leadership; Human Resources development; Educational environment; Business, Administration, and Management in Education; Economics in Education; Institutional accreditations and rankings; International Education and Exchange programs; Equity, social justice and social change; Ethics and values; Organizational learning and change. The proceedings contain the results of the research and developments conducted by authors who focused on what they are passionate about: to promote growth in research methods intimately related to teaching, learning and applications in Education nowadays. It includes an extensive variety of contributors and presenters, who will extend our view in exploring and giving their contribution in educational issues, by sharing with us their different personal, academic and cultural experiences. (Individual papers contain references.)","Humans;Humanism;Humanities;Pedagogical Content Knowledge;Technology Uses in Education;Phonics;Pervasive Developmental Disorders;Money Management;Simulation;Educational Quality;Legal Education (Professions);Student Attrition;School Administration;Electronic Learning;Professional Development;Multilingualism;Service Learning;Grade 1;Early Childhood Education;Nursing Students;Dyslexia;Peace;Interprofessional Relationship;Computer Simulation;Educational Improvement;Response to Intervention;Readiness;Second Language Instruction;Educational Games;Reading Difficulties;Refugees;Peer Evaluation;Social Media;English (Second Language);Inclusion;Educational Change;Clubs;Trend Analysis;Theory Practice Relationship;Death;Best Practices;Case Studies;Reading Comprehension;Social Bias;Computer Assisted Testing;Conflict;Drama;Lecture Method;Knowledge Level;Chemistry;Misconceptions;Educational Theories;Interpersonal Relationship;Active Learning;Adult Learning;Reading Instruction;Scientific Attitudes;Art Education;Elementary School Students;Risk Assessment;Social Justice;Language Maintenance;Informal Education;Decision Making;Values Education;Adult Education;Motivation;Picture Books;Ethical Instruction;International Relations;Scoring Rubrics;Foreign Countries;Medical Education;Addictive Behavior;Socioeconomic Status;Competence;Learner Engagement;Health Education;Trust (Psychology);Fathers;Emotional Development;Chinese;Scientific Principles;Mental Disorders;Entrepreneurship;Social Networks;Web 2.0 Technologies;Autism;Earth Science;Critical Thinking;Family Influence;Statistics;Scientific Research;Governance;Online Courses;Problem Solving;Cooperative Learning;Learning Experience;Science Process Skills;Teacher Education Programs;Aesthetics;Technology Education;Gardening;Multicultural Education;Education Work Relationship;French;Educational Development;Athletics;Visual Impairments;Lifelong Learning;Blended Learning;Biology;Disabilities;Second Language Learning;Films;Educational Practices;Educational Innovation;Employment Potential;Extracurricular Activities;Work Environment;Writing Instruction;College Students;Immigrants;Science Education;Scientific Concepts;International Cooperation;Kindergarten;Course Evaluation;Computer Mediated Communication;Cultural Capital;Computer Oriented Programs;Language Planning;Cultural Awareness;Reading Achievement;Scholarship;Psychological Patterns;Early Intervention;Computer Science Education;Public Education;Educational Assessment;Gender Differences;At Risk Students;Culturally Relevant Education;Teacher Education;Educational Trends;Values;Student Evaluation;Teacher Attitudes;Higher Education;ERIC, Resources in Education (RIE);Germany;Hong Kong;Cyprus;Mexico;China;Norway;South Africa;United Arab Emirates;Denmark;Ukraine;Europe;Portugal;Japan;Maldives;Malaysia;Colombia;Kazakhstan;Canada;Hungary;United States",,2015.0,0,562
569,Inclusion and Participation in Everyday School Life: Experiences of Children with Physical (Dis)Abilities,"This study explores the school experiences of children with physical (dis)abilities. Based on 39 interviews with 15 Norwegian children, participation in everyday school life is introduced as a central theme and divided into three sub-themes: community and independence; adequate help and influence in the classroom; and influence in planning and decision-making. The findings presented that the children want to participate in school activities the ""regular way"", but on their own terms. Achieving this goal depended on their ability to make the necessary adjustments, as well as adequate support from teachers and school aides. Children reported that they were sometimes given ""too much help"" by school aides and ""too little"" by teachers. They felt that they had some influence over their classroom situation; however, they rarely had occasion to take part in formal school meetings dealing with academic issues and individual assistance, which might have enhanced their inclusion and participation at school. Our findings reflect the significance of incorporating children's own experiences and personal history of (dis)ability into the planning process. We conclude that children with (dis)abilities are willing to make great efforts to participate and be included, primarily so they can be engaged with the other children.","Child;Only Child;Cooperative Planning;Interviews;Social Influences;Paraprofessional School Personnel;Early Adolescents;Physical Disabilities;Helping Relationship;Teacher Student Relationship;Role;Student Experience;Foreign Countries;Student Attitudes;Attitude Measures;Inclusion;Student Participation;ERIC, Current Index to Journals in Education (CIJE);Norway","Asbjørnslett, Mona and Engelsrud, Gunn Helene and Helseth, Sølvi",2015.0,0,563
570,A Comparison of Saudi and Canadian Children's Knowledge of the Causes of Learning Difficulties,"In this comparative study, students from inclusive schools in Canada and Saudi Arabia shared their beliefs about factors associated with learning difficulties. Qualitative data were collected through interviews with 36 Canadian and 62 Saudi elementary students in Grades 5 and 6. Thematic analysis uncovered six themes: lack of knowledge, achievement or academic skills; cognitive and social-emotional barriers; lack of attention and/or motivation and behavioural issues; home and parental concerns; teacher-related issues; and physical/sensory disabilities and innate conditions. Although participants from both countries had a general understanding of the factors associated with learning difficulties, Canadian students showed a deeper understanding of cognitive and social-emotional factors associated with learning difficulties. Educational and research implications are discussed.","Cognition;Only Child;Child;Teacher Effectiveness;Qualitative Research;Physical Disabilities;Knowledge Level;Comparative Analysis;Social Problems;Academic Ability;Learning Problems;Comparative Education;Interviews;Familiarity;Cognitive Ability;Academic Achievement;Behavior Problems;Family Environment;Foreign Countries;Emotional Problems;Student Attitudes;Beliefs;Attention Span;Grade 6;Elementary Education;Middle Schools;Intermediate Grades;Grade 5;ERIC, Current Index to Journals in Education (CIJE);Saudi Arabia;Canada","Felimban, Huda and Nowicki, Elizabeth A. and Dare, Lynn and Brown, Jason",2016.0,0,564
571,The Transition to School of Children with Developmental Disabilities: Views of Parents and Teachers,"The transition from early intervention programs to inclusive school settings presents a range of social challenges for children with developmental disabilities. In Queensland, in the year of transition to school, many children with developmental disabilities attend an Early Childhood Development Program for two to three days each week and also begin attendance in a mainstream program, with the latter increasing to full-time attendance during the year. Quantitative and qualitative data was collected by questionnaires regarding 62 children participating in the ""Transition to School Project."" Their parents and teachers were asked for their perceptions of the success of the transition process and the benefits and challenges of inclusion. Both parents and teachers saw a range of benefits to children from their inclusion in ""regular"" classrooms, with parents noting the helpfulness of teachers and their support for inclusion. Challenges noted by parents included the school's lack of preparation for their child's particular developmental needs, especially in terms of the physical environment, while teachers reported challenges in meeting the needs of these children within the context and resources of the classroom. Parents were more likely than teachers to view the transition as easy. Correlational analyses indicated that teachers were more likely to view the transition as easy when they felt the child was appropriately placed in a ""regular"" classroom. Findings from this project can inform the development of effective transition-to-school programs in the early school years for children with developmental disabilities. (Contains 4 tables.)","Amobarbital;Child;Only Child;Young Children;Questionnaires;Early Intervention;Teachers;Foreign Countries;Parents;Transitional Programs;Inclusion;Correlation;Developmental Disabilities;Physical Environment;Early Childhood Education;ERIC, Current Index to Journals in Education (CIJE);Australia","Walker, Sue and Dunbar, Stephanie and Meldrum, Katrina and Whiteford, Chrystal and Carrington, Suzanne and Berthelsen, Donna and Hand, Kirstine and Nicholson, Jan",2012.0,0,565
572,Moving to Inclusion: A Socio-Cultural Analysis of Practice,"Difference, like nature, calls forth possibilities for developing transformative relationships. According to Keller in 1985, ""Difference thus invites a form of engagement and understanding that allows for the preservation of the individual. Self and other survive in a structural integrity?"" Moving towards inclusion requires that we consider teaching as relational where resources for joint actions emerge, promoting an awareness of possibility rather than an adherence to limitation. In this paper, I will argue that disability is a way of seeing the world via the social and cultural constructions that prioritise values and bias actions. My intent is that it furthers the on-going inclusion debate, which at times has polarised positions into the non-inclusion/inclusion camps. A social constructionist lens will be used to examine the underlying assumptions, beliefs, and resultant practices that describe how educators and students negotiate inclusive practices. As a complimentary focus, the medical and social models will highlight the discourses that inform teaching and learning. Finally, a social-relational model will be introduced as an alternative for conceptualising inclusion.","Integrity;Early Childhood Education;Teaching Methods;Models;Theories;Inclusive Schools;Learning Processes;Social Development;Physical Education;Disabilities;Constructivism (Learning);Grade 8;Grade 3;Elementary Secondary Education;Elementary Education;ERIC, Current Index to Journals in Education (CIJE)","Grenier, Michelle",2010.0,0,566
573,The Golden Rule of Providing Support in Inclusive Classrooms: Support Others as You Would Wish to Be Supported,"Inclusion is a way of thinking--a deeply held belief that all children, regardless of ability or disability, are valued members of the school and classroom community. Inclusive classrooms are places where all students ""are integral members of classrooms, feel a connection to their peers, have access to rigorous and meaningful general education curricula and receive the collaborative support to succeed."" Because 54% of the 6 million students with disabilities spend more than 80% of their school day in general education classrooms, a common support strategy is one-on-one support. The current ratio is 1 special education paraprofessional for every 17 students with disabilities. But as schools integrate more services into the classroom, adult support will also involve a special educator, a speech and language clinician, an occupational therapist, and physical therapists or a school psychologist. In this article, the term ""adult support"" refers to any professional who supports a student with a disability in an inclusive classroom. The author states that adult help can be seamless and effective--and thereby fully support the purposes of inclusion. The golden rule for adult support in inclusive classrooms is to support others as one would wish to be supported. Adequately applying the golden rule requires knowledge and imagination. Educators need to know the effect of their actions on students. The author also discusses the need for fading support, as reflected in the literature. (Contains 2 tables.)","Regular and Special Education Relationship;Classroom Techniques;Case Studies;Physical Therapy;Teacher Student Relationship;Special Needs Students;Special Education Teachers;Peer Relationship;Creativity;Mainstreaming;Inclusive Schools;Disabilities;Classroom Environment;Teacher Role;Educational Environment;Student Needs;Occupational Therapy;ERIC, Current Index to Journals in Education (CIJE)","Causton-Theoharis, Julie N.",2009.0,0,567
575,"An Evaluation on Mainstreaming Practices of Primary Schools According to the Views of School Administrators, Teachers, and Parents","Individuals are born with various skills and needs. They enter into a life-long process of meeting these needs and developing the correct usage and appropriateness of these skills. The process of making intentional changes in one's life through behavior is called education. No one can be deprived of their right to education. Education is every individual's constitutional right and it is compulsory. This is stated in the 59th amendment of the Northern Cyprus Constitution as follows: ""Every child regardless of gender must receive education until the age of fifteen and they have the right to free education until the age of eighteen."" This study investigates through comparison the views of administrators, teachers, and parents on the application of mainstreaming in primary schools. This research uses the qualitative research method. In order to consult the opinions of the participants on mainstreaming applications, a semi-structured interview form was prepared. The data collected from the research was analyzed using the content analysis method. The data from the content analysis was analyzed in four stages. These stages are coding the data, finding the themes, arranging the data according to the codes and themes, and interpreting the data. For the study group, 10 administrators, 14 teachers, and 12 parents were included in the research. This study found that the requirements for mainstreaming are not sufficient nor is there enough information, that normal class teachers are insufficient in their knowledge, that families cannot accept their child's situation, that there is little participation in class, that classes are disorderly, and that there is also a problem with ""normal"" children in their approach to children with special needs. As a result of the study, the majority of participants agreed that special education teachers should either work on their own or in collaboration with class teachers during the preparation stage of mainstreaming. Almost a quarter of the participants stated that preparations for mainstreaming are done by the class teacher. More than 75% of the participants stated that support services are provided for mainstreaming applications, while less than 75% of them said partial support is provided.","Mainstreaming (Education);Only Child;Qualitative Research;Regular and Special Education Relationship;Physical Disabilities;Pervasive Developmental Disorders;Elementary Schools;Content Analysis;Autism;Mild Intellectual Disability;Special Education;Learning Disabilities;Mainstreaming;Foreign Countries;Semi Structured Interviews;Hearing Impairments;Teacher Attitudes;Administrator Attitudes;Parent Attitudes;Elementary Education;ERIC, Current Index to Journals in Education (CIJE);Cyprus","Dagli, Gökmen and Öznacar, Behçet",2015.0,0,568
576,Early Childhood Teachers' Ideas about Including Children with Disabilities in Programmes Designed for Typically Developing Children,"This study examined the influence of information about children's disabilities on preschool teachers' responses toward integrating children with disabilities in their classroom. Of particular interest was whether the severity of the child's educational needs and information about diagnosis were related to teachers' responses. Data were collected from 155 preschool teachers in two Midwest states in the United States to examine their responses in terms of levels of comfort, classroom adaptation, and need for support. Results showed that teachers responded differently to the types of disability regardless of the diagnostic labels; that is, teachers responded more positively to children with mild disabilities (e.g., children with Down syndrome) and those with physical disabilities (e.g., cerebral palsy). In addition, compared with children with diagnostic labels, teachers responded more positively to those with no diagnostic labels. Teachers' education and experience working with children with disabilities were associated with their levels of comfort. Implications and recommendations for service delivery and teacher training are discussed. (Contains 3 tables.)","United States;Child;Only Child;Disabled Children;Symptoms (Individual Disorders);Preschool Children;Cerebral Palsy;Educational Needs;Physical Disabilities;Classroom Techniques;Attention Deficit Hyperactivity Disorder;Mild Disabilities;Autism;Down Syndrome;Preschool Teachers;Mainstreaming;Severe Mental Retardation;Inclusive Schools;Classroom Environment;Teacher Competencies;Attitudes toward Disabilities;Correlation;Teacher Attitudes;Preschool Education;ERIC, Current Index to Journals in Education (CIJE)","Huang, Hsin-Hui and Diamond, Karen E.",2009.0,0,569
579,The Importance of Educating Student Teachers in Inclusive Education: A Disability Perspective,"In schools today inclusion involves a challenge to attitudes and expectations within educational communities. ""The New Zealand Disability Strategy"" (Minister for Disability Issues, 2001), is a guide for government action to promote a more inclusive society. Out of its 15 Objectives, Objective 1 encourages and educates the community and society to understand, respect and support disabled people. Objective 3 looks at providing the best education for disabled people. Objective 5 fosters leadership by disabled people. The summary states that New Zealand will be fully inclusive when it's ""a society that highly values our lives and continually enhances our full participation"". Educators must be committed to ""The New Zealand Disability Strategy"" because its main focus is about a fully inclusive community. Often, through role models, strong messages challenge negative assumptions and prove that there are alternative ways of looking at the world. Generally those who are the most critical to implementing inclusion, such as teachers, are introduced to the notion by individuals for whom it is a theoretical, rather than a lived concept. This article involves a sharing of experiences of two women who are involved in teaching inclusion at tertiary level, who live with physical disabilities and who have proved this to be a powerful combination in changing attitudes.","Disabled Persons;Equal Education;Social Attitudes;Preservice Teacher Education;Females;College Faculty;Physical Disabilities;Profiles;Barriers;Role Models;Federal Legislation;Mainstreaming;Foreign Countries;Disabilities;Civil Rights;Social Values;Public Policy;Inclusion;Student Teachers;Leadership;Higher Education;ERIC, Current Index to Journals in Education (CIJE);New Zealand","Neilson, Wendy and Brink, Ashlie",2008.0,0,570
580,Including Young People with Disabilities: Assessment Challenges in Higher Education,"Within a European context, facilitating the increased participation of marginalized groups within society has become a cornerstone of social policy. In higher education in Ireland this has generally involved the targeting for support of individuals representing groups traditionally excluded on the grounds of socio-economic status. More recently, people with disability have been included in this consideration. This approach has tended to focus on physical access issues and some technical supports. However, access is multi-faceted and must include a review of pedagogic practices, assistive provision (technological and personal), student's engagement with their workload (e.g. recording) and evaluation procedures: achieving accreditation levels commensurate with ability. This small-scale Irish study examined the experiences of two groups of young people with physical disabilities and with dyslexia in two higher education institutions. It was apparent that for students with physical disabilities and with dyslexia, assessment practices were fraught with additional limitations. Assessment practices were mediated for these students through the physical environment, the backwash effect of assessment on curriculum, the availability and use of assistive technology, and through the attitudes of staff and students. It can be concluded that access issues within higher education have been inadequately conceptualized and as a result failed to address fundamental issues around assessment for students with physical disabilities and with dyslexia.","Disabled Persons;Evaluation Methods;Dyslexia;Physical Disabilities;Assistive Technology;Educational Technology;College Students;Access to Education;Mainstreaming;Inclusive Schools;Foreign Countries;Student Attitudes;Alternative Assessment;Young Adults;Student Evaluation;Teacher Attitudes;Physical Environment;Higher Education;ERIC, Current Index to Journals in Education (CIJE);Ireland","Hanafin, Joan and Shevlin, Michael and Kenny, Mairin and Mc Neela, Eileen",2007.0,0,571
581,Inclusive Education at the Post-Secondary Level: Attitudes of Students and Professors,"Little research has focused on inclusion of students with disabilities at the university level. We asked students and professors at the University of Lethbridge to indicate their acceptance of three levels of inclusion (included in classes, provided with assistance and provided with professorial accommodation) for students with five categories of disabilities (sensory, language, motor, attention and psychiatric disabilities). Participants' attitudes were rated on a seven point scale. Attitudes were more negative toward students with psychiatric and attention disabilities than those with sensory, language, or motor disabilities. Providing professorial accommodations was also rated as less favourable than inclusion in classes and providing assistance. Attempts must continue to be made to ensure full inclusion at the university level. Increased awareness of professors, students and the general public is required before individuals with disabilities can overcome the barriers preventing them from full acceptance. (Contains 2 figures.)","College Faculty;Physical Disabilities;Language Impairments;Mental Disorders;Attention Deficit Disorders;College Students;Sensory Experience;Accessibility (for Disabled);Comparative Analysis;Mainstreaming;Inclusive Schools;Foreign Countries;Negative Attitudes;Student Attitudes;Academic Accommodations (Disabilities);Attitude Measures;Attitudes toward Disabilities;Teacher Attitudes;Postsecondary Education;ERIC, Current Index to Journals in Education (CIJE);Alberta (Lethbridge);Canada","Hindes, Yvonne and Mather, Jennifer",2007.0,0,572
582,Survey of Educator Attitude Regarding Inclusive Education within a Southern Arizona School District,"Inclusive Education for students with special educational needs is a global phenomenon, a major event of momentous proportions affecting directly and indirectly a significant percentage of the world's population. In response to international and national mandates requiring its implementation, educators everywhere are engaged in the daily task of providing educational services within inclusive general education classroom settings. It is expected that inclusion in the United States will become more prevalent in classrooms across the nation over the next ten years due to progressively more stringent federal and state mandates. In order for inclusion to result in adequate yearly progress for all student subgroups, it is imperative that it be properly implemented. Research has established that a critical component for proper implementation is an understanding of baseline attitudes in regard to inclusive education held by educators. The purpose of this study is to explore the attitudes of pre-K-12 general and special education teachers, school site administrators, school psychologists, paraprofessionals, physical and occupational therapists, speech and language therapists, certified non-teaching, school office staff and special education office staff in a medium sized school district in southern Arizona. This study examines the attitudes held by educators, their foundations of knowledge, attitudes, perceptions, and opinions that shape their attitudes, and potential recommendations for implementation strategies that are predicted to be successful by these educators.","School Personnel;Secondary School Teachers;Regular and Special Education Relationship;Teacher Collaboration;Special Education Teachers;Faculty Development;Surveys;Likert Scales;Preschool Teachers;Mainstreaming;Disabilities;School Districts;Focus Groups;Attitude Measures;Elementary School Students;Attitudes toward Disabilities;Inclusion;Administrator Attitudes;Teacher Attitudes;Elementary Education;ERIC, Current Index to Journals in Education (CIJE);Arizona","Harkins, Bradford and Fletcher, Todd",2015.0,0,573
583,Creating Permeable Boundaries: Teaching and Learning for Social Justice in a Global Society,"In their call for proposals for this themed issue, the editors maintain that higher education institutions should graduate future P-12 teachers who think globally, have international experience, demonstrate foreign language competence, and are able to incorporate a global dimension into their teaching. In contrast, the authors argue that future educators should be inclusive educators who use teaching strategies that are inclusive of all students, think globally, and include global dimensions in their teaching. Inclusive educators honor the diverse cultural, linguistic, physical, mental, and cognitive complexities of their students. They argue that a focus on teaching for social justice is where global education, special education, and disability studies converge. They assert that this begins with teaching respect for those who are different within one's own environment--tolerance from the inside out, and they believe that it is only when convergence among global education, special education, and disability studies is forged that true respect may emerge. Students must experience tolerance in their own lives in order to teach respect. To do this, teachers must both model tolerance and respect and give students real opportunities to be in what Schon (1990) calls the ""murky swamp"" of decision making in which they examine their own beliefs and choose respect as the best action. In this paper, they examine the questions: who are the teachers and students? What are their images of diversity? Then they describe the convergence of global education, inclusive education, and disability studies. Next they explore what it means to teach for social justice. From this stance, they describe several teaching strategies that teacher educators can use for creating permeable boundaries. (Contains 1 figure.)","Permeability;Needs Assessment;Teaching Methods;Teacher Educators;Knowledge Base for Teaching;Change Strategies;Teacher Education;Special Education;Mainstreaming;Convergent Thinking;Inclusive Schools;Academic Accommodations (Disabilities);Global Education;Social Justice;Adult Education;ERIC, Current Index to Journals in Education (CIJE)","Landorf, Hilary and Rocco, Tonette S. and Nevin, Ann",2007.0,0,574
584,Inclusive Science Education: Classroom Teacher and Science Educator Experiences in CLASS Workshops,"Inclusion is the meaningful participation of students with disabilities in general education classrooms. The CLASS project (Creating Laboratory Access for Science Students) is a unique initiative offering training and resources to help educators provide students with a variety of physical, sensory and learning disabilities equal access in the science laboratory or field. To determine whether participants believed a 2-week residential workshop sponsored by CLASS raised disability awareness and provided teacher training in inclusive science teaching practice, a multipoint Likert scale survey and questionnaire was completed by all participants (N = 20) in four workshops. Participants reported large gains in their preparedness to teach science to students with disabilities. Participants also reported gains in their familiarity with instructional strategies, curricula, and resources and their ability to design, select, and modify activities for students with disabilities. Finally, shifts in attitudes about teaching science to students with disabilities were noted.","Likert Scales;Learning Disabilities;Inclusive Schools;Teaching Methods;Workshops;Science Instruction;Science Teachers;Teacher Attitudes;Consciousness Raising;ERIC, Current Index to Journals in Education (CIJE);Individuals with Disabilities Education Act","Kirch, Susan A. and Bargerhuff, Mary Ellen and Turner, Heidi and Wheatly, Michele",2005.0,0,575
585,Inclusive Education and Training Systems: Illusion or Reality? The Story of Nothemba,"This article explores the challenges facing the South African National Department of Education in its commitment to provide equal educational opportunities for all. ""The Story of Nothemba"" is central to the theme of this paper. It describes the story of a South African girl born in eQebe, whose physical disability and systematic disregard for her constitutional rights dashed her life time dream and passion to become a lawyer in a democratic South Africa. The paper argues for a critical interrogation of the following dynamics that have the potential to complicate both the implementation and optimization of the Inclusive Education Policy: (1) Understanding the social stereotypes about disability, (2) Teacher empowerment, (3) Systemic imbalance between support and expectations, (4) Adopting relevant curriculum policy and assessment strategies and practices, and (5) Utilizing the research logic to inform policy implementation. The paper further calls for a robust interrogation at conceptual level about ""disability"" to inform the current policies on education and training, teacher training and development, curriculum and assessment strategies.","Teacher Empowerment;Equal Education;Expectation;Females;Educational Opportunities;Curriculum;Physical Disabilities;Student Rights;Social Bias;Politics of Education;Access to Education;Mainstreaming;Stereotypes;Inclusive Schools;Foreign Countries;Educational Policy;Attitudes toward Disabilities;ERIC, Current Index to Journals in Education (CIJE);South Africa","Monyooe, Lebusa A.",2005.0,0,576
