Key,title,abstract,keywords,authors,year,doi,Included,ID
188,Longitudinal associations between cyber-bullying perpetration and victimization and problem behavior and mental health problems in young Australians,"Objectives: To investigate associations between Grade 9 and 10 cyber-bullying perpetration and victimization and Grade 11 problem behavior and mental health problems after controlling for risk factors for these outcomes in the analyses. Methods: The sample comprised 927 students from Victoria, Australia who completed a modified version of the self-report Communities That Care Youth Survey in Grades 9–11 to report on risk factors, traditional and cyber-bullying perpetration and victimization, problem behavior, and mental health. Complete data on over 650 participants were analyzed. Results: Five per cent of Grade 9 and 10 students reported cyber-bullying perpetration only, 6–8 % reported victimization only, and 8–9 % both cyber-bullied others and were cyber-bullied. Results showed that cyber-bullying others in Grade 10 was associated with theft in Grade 11, cyber-victimization in Grade 10 was linked with Grade 11 depressive symptoms, and Grade 10 cyber-bullying perpetration and victimization combined predicted Grade 11 school suspension and binge drinking. Conclusions: Prevention approaches that target traditional and cyber-bullying, and established risk factors are necessary. Such multi-faceted programs may also reduce problem behavior and mental health problems.",Cyber-bullying; Longitudinal consequences; Longitudinal study; Mental health problems; Problem behavior,"Hemphill, Sheryl A.; Kotevski, Aneta; Heerde, Jessica A.",2015,10.1007/s00038-014-0644-9,0,178
189,"Does school suspension affect subsequent youth non-violent antisocial behaviour? A longitudinal study of students in Victoria, Australia and Washington State, United States","School suspension has been not only associated with negative behaviours but also is predictive of future poor outcomes. The current study investigates (1) whether school suspension is a unique predictor of youth non-violent antisocial behaviour (NVAB) relative to other established predictors, and (2) whether the predictors of NVAB are similar in Australia and the United States (USA). The data analysed here draw on two statewide representative samples of Grade 7 and 9 students in Victoria, Australia and Washington State, USA, resurveyed at 12-month follow-up (N=3,677, 99% retention). School suspension did not uniquely predict NVAB in the final model. The predictors of NVAB, similar across states, included previous student NVAB, current alcohol and tobacco use, poor family management, association with antisocial friends, and low commitment to school. An implication of the findings is that US evidence-based prevention programmes targeting the influences investigated here could be trialled in Australia. © 2013 The Australian Psychological Society.",Adolescents; Antisocial behaviour; Cross-cultural study; Predictors; School suspension,"Hemphill, Sheryl A.; Kotevski, Aneta; Herrenkohl, Todd I.; Smith, Rachel; Toumbourou, John W.; Catalano, Richard F.",2013,10.1111/ajpy.12026,0,179
190,"Student and school factors associated with school suspension: A multilevel analysis of students in Victoria, Australia and Washington State, United States","One of the common issues schools face is how best to handle challenging student behaviors such as violent behavior, antisocial behavior, bullying, school rule violations, and interrupting other students' learning. School suspension may be used to remove students engaging in challenging behaviors from the school for a period of time. However, the act of suspending students from school may worsen rather than improve their behavior. Research shows that suspensions predict a range of student outcomes, including crime, delinquency, and drug use. It is therefore crucial to understand the factors associated with the use of school suspension, particularly in sites with different policy approaches to problem behaviors. This paper draws on data from state-representative samples of 3129 Grade 7 and 9 students in Washington State, United States and Victoria, Australia sampled in 2002. Multilevel modeling examined student and school level factors associated with student-reported school suspension. Results showed that both student (being male, previous student antisocial and violent behavior, rebelliousness, academic failure) and school (socioeconomic status of the school, aggregate measures of low school commitment) level factors were associated with school suspension and that the factors related to suspension were similar in the two states. The implications of the findings for effective school behavior management policy are that, rather than focusing only on the student, both student and school level factors need to be addressed to reduce the rates of school suspension. © 2013 Elsevier Ltd.",Bi-national study; Correlates; School exclusion; School level risk factors; School suspension,"Hemphill, Sheryl A.; Plenty, Stephanie M.; Herrenkohl, Todd I.; Toumbourou, John W.; Catalano, Richard F.",2014,10.1016/j.childyouth.2013.11.022,0,180
191,Modifiable determinants of youth violence in Australia and the United States: A longitudinal study,"Youth violence is a global problem. Few studies have examined whether the prevalence or predictors of youth violence are similar in comparable Western countries like Australia and the United States (US). In the current article, analyses are conducted using two waves of data collected as part of a longitudinal study of adolescent development in approximately 4,000 students aged 12 to 16 years in Victoria, Australia and Washington State, US. Students completed a self-report survey of problem behaviours including violent behaviour, as well as risk and protective factors across five domains (individual, family, peer, school, community). Compared to Washington State, rates of attacking or beating another over the past 12 months were lower in Victoria for females in the first survey and higher for Victorian males in the follow-up survey. Preliminary analyses did not show state-specific predictors of violent behaviour. In the final multivariate analyses of the combined Washington State and Victorian samples, protective factors were being female and student emotion control. Risk factors were prior violent behaviour, family conflict, association with violent peers, community disorganisation, community norms favourable to drug use, school suspensions and arrests. Given the similarity of influential factors in North America and Australia, application of US early intervention and prevention programs may be warranted, with some tailoring to the Australian context.",Adolescents; Cross-national study; Longitudinal study; Risk and protective factors; Youth violence,"Hemphill, Sheryl A.; Smith, Rachel; Toumbourou, John W.; Herrenkohl, Todd I.; Catalano, Richard F.; McMorris, Barbara J.; Romaniuk, Helena",2009,10.1375/acri.42.3.289,0,181
192,The Effect of School Suspensions and Arrests on Subsequent Adolescent Antisocial Behavior in Australia and the United States,"Purpose: To examine the effect of school suspensions and arrests (i.e., being taken into police custody) on subsequent adolescent antisocial behavior such as violence and crime, after controlling for established risk and protective factors in Victoria, Australia and Washington State, United States (U.S.). Methods: This article reports on analyses of two points of data collected 1 year apart within a cross-national longitudinal study of the development of antisocial behavior, substance use, and related behaviors in approximately 4000 students aged 12 to 16 years in Victoria, Australia and Washington State, U.S. Students completed a modified version of the Communities That Care self-report survey of behavior, as well as risk and protective factors across five domains (individual, family, peer, school, and community). Multivariate logistic regression analyses investigate the effect of school suspensions and arrests on subsequent antisocial behavior, holding constant individual, family, peer, school, and community level influences such as being female, student belief in the moral order, emotional control, and attachment to mother. Results: At the first assessment, school suspensions and arrests were more commonly reported in Washington, and school suspensions significantly increased the likelihood of antisocial behavior 12 months later, after holding constant established risk and protective factors (adjusted odds ratio [OR] 1.5, 95% confidence interval [CI] 1.1-2.1, p < .05). Predictors of antisocial behavior spanned risk and protective factors across five individual and ecological areas of risk. Risk factors in this study were pre-existing antisocial behavior (OR 3.6, CI 2.7-4.7, p < .001), association with antisocial peers (OR 1.8, CI 1.4-2.4, p < .001), academic failure (OR 1.3, CI 1.1-1.5, p < .01), and perceived availability of drugs in the community (OR 1.3, CI 1.1-1.5, p < .001). Protective factors included being female (OR 0.7, CI 0.5-0.9, p < .01), student belief in the moral order (OR 0.8, CI 0.6-1.0, p < .05), student emotional control (OR 0.7, CI 0.6-0.8, p < .001), and attachment to mother (OR 0.8, CI 0.7-1.0, p < .05). Conclusions: School suspensions may increase the likelihood of future vior. Further research is required to both replicate this finding and establish the mechanisms by which school suspensions exert their effects. © 2006 Society for Adolescent Medicine.",Adolescence; Predictors; Protective factors; Risk factors; Sanctions; viour; Youth,"Hemphill, Sheryl A.; Toumbourou, John W.; Herrenkohl, Todd I.; McMorris, Barbara J.; Catalano, Richard F.",2006,10.1016/j.jadohealth.2006.05.010,0,182
193,"Predictors and responses to the growth in physical violence during adolescence: A comparison of students in Washington State and Victoria, Australia","This study investigates patterns in violence over 3 time points in early to midadolescence in 2 statewide representative samples of youth, one in Washington State, USA, and the other in Victoria, Australia. Comparable data collection methods in both states were used to cross-nationally compare patterns of violence, risk factors, and responses to violence (school suspensions and arrests) in 2 policy contexts. Risk factors include early use of alcohol, binge drinking, involvement with antisocial peers, family conflict, poor family management, sensation seeking, and bully victimization. These are modeled as correlates of initial violence and predictors of change in violence over a 3-year period, from ages 12-15, for participating youth. Results suggest that patterns and predictors of violence are mostly similar in the 2 states. Initial levels of violence (age 13) and change over time in violence were associated in both states with more youth school suspensions and more police arrests in Grade 9. Some cross-national differences were also shown. For example, correlations of violence with gender and violence with binge drinking were stronger in Victoria, whereas correlations of violence with early use of alcohol and with antisocial peer involvement were stronger in Washington State. Antisocial peer involvement and family conflict were significant predictors of a gradual increase in violence from Grades 7-9 for youth in Victoria only. Implications are discussed with attention to prevention and intervention efforts. © 2012 American Orthopsychiatric Association.","Adolescents; Arrests; Family conflict; Risk factors; School suspensions; Victoria, Australia; Washington State; Youth violence","Herrenkohl, Todd I.; Hemphill, Sheryl A.; Mason, W. Alex; Toumbourou, John W.; Catalano, Richard F.",2012,10.1111/j.1939-0025.2011.01139.x,0,183
194,Risk Assessments of Epidural Analgesia During Labor and Delivery,"Epidural analgesia (EA) is one of the methods of choice for labor pain relief, but its adverse effects on the mother and child remain controversial. The objective of this study was to determine whether there is an association between the use of EA and different aspects of labor. The author(s) analyzed the effect of EA on different aspects of labor in a retrospective cohort observational study of deliveries in a public Spanish hospital during a 3-year period. Women with EA administration were found to increase the risk of stimulated labor, reduce the percentage of spontaneous deliveries, increase the risk of instrumental labor due to stalled labor or loss of fetal well-being, and increase the percentage of episiotomies. However, women with EA were not and increased risk for perineal laceration or the condition of the membranes at the delivery or with the type of placental expulsion. Thus, the administration of EA should be assessed in each case by the health care professional.",epidural analgesia; instrumental delivery; labor onset; labor progression; midwifery,"Herrera-Gómez, Antonio; De Luna-Bertos, Elvira; Ramos-Torrecillas, Javier; Ocaña-Peinado, Francisco M.; Ruiz, Concepción; García-Martínez, Olga",2018,10.1177/1054773817722689,0,184
195,"Warzone violence in Vietnam: An examination of premilitary, military, and postmilitary factors in PTSD in-patients","Studied the impact of childhood victimization and other premilitary factors on war zone abusive violence with 177 Vietnam combat veteran inpatients. Premilitary and military variables were also examined in relation to postmilitary variables, including violence and posttraumatic stress disorder (PTSD), using the Vietnam Era Stress Inventory, and the MMPI. Statistical analyses showed that none of the premilitary variables predicted war zone violence. However, high combat exposure did predict war zone abusive violence and PTSD. In addition, participation in war zone violence predicted postmilitary violence to self, spouse, and others. Although high rates of childhood victimization and high levels of combat exposure were found, neither predicted postmilitary violence, criminal activities, drug/alcohol problems, or suicide attempts. Low childhood adjustment ratings and school suspensions predicted adult alcohol abuse and drug abuse, respectively. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,"Hiley-Young, Bruce; Blake, Dudley David; Abueg, Francis R.; Rozynko, Vitali; Gusman, Fred D.",1995,10.1002/jts.2490080109,0,185
196,"The Law, the Courts, and the Education of Behaviorally Disordered Students","In recent years, the judicial branch of the government has become increasingly involved with the educational affairs of exceptional students. The potential for lawsuits involving behaviorally disordered students is particularly great because management strategies are often used which violate student rights. School personnel need to be aware of acceptable practices in order to avoid litigation. This article reviews and synthesizes judicial rulings related to corporal punishment, behavior management strategies, suspension and expulsion, and residential placement. Recent court decisions are discussed and issues related to behaviorally disordered students' rights are examined. Finally, recommendations for practice are presented.",,"Hindman, Sara E.",1986,10.1177/019874298601100402,1,186
197,Making an impact: An adventure into international pharmacy,"Objective: To support a medical team, organized by Shoulder to Shoulder, with pharmacy services in an effort to expand ongoing health care to a rural community in Honduras. Setting: Pharmacy services in a temporary medical clinic in a schoolhouse in Colomarigua, a small mountain village in Honduras. Practice description: Pharmacy services and medical care to address acute care needs of the people of Colomarigua, Honduras, during a week-long clinic. Interpreters assisted with patient counseling. Medication labels with pictures that connected doses to mealtimes increased patient understanding and the potential for medications to be dosed correctly. Fill lines were drawn on delivery devices for pediatric suspensions. An effort was made to avoid polypharmacy by communicating with physicians about the different prescriptions that were being prescribed in each household. Practice innovation: Not applicable. Main outcome measure: Not applicable. Results: We created a temporary clinic with a pharmacy and provided medical care to more than 600 children and adults in the surrounding regions. The medical team identified need for a feeding program, and local Shoulder to Shoulder teams began activities to support the community's development. Education programs were initiated to allow promising local children access to higher education. Conclusion: Challenges to providing optimal pharmaceutical care included language barriers, space and flow of the pharmacy, and a limited formulary. Benefits included gaining a whole new perspective on pharmacotherapy, health, and the importance of service to those in need whether abroad or at home.",Brigades; International pharmacy; Medical missions; Volunteering,"Hitch, William; Ransom, Matthew",2009,,0,187
198,Prevalence and predictors of expulsion in home-based child care settings,"This study explored the prevalence of expulsion in home-based child care (HBCC) settings using a nationally representative sample of HBCC providers from the National Survey of Early Care and Education. In addition to prevalence, enrollment and provider characteristics that predicted expulsion were examined. Although there is increasing awareness of the prevalence of early childhood suspension and expulsion in early care and education settings and the negative effects it has on children's development, few studies have included or focused on HBCC, where many children receive care. This study highlights that many home-based providers, especially listed providers, report that they expelled at least one child within the last year. Significant predictors of expulsion emerged, including enrollment characteristics such as caring for children with disabilities, enrolling more children, and caring for children unrelated to the provider. Provider characteristics, including years of experience, provider education, and provider age, also predicted provider report of expulsion. These results provide insight as to possible strategies that may be effective in reducing expulsion rates in this caregiving context.",challenging behavior; early childhood education; expulsion; family child care; home-based child care; 家庭儿童看护; 家庭托儿所; 幼儿教育; 开除; 挑战性行为,"Hooper, Alison; Schweiker, Claire",2020,10.1002/imhj.21845,1,188
199,Influence of behavioral concerns and early childhood expulsions on the development of early childhood mental health consultation in Colorado,"This article examines how the Colorado study Children With Social, Emotional and Behavioral Concerns and the Providers Who Support Them (S.D. Hoover, 2006) was used to advance a statewide agenda for early childhood mental health consultation in Colorado. The study involved a survey of licensed childcare providers throughout the state asking about the behavior of children in their care and their responses to that behavior. Exclusion of children from early care and education settings due to challenging behavior was found to be a significant problem taking a toll on families, children, and early care and education providers. Importantly, results from the survey indicated that the rate of exclusion of children from care due to challenging behavior was lower for family childcare providers who had access to mental health consultation. Recommendations are offered regarding the infrastructure needed to sustain mental health consultation capacity in early care and education settings, and related policies and practices. © 2012 Michigan Association for Infant Mental Health.",,"Hoover, Sarah D.; Kubicek, Lorraine F.; Rosenberg, Cordelia Robinson; Zundel, Claudia; Rosenberg, Steven A.",2012,10.1002/imhj.21334,1,189
200,Treating children with early-onset conduct problems and callous–unemotional traits: an empirical evaluation of KooLKIDS,"Children with early-onset conduct problems (EOCP) and callous–unemotional (CU) traits are highly resistant to treatment and cost society significantly more than their healthy counterparts. Employing a multiple baseline design, 13 males (9.0–10.2 years of age) with a history of school suspensions were sequentially introduced to KooLKIDS, a school-based interactive multimedia intervention for young children with EOCP and CU. Teacher and child self-report data revealed significant reductions for the group in proactive and reactive aggression, and antisocial traits. Significant changes in the desired direction were also found on measures of emotion regulation. When the data were analyzed for each individual child, however, the magnitude of any effects for behaviour change varied greatly. KooLKIDS offers potential for treating children with EOCP and CU and hence preventing progression towards more serious antisocial behaviour.",callous–unemotional; children; Early-onset conduct problems; intervention,"Houghton, Stephen; Carroll, Annemaree; Zadow, Corinne; O’connor, Emma Sanders; Hattie, John; Lynn, Sasha",2017,10.1080/13632752.2017.1301646,0,190
201,Delayed hepatic rupture post ultrasound-guided percutaneous liver biopsy,"Rationale: Hemorrhage, one of complications after liver biopsy, is often identified immediately after the procedure while delayed liver rupture is relatively rare. Patient concerns: A 45-year-old woman was diagnosed with undetermined liver cirrhosis and abnormal liver function. To determine the etiology and severity of liver cirrhosis, ultrasound-guided liver biopsy was arranged. The patients did not complain any pain during the procedure. Ultrasound examination on postoperative day1 (POD 1) and MRI on POD 3 showed no evidence of hematoma and ascites. On POD 7, however, the patient was taken to the hospital with a sudden onset of pain in the right upper quadrant of the abdomen. Diagnoses: Contrast-enhanced computed tomography revealed liver rupture of right inferior segment of the liver with subcapsular hematoma. Interventions: Patient was treated with infusion of 2-unit red blood cell suspension, fluid and hemostatics. Outcomes: The vital signs of the patient were stabilized after the therapy. The follow-up ultrasound 1 month later showed a shrunken subcapsular hematoma measuring 4.2 × 2.1 cm at the right lobe. Lessons: Whenever a liver biopsy procedure is performed, the care should be taken to avoid puncturing those areas that may have liver incisure. Moreover, the patient need to rest for several days and to avoid heavy activities, which is one of the major risk factors for post-procedure bleeding.",complications; hemorrhage; liver biopsy; liver rupture; ultrasound,"Huang, Jia Yan; Lu, Qiang; Liu, Ji Bin",2018,10.1097/MD.0000000000009955,0,191
202,Creating Safer and More Nurturing Schools: Expanding the Capacity of Schools in the Era of Future National Reform,"Positive academic performance is a strong indicator of subsequent positive life course outcomes (e.g., employment) as well as underrepresentation in psychiatric populations, drug use, school dropout, and subsequent legal trouble (A. Farn & J. Adams, 2016). As such, helping all children to be successful in school is a top priority for parents, educators, and politicians alike. However, schools are challenged by an increasing demand to meet children's health and metal health needs in order for them to benefit from, and progress in, their educational experience. Public concerns regarding violent acts on school property have highlighted the need to address student and teacher safety. The authors provide recommendations for school psychologists regarding promising practices that respond to national initiatives to prevent school violence, increase access to health and mental health care, and enhance equity among students.",Health and mental health access in schools; school safety; school violence prevention,"Hughes, Tammy L.; Fenning, Pamela A.; Crepeau-Hobson, Franci; Reddy, Linda A.",2017,10.1080/15377903.2017.1317146,0,192
203,An evaluation of a short cognitive-behavioural anger management intervention for pupils at risk of exclusion,"An increasing number of children and young people are being excluded from school as a direct result of anger management problems. The research literature suggests that short cognitive-behavioural intervention programmes may be effective in helping young people understand and control their anger. The aim of the current study was to evaluate the effectiveness of a short cognitive-behavioural anger management intervention in reducing problem behaviours in school, and to identify factors that may facilitate or impede participant progress on such a programme. The sample comprised 12 young people (mean age 14y 2m) referred for anger problems in an inner-city school in the north-west of England. A phase change (baseline, intervention, follow-up) design was implemented to measure changes in problem behaviours using the Revised Rutter Scale for Teachers. This was augmented by qualitative data gathered in interviews and non-participant observations. Significant improvements in behaviour were observed as a result of the intervention, although for some domains this was not maintained at four-week follow-up. Analysis of qualitative data revealed a number of issues that might impact on the success of an intervention, including notions of power in the classroom, treatment readiness, and the importance of sharing thoughts, feelings and experiences with others. Despite limitations inherent in the research design, the intervention was deemed a success. However, our findings show the need for researchers and practitioners alike to 'look beyond the child' when hypothesising about the causes of anger problems in educational contexts. © 2006 SEBDA.",Adolescence; Anger management; Cognitive-behavioural therapy,"Humphrey, Neil; Brooks, A. George",2006,10.1080/13632750500392856,0,193
204,Factors associated with treatment compliance in a population of juvenile sexual offenders,"Structural equation modeling was utilized to assess predictors of outcomes in a sample of 204 juvenile male sexual offenders participating in community-based treatment programming. Lower levels of client denial at intake predicted successful program compliance. Higher levels of denial were found in nonadjudicated youths. Although program attrition was high (50% in the first year), relatively few youths were expelled for sexual (4.9%) or nonsexual delinquency (6.6%) over a 12- to 24-month period. Program failure during years 1 and 2 was attributable largely to expulsion for failure to comply with attendance requirements and/or therapeutic directives. Youths failing to comply were found to have higher overall levels of measured sexual maladjustment and may be at greater long-term risk for sexual recidivism. Implications of the findings for clinical risk assessment, and directions for future research, are discussed. © 1999 Plenum Publishing Corporation.",Cognitive distortions; Denial; Juvenile offenders; Sexual offender treatment; Treatment compliance,"Hunter, John A.; Figueredo, Aurelio José",1999,10.1177/107906329901100105,0,194
205,Liposomal Bupivacaine Versus Standard Periarticular Injection in Total Knee Arthroplasty With Regional Anesthesia: A Prospective Randomized Controlled Trial,"Background: Liposomal bupivacaine (Exparel) is a long-acting local anesthetic preparation with demonstrated efficacy over placebo in reducing postoperative pain and opioid requirement. Limited comparative efficacy and cost-effectiveness data exist for its use in total knee arthroplasty (TKA) when used in a multimodal, opioid-sparing analgesic and anesthetic approach. We hypothesized that liposomal bupivacaine offers no clinical advantage over our standard of care but carries significant economic impact. Methods: This is a prospective, randomized, single-blinded, controlled trial comparing liposomal bupivacaine periarticular injection (PAI) to our current approach including conventional bupivacaine PAI, in the setting of regional anesthesia. All adult unilateral TKA patients of the collaborating surgeon were eligible to participate in the study. Patients were randomized 1:1 to either the liposomal bupivacaine protocol or the standard-of-care protocol. All patients received regional anesthesia and standard postoperative analgesia protocols. Patients and all postoperative healthcare providers were blinded to study arm assignment. Results: A total of 59 patients were enrolled per our a priori power calculation after 1 exclusion for randomization error. No significant demographic differences between the study arms were found. There was no statistically significant difference in the primary outcome of number of physical therapy (PT) sessions required to achieve home-going discharge goals (3.0 ± 1.2 vs 3.6 ± 1.3, P =.137), nor in the clinical secondary outcomes. A significant difference in medication charges was found. Conclusion: Our study supports earlier literature suggesting no significant clinical benefit of using liposomal bupivacaine over standard of care in TKA and underscores cost-of-care concerns with this agent.",bupivacaine; liposomal bupivacaine; multimodal analgesia; periarticular injection; total knee arthroplasty,"Hyland, Sara J.; Deliberato, David G.; Fada, Robert A.; Romanelli, Michael J.; Collins, Christy L.; Wasielewski, Ray C.",2019,10.1016/j.arth.2018.11.026,0,195
207,Parental History of Disruptive Life Events and Household Food Insecurity,"Objective To investigate whether a history of disruptive life events (ie, school suspension or expulsion, job termination, hospitalization for mental health, and/or criminal justice involvement) among parents is positively associated with household food insecurity. Design Structured interviews and self-report surveys. Setting Households across all 50 states in the US. Participants Subsample of 6,270 households that participated in the Early Childhood Longitudinal Study–Birth Cohort with valid maternal and paternal data. Main Outcome Measures Food insecurity was measured when children were aged 9 months (wave 1), 2 years (wave 2), and 4 years (wave 3). Parental history of disruptive life events was measured at wave 1. Analysis Logistic regression was used to carry out the analyses. Results Each examined disruptive life event was associated with a significant increase in the odds of persistent household food insecurity (P <.05). The probability of persistent household food insecurity was >6 times as large in households with 1 or both parents reporting the occurrence of each of the disruptive life events, relative to households with none of these parental risk factors. Conclusions and Implications Practitioners may want to consider parental history of various disruptive life events in their assessment of familial risk of household food insecurity. Future policy efforts might include a cost–benefit estimate analysis of intervening earlier in the food insecurity–disruptive life events nexus to advocate for savings to the taxpayer for prevention services. Moreover, future research could evaluate these practice and policy-driven efforts using quasi-experimental designs.",adverse life events; children; food insecurity; health; parents,"Jackson, Dylan B.; Vaughn, Michael G.",2017,10.1016/j.jneb.2017.04.010,0,196
208,Upper airway obstruction in children with down syndrome,"Objective: To analyze the complex nature of upper airway obstruction (UAO) and the response to surgery in children with Down syndrome. Design: Retrospective medical chart review of all patients with Down syndrome who had UAO during a 5-year period. Setting: Academic tertiary care children's hospital. Patients: Seventy-one pediatric patients with Down syndrome who bad significant UAO. Thirty-four patients bad pulmonary artery hypertension; 44 patients had multiple sites of airway obstruction. The obstructive problems included lymphoid hyperplasia, macroglossia, narrow nasopharynx, laryngomalacia, congenital subglottic stenosis, tracheobronchomalacia, and tracheal stenosis. Interventions: Children with Down syndrome and UAO underwent surgical procedures including tonsillectomy, adenoidectomy, tonsillar pillar plication, uvulopalatopharyngoplasty, anterior tongue reduction, tonguehyoid suspension, laryngotracheoplasty, and tracheotomy. Main Outcome Measures: Postoperative symptoms found on medical chart review, or parental telephone survey, or both, and results of postoperative diagnostic tests. Patients were grouped as 'improved' or having 'significant residual symptoms.' Results: Twenty-seven of the 55 surgical patients had mild obstructive symptoms, and most improved after tonsil or adenoid surgery, or both. The remaining patients were younger and had more severe symptoms, multiple sites of obstruction, and a high incidence of cardiac disease. Eleven (39%) of the 28 patients in this group had significant residual symptoms after surgery. Four children are tracheotomy-dependent. Five deaths occurred; 3 were attributable to the upper airway. Conclusions: Upper airway obstruction in children with Down syndrome often is a complex process with multilocal causes. Residual symptoms of airway obstruction are common after surgery. A comprehensive and individualized approach is important in the management of UAO in Down syndrome.",,"Jacobs, Jan N.; Gray, Robert F.; Todd, N. Wendell",1996,,0,197
209,Punishment and Inequality at an Early Age: Exclusionary Discipline in Elementary School,"We advance current knowledge of school punishment by examining (1) the prevalence of exclusionary discipline in elementary school, (2) racial disparities in exclusionary discipline in elementary school, and (3) the association between exclusionary discipline and aggressive behavior in elementary school. Using child and parent reports from the Fragile Families Study, we estimate that more than one in ten children born between 1998 and 2000 in large US cities were suspended or expelled by age nine, when most were in third grade. We also find extreme racial disparity; about 40 percent of non-Hispanic black boys were suspended or expelled, compared to 8 percent of non-Hispanic white or other-race boys. Disparities are largely due to differences in children's school and home environments rather than to behavior problems. Next, consistent with social stress and strain theories, we find suspension or expulsion associated with increased aggressive behavior in elementary school. This association does not vary by race but is robust to a rich set of covariates, within-individual fixed effects, and matching methods. In conjunction with what we find for racial disparities, our results imply that school discipline policies relying heavily on exclusionary punishment may be fostering childhood inequality.",,"Jacobsen, Wade C.; Pace, Garrett T.; Ramirez, Nayan G.",2019,10.1093/sf/soy072,0,198
210,Improved pain management with daily nursing intervention during radiation therapy for head and neck carcinoma,"This study evaluated the response to a defined mouth care and analgesic treatment protocol for oropharyngeal mucositis in patients undergoing radiation therapy for head and neck carcinoma. Nineteen patients completed a 15 question pain survey before each radiation treatment. Patients were given instructions on the use of mouthwashes and a three-step analgesic protocol: acetaminophen, acetaminophen with codeine suspension, and oral morphine (20 mg/mL) for mild, moderate, and severe pain, respectively. Patients were seen daily by a radiation therapy nurse who reviewed the survey and prompt changes in the prescribed analgesic regimen were then made by a physician. Marked differences in control of pain related to radiation mucositis were observed when compared to patients from our prior study who used the same daily survey but had only sporadic nursing intervention and no analgesic protocol. Patients having daily nursing intervention reported fewer days of moderate/severe pain, had less pain throughout the day, and noted less disturbance in sleep, eating, and energy level. Weight loss of greater than 5 kg was noted in only three patients. Analgesics were used on 77% of treatment days and relieved all or most of the pain in 94% of these days. Daily review of a symptom survey by a radiation therapy nurse, combined with a well-defined strategy for mouth care, and analgesics results in improved pain management of radiation induced oropharyngeal mucositis because of prompt attention to patient needs. Future trials should incorporate defined strategies for oral care and analgesic use to control for possible bias in assessing efficacy. © 1992.",Cancer pain; Head and neck cancer; Radiation therapy,"Janjan, N. A.; Weissman, D. E.; Pahule, A.",1992,10.1016/0360-3016(92)90024-C,0,199
211,Prediction of delayed colonic transit using Bristol stool form and stool frequency in Eastern constipated patients: A difference from the West,"Background/Aims The correlation between the Bristol stool form scale (BSFS) and colonic transit time (CTT) has been reported in Western populations. Our study aims to study the relationship between BSFS, stool frequency, and CTT in Eastern patients with chronic constipation. Methods A total of 144 chronic functional constipation patients underwent colonic transit study by using radio-opaque markers, anorectal manometry, and balloon expulsion test. Stool diary including stool forms and frequency was recorded. Delayed CTT was defined as the retention of more than 20.0% of radio-opaque markers in the colon on day 5. Results Twenty-five patients (17.4%) had delayed colonic transit. Mean 5-day BSFS (OR, 0.51; 95% CI, 0.34-0.79; P = 0.021) and stool frequency (OR, 0.60; 95% CI, 0.44-0.83; P = 0.002) were independently associated with delayed CTT by logistic regression analysis. Mean 5-day BSFS (area under the curve [AUC], 0.73; 95% CI, 0.62-0.84; P < 0.001) and stool frequency (AUC, 0.75; 95% CI, 0.63-0.87; P < 0.001) fairly predicted delayed CTT. The optimal mean 5-day BSFS of ≤ 3 provided 68.0% sensitivity, 69.7% specificity, and 69.4% accuracy, and the optimal stool frequency ≤ 2 bowel movements in 5 days provided 64.0% sensitivity, 83.1% specificity, and 84.0% accuracy for predicting delayed CTT. Conclusions Both stool form and frequency were significantly associated with delayed CTT. Stool frequency ≤ 2 and BSFS 1-3 rather than BSFS 1-2 that was used in the Westerners could be used as surrogate for delayed CTT in Eastern patients with constipation.",Bristol stool scale; Colonic motility; Colonic transit time; Constipation,"Jaruvongvanich, Veeravich; Patcharatrakul, Tanisa; Gonlachanvit, Sutep",2017,10.5056/jnm17022,0,200
212,The persistent effects of maternal infection on the offspring's cognitive performance and rates of hippocampal neurogenesis,"Accumulating evidence indicates that perinatal infection is a major cause of neonatal neurologic morbidity. Here we explored the effects of maternal infection on the offspring's cognitive performance and hippocampal neurogenesis. Pregnant rats were treated with Escherichia coli suspension and allowed to deliver. Proliferating cells in the hippocampus were examined at postnatal (P) 3, 7, 14, and 28. days and neuronal survival/differentiation was assessed at P28. Additionally, we examined the expressions of BDNF, TrkB and Akt. The cognitive performance of the offspring was assessed by the Morris water maze test. We found that maternal infection significantly impaired the offspring's spatial learning ability and spatial memory, thus could delay the cognitive performance development. Maternal infection significantly increased the number of proliferating cells in the offspring's hippocampus at postnatal 3, 7 and 14. days, accompanied by significantly increased expressions of BDNF, TrkB and p-Akt at postnatal 3 and 7. days. On postnatal 28. days, maternal infection did not significantly affect the neuronal and glial differentiation, nor any significant changes in the expression levels of BDNF and TrkB in the hippocampus. Our result suggests that the hippocampal neurogenesis level may increase during early postnatal period after maternal infection. Increase of BDNF/TrkB expression and Akt activity may be the contributing molecular mechanism. © 2013 Elsevier Inc.",Cognitive performance; Intrauterine infection; Neurogenesis; PI3K-Akt signaling pathway,"Jiang, Peifang; Zhu, Tao; Zhao, Wenting; Shen, Jue; Yu, Yonglin; Xu, Jialu; Chen, Xi; Yu, Huimin",2013,10.1016/j.pnpbp.2013.03.007,0,201
