X,title,abstract,authors,Included,ID
1159,Prevalence and risk factors of video game dependency in adolescence: Results of a German nationwide survey,"In this article, results of a German nationwide survey (KFN schools survey 2007/2008) are presented. The controlled sample of 44,610 male and female ninth-graders was carried out in 2007 and 2008 by the Criminological Research Institute of Lower Saxony (KFN). According to a newly developed screening instrument (KFNCSAS- II), which was presented to every third juvenile participant (N = 15,168), 3% of the male and 0.3% of the female students are diagnosed as dependent on video games. The data indicate a clear dividing line between extensive gaming and video game dependency (VGD) as a clinically relevant phenomenon. VGD is accompanied by increased levels of psychological and social stress in the form of lower school achievement, increased truancy, reduced sleep time, limited leisure activities, and increased thoughts of committing suicide. In addition, it becomes evident that personal risk factors are crucial for VGD. The findings indicate the necessity of additional research as well as the respective measures in the field of health care policies. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)prevalence, risk factors, video game dependency, diagnosis, health care policy, Computer Games, Diagnosis, Epidemiology, Risk Factors, Health Care Policy","Rehbein, Florian; Psych, Grad; Kleimann, Matthias; Mediasci, Grad & MÃ¶ÃŸle, Thomas",0,1159
1160,Platelet monoamine oxidase activity in patients with winter seasonal affective disorder,"Examined whether high or low levels of platelet MAO activity are associated with an increased risk of winter seasonal affective disorder (SAD) or of developing characteristic vegetative symptoms during episodes of the disorder. The relationship between MAO activity and a measure of seasonal variation in sleep length, social activity, mood, weight, appetite, and energy level was examined for 49 patients with SAD, 11 patients with subsyndromal SAD, and 25 normal volunteers. Data indicate significantly higher levels of platelet MAO activity in females. MAO activity (whether high or low) was not associated with a significant increase in risk of SAD or of developing hypersomnia, hyperphagia, or carbohydrate craving during episodes of winter depression. Ss who had made suicide attempts during an episode of SAD had significantly lower mean levels of platelet MAO activity than other Ss. (PsycINFO Database Record (c) 2012 APA, all rights reserved)levels of MAO activity, risk of winter seasonal affective disorder & vegetative & other symptoms, patients with seasonal affective disorder, Monoamine Oxidases, Seasonal Affective Disorder, Susceptibility (Disorders), Symptoms","Reichborn-Kjennerud, Ted; LingjÃ¦rde, Odd & Oreland, Lars",0,1160
1161,Prevalences and correlates of sleep problems among adolescents in specialty mental health services and in the community: what differs?,"Aims: Knowledge of sleep problems and their relationships among adolescent psychiatric patients is limited. This study investigated whether adolescents in specialty mental health care differ in rate and correlates of sleep problems from adolescents in a community sample; 2465 adolescents from a community sample were compared with a representative clinical sample of 129 adolescent patients.; Methods: Comparisons were made on frequent sleep problems according to scores on the Youth Self-Report, the Mood and Feelings Questionnaire, and instruments assessing coping styles, stresses and family functioning.; Results: Sleep problems were more frequent in the clinical sample than the community sample (31.3% vs. 5%). Sleeping little and being overtired were the most common sleep problems. Sleep problems were multivariately associated with internalizing problems in both samples. Poor family functioning and distractive coping were multivariately associated with sleep problems among adolescent patients, whereas depressive symptoms were multivariately associated in community adolescents.; Conclusions: Prevalences of sleep problems were high among adolescent patients. However, sleep problems may be in danger of being unnoticed in clinical practice. Clinicians should ask about such problems and be aware of possible connections with family functioning, depression and suicidality. Therapeutic interventions directed towards sleep problems should be considered.;Community Mental Health Services/*statistics & numerical data, Mental Disorders/*epidemiology, Sleep Wake Disorders/*epidemiology, Comorbidity, Cross-Sectional Studies, Female, Health Surveys, Humans, Internal-External Control, Life Change Events, Male, Multivariate Analysis, Norway, Personality Inventory/statistics & numerical data, Psychometrics, Reference Values, Risk Factors, Self-Injurious Behavior/epidemiology, Self-Injurious Behavior/psychology, Sex Factors, Statistics as Topic, Suicide, Attempted/psychology, Suicide, Attempted/statistics & numerical data","Reigstad, BjÃ¸rn; JÃ¸rgensen, Kirsti; Sund, Anne Mari & WichstrÃ¸m, Lars",1,1161
1162,"Safety and efficacy of pridopidine in patients with Huntington's disease (PRIDE-HD): a phase 2, randomised, placebo-controlled, multicentre, dose-ranging study","Background: Previous trials have shown that pridopidine might reduce motor impairment in patients with Huntington's disease. The aim of this study was to ascertain whether higher doses of pridopidine than previously tested reduce motor symptoms in a dose-dependent manner while maintaining acceptable safety and tolerability.; Methods: PRIDE-HD was a randomised, placebo-controlled, phase 2, dose-ranging study in adults (aged â‰¥21 years) with Huntington's disease at outpatient clinics in 53 sites across 12 countries (Australia, Austria, Canada, Denmark, France, Germany, Italy, Poland, Russia, the Netherlands, the UK, and the USA). Eligible patients had clinical onset after age 18 years, 36 or more cytosine-adenine-guanine repeats in the huntingtin gene, motor symptoms (Unified Huntington's Disease Rating Scale total motor score [UHDRS-TMS] â‰¥25 points), and reduced independence (UHDRS independence score â‰¤90%). Patients were randomly assigned (1:1:1:1:1) with centralised interactive-response technology to receive one of four doses of pridopidine (45, 67Â·5, 90, or 112Â·5 mg) or placebo orally twice a day for 52 weeks. Randomisation was stratified within centres by neuroleptic drug use. The primary efficacy endpoint was change in the UHDRS-TMS from baseline to 26 weeks, which was assessed in all randomised patients who received at least one dose of study drug and had at least one post-baseline efficacy assessment (full analysis set). Participants and investigators were masked to treatment assignment. This trial is registered with EudraCT (2013-001888-23) and ClinicalTrials.gov (NCT02006472).; Findings: Between Feb 13, 2014, and July 5, 2016, 408 patients were enrolled and randomly assigned to receive placebo (n=82) or pridopidine 45 mg (n=81), 67Â·5 mg (n=82), 90 mg (n=81), or 112Â·5 mg (n=82) twice daily for 26 weeks. The full analysis set included 397 patients (81 in the placebo group, 75 in the 45 mg group, 79 in the 67Â·5 mg group, 81 in the 90 mg group, and 81 in the 112Â·5 mg group). Pridopidine did not significantly change the UHDRS-TMS at 26 weeks compared with placebo at any dose. The most frequent adverse events across all groups were diarrhoea, vomiting, nasopharyngitis, falls, headache, insomnia, and anxiety. The most common treatment-related adverse events were insomnia, diarrhoea, nausea, and dizziness. Serious adverse events occurred in the pridopidine groups only and were most frequently falls (n=5), suicide attempt (n=4), suicidal ideation (n=3), head injury (n=3), and aspiration pneumonia (n=3). No new safety or tolerability concerns emerged in this study. One death in the pridopidine 112Â·5 mg group due to aspiration pneumonia was considered to be possibly related to the study drug.; Interpretation: Pridopidine did not improve the UHDRS-TMS at week 26 compared with placebo and, thus, the results of secondary or tertiary analyses in previous trials were not replicated. A potentially strong placebo effect needs to be ruled out in future studies.; Funding: Teva Pharmaceutical Industries.; Copyright Â© 2019 Elsevier Ltd. All rights reserved.","Reilmann, Ralf; McGarry, Andrew; Grachev, Igor D.; Savola, Juha-Matti; Borowsky, Beth; Eyal, Eli; Gross, Nicholas; Langbehn, Douglas; Schubert, Robin; Wickenberg, Anna Teige; Papapetropoulos, Spyros; Hayden, Michael; Squitieri, Ferdinando; Kieburtz, Karl & Landwehrmeyer, G.  Bernhard",1,1162
1163,A randomized placebo-controlled trial of varenicline for smoking cessation allowing flexible quit dates,"Introduction: Current smoking cessation guidelines recommend setting a quit date prior to starting pharmacotherapy. However, providing flexibility in the date of quitting may be more acceptable to some smokers. The objective of this study was to compare varenicline 1 mg twice daily (b.i.d.) with placebo in subjects using a flexible quit date paradigm after starting medication. Methods: In this double-blind, randomized, placebo-controlled international study, smokers of â‰¥10 cigarettes/day, aged 18-75 years, and who were motivated to quit were randomized (3:1) to receive varenicline 1 mg b.i.d. or placebo for 12 weeks. Subjects were followed up through Week 24. Subjects were instructed to quit between Days 8 and 35 after starting medication. The primary endpoint was carbon monoxide-confirmed continuous abstinence during Weeks 9-12, and a key secondary endpoint was continuous abstinence during Weeks 9-24. Results: Overall, 493 subjects were randomized to varenicline and 166 to placebo. Continuous abstinence was higher for varenicline than for placebo subjects at the end of treatment (Weeks 9-12: 53.1% vs. 19.3%; odds ratio [OR] 5.9; 95% CI, 3.7-9.4; p < .0001) and through 24 weeks follow-up (Weeks 9-24: 34.7% vs. 12.7%; OR 4.4; 95% CI, 2.6-7.5; p < .0001). Serious adverse events occurred in 1.2% varenicline (none were psychiatric) and 0.6% placebo subjects. Fewer varenicline than placebo subjects reported depression-related adverse events (2.3% vs. 6.7%, respectively). Conclusions: Varenicline 1 mg b.i.d. using a flexible quit date paradigm had similar efficacy and safety compared with previous fixed quit date studies. (PsycINFO Database Record (c) 2013 APA, all rights reserved). (journal abstract)placebo, clinical trials, varenicline, smoking cessation, flexible quit dates, Drug Therapy, Placebo, Smoking Cessation, Clinical Trials","Rennard, Stephen; Hughes, John; Cinciripini, Paul M.; Kralikova, Eva; Raupach, Tobias; Arteaga, Carmen; St Aubin, Lisa B. & Russ, Cristina",0,1163
1164,Evaluation of cholesterol as a biomarker for suicidality in a veteran sample,"A reduction in total cholesterol may alter the microviscosity of the braincell- membrane, reducing serotonin receptor exposure. The resulting imbalance between serotonin and dopamine may lead to an increased risk for suicidality. The objective of this research was to evaluate total cholesterol as a biological marker for suicidality in a sample of US military veterans. The study population consisted of veterans who received care at the Coatesville Veterans Affairs Medical Center (VAMC) and were included in the Suicide Prevention Coordinatorâ€™s database for having suicidal ideation with evidence of escalating intent, a documented suicide attempt, or committed suicide between 2009 and 2015. The veteransâ€™ medical data were obtained from the facilityâ€™s computerized patient record system. The final sample was 188 observations from 128 unique veterans. Veterans with total cholesterol levels below 168 mg/dl appeared to have a higher suicide risk than those with higher levels. The cholesterol levels of veterans reporting suicidal ideation or attempt were significantly lower than the group reporting neither [F(2, 185) = 30.19, p < .001]. When data from multiple visits were available, veterans reporting suicidal ideation or attempt had experienced a significant (20%) decrease in cholesterol levels from an earlier visit in which they did not report suicidality. A latent class analysis revealed that among other differences, suicidal veterans were younger, leaner, and had more anxiety, sleep problems, and higher education than those being seen for an issue unrelated to suicidality. (PsycINFO Database Record (c) 2019 APA, all rights reserved)veteran, suicide, biomarkers, cholesterol, Adult, Biomarkers, Cholesterol, Female, Humans, Male, Middle Aged, Military Personnel, Risk Factors, Suicidal Ideation, Suicide, United States, Veterans, Biological Markers, Cholesterol, Suicide, Suicidality, Military Veterans","Reuter, Chuck; Caldwell, Barbara & Basehore, Heather",1,1164
1165,Treatment of major depression in later life: a life cycle perspective,"The goal of this article is to provide a life-cycle perspective on the treatment of major depressive episodes in later life. Our studies have suggested that older patients appear to benefit as much, though perhaps more slowly, than mid-life patients from acute combined treatment (nortriptyline+interpersonal psychotherapy) of major depression. Given also the apparently higher relapse rate among the elderly, however, continuation treatment needs to be vigorous and closely monitored. The occurrence of severe life events prior to the index episode and the co-existence of an anxiety disorder both appear to prolong treatment response times, while chronic medical burden per se neither compromises response rates nor prolongs time to response. Self-rated perception of health improves with remission of depression in the elderly. As in mid-life patients, both antidepressant medication (nortriptyline) and interpersonal psychotherapy appear to possess chronic efficacy with respect to the prevention of recurrent episodes and prolongation of wellness. Finally, treatment of depression in the elderly results in improved quality of life, especially in domains of well being and coping. Particular challenges in the treatment of elderly patients are noncompliance and the prevention of suicide. The latter is closely linked to feelings of hopelessness, and these may be persistent in some patients.;Psychotherapy*/methods, Psychotherapy*/standards, Antidepressive Agents/*therapeutic use, Depression/*therapy, Geriatric Psychiatry/*methods, Nortriptyline/*therapeutic use, Aged, Anxiety/complications, Bereavement, Clinical Trials as Topic, Combined Modality Therapy/standards, Depression/complications, Depression/prevention & control, Health Status, Humans, Interpersonal Relations, Life Change Events, Patient Compliance, Prognosis, Quality of Life, Recurrence, Risk Factors, Sleep/physiology, Suicide/psychology, Treatment Outcome","Reynolds, C F, 3rd",0,1165
1166,Chronic depression in the elderly: approaches for prevention,"Depression in old age frequently follows a chronic and/or relapsing course, related to medical comorbidity, cognitive impairment and depletion of psychosocial resources. As endorsed by the US National Institutes of Health (NIH) Consensus Development Conference on the Diagnosis and Treatment of Late Life Depression, a major goal of treatment is to prevent relapse, recurrence and chronicity. We believe that most, if not all, elderly patients with major depressive episodes are appropriate candidates for maintenance therapy, because of the vulnerability to relapse and recurrence and because of the favourable benefit to risk ratio of available treatments. Antidepressant pharmacotherapy is the mainstay of this therapeutic goal, but psychosocial approaches (especially interpersonal psychotherapy) have also been shown to contribute significantly to prevention of a chronic depressive illness and to prevention of the disability that attends depression. Studies published to date have established the long term or maintenance efficacy of the tricyclic antidepressant nortriptyline. Current, ongoing studies are addressing the maintenance efficacy of paroxetine and citalopram to prolong recovery in depression associated with old age. These studies are focusing particularly on patients aged 70 years and above, who are at high risk of recurrence, and on patients in primary care settings, where under-recognition and under-treatment of depression in the elderly have been costly from a public health perspective in terms of increased medical utilisation, burden to patients and families, and high rates of suicide. Depression in old age is a major contributor to the global burden of illness-related disability, but it is extremely treatable if appropriate pharmacotherapy is prescribed and accepted by patients and their caregivers.; Depression/*prevention & control, Aged, Chronic Disease, Depression/therapy, Humans, Public Health","Reynolds, C F, 3rd; Alexopoulos, G.  S.; Katz, I.  R. & Lebowitz, B.  D.",1,1166
1167,Paroxetine Treatment of Primary Insomnia in Older Adults,"Objective: The goal of this study was to test the efficacy of paroxetine for primary insomnia in older adults. Methods: Adults over age 55 with primary insomnia were randomly assigned to six weeks of double-blind treatment with paroxetine (N=14) or placebo (N=13). Outcome measures included persistence or resolution of insomnia; weekly diary measures of sleep quality, daytime alertness, and mood; and pre-/postpolysomnographic measures of sleep latency, wake time after sleep onset, and sleep efficiency. Results: Although weekly diary-based measures showed improved subjective sleep quality, daytime alertness, and mood with paroxetine, the authors observed no effect on sleep efficiency or categorical response rates. Conclusion: Paroxetine appears to be ineffective for treating primary insomnia in old age. (PsycINFO Database Record (c) 2013 APA, all rights reserved). (journal abstract)paroxetine, older adults, treatment, primary insomnia, efficacy, Drug Therapy, Insomnia, Paroxetine, Geriatric Patients","Reynolds, Charles F. III; Buysse, Daniel J.; Miller, Mark D.; Pollock, Bruce G.; Hall, Martica & Mazumdar, Sati",0,1167
1168,Self-immolation a predictable method of suicide: a comparison study of warning signs for suicide by self-immolation and by self-poisoning,"Objective: Understanding warning signs for suicide is a crucial aspect of suicide prevention. This study was designed to compare warning signs prior to suicide attempt by self-immolation versus suicide attempt by self-poisoning among consecutive referrals for treatment after suicide-attempt at Kermanshah Imam Khomeini Hospital, Iran.; Methods: Over a 4-month period (June-September 2008), first degree relatives of 200 consecutive patients referred to Kermanshah Imam Khomeini Hospital, Iran, following a suicide attempt were interviewed. Sixty-three patients had attempted suicide by self-immolation and 137 by self-poisoning. Interviews addressed demographic characteristics (gender, age, marital status, and educational status) and three sets of psychosocial warning signs for suicide (verbal, behavioral, and environmental).; Results: Four significant differences in types of warning signs were found between the two groups. Those patients who had attempted suicide by self-poisoning were more likely to have shown seeking behavior for killing devices prior to the suicide (p<0.001), to have shown depressed mood and severe changes in mood (p<0.01), to have shown a lack of interest in work and education (p<0.02), and to have shown reckless behaviors (p<0.01). Other symptoms were not significantly different between the groups. Analyses considering warning signs in clusters of behavior patterns (verbal, behavioral, and environmental warning signs) indicated behavioral warning signs were more common in patients who had attempted suicide by self-poisoning. Further, the total number of warning behaviors was greater in the self-poisoning group (p<0.001), indicating that the group who attempted suicide by self-poisoning seemed to do so with more substantial planning and warning than those who attempted suicide by self-immolation.; Conclusion: Warning signs for suicide by self-immolation were different and fewer than warning signs for suicide by self-poisoning among this sample of 200 Iranian patients who had attempted suicide. Prediction and prevention of suicide by self-immolation may be more difficult than prevention of suicide by other methods.; Copyright Â© 2011 Elsevier Ltd and ISBI. All rights reserved.Burns/*psychology, Poisoning/*psychology, Self-Injurious Behavior/*psychology, Suicide/*prevention & control, Adolescent, Adult, Age Factors, Educational Status, Female, Humans, Iran, Male, Marital Status, Motivation, Risk Factors, Sex Factors, Suicide/psychology, Surveys and Questionnaires, Young Adult","Rezaie, Leeba; Khazaie, Habibolah; Soleimani, Akram & Schwebel, David C",0,1168
1169,Is self-immolation a distinct method for suicide? A comparison of Iranian patients attempting suicide by self-immolation and by poisoning,"Objective: Patients who attempted suicide by self-immolation were compared to patients who attempted suicide by poisoning to identify features that might discriminate risk of self-immolation from other suicide methods.; Methods: Consecutive referrals for attempted suicide were recruited over a 4-month period (June-September 2008) from Kermanshah Imam Khomeini Hospital, Iran. Using questionnaire and interview techniques, demographic characteristics (age, gender, marital status, education level), psychosocial risk factors (prior suicide attempt, family history of suicide attempt, previous history of physical and mental disorders, family/marital conflict), and suicidal intent behavior were assessed from 200 patients who had attempted suicide (n = 63 by self-immolation; n = 137 by poisoning).; Results: Several significant differences between the groups emerged. Patients who had attempted suicide by self-immolation were more frequently female (p < 0.001), older (p < 0.007), less educated (p < 0.001), and married (p < 0.001). Suicidal intent was associated with increased risk of suicide by poisoning (p < 0.001). No other significant differences were found.; Conclusion: In Iran, patients who attempt suicide by self-immolation have distinct and specific risk factors compared to patients who commit suicide by poisoning. Results have implications for intervention development targeting at-risk populations.; Copyright Â© 2010 Elsevier Ltd and ISBI. All rights reserved.Burns/*psychology, Poisoning/*psychology, Self-Injurious Behavior/*psychology, Suicide, Attempted/*psychology, Adolescent, Adult, Age Factors, Burns/epidemiology, Educational Status, Female, Humans, Iran/epidemiology, Male, Marital Status, Poisoning/epidemiology, Risk Factors, Self-Injurious Behavior/epidemiology, Sex Factors, Suicide, Attempted/statistics & numerical data, Surveys and Questionnaires, Young Adult","Rezaie, Leeba; Khazaie, Habibolah; Soleimani, Akram & Schwebel, David C",1,1169
1170,An empirically based approach to the assessment and management of suicidal behavior,"Accurate assessment and management of risk is crucial to the prevention of suicidal behavior. In the present article, the interpersonal theory of suicide (T. E. Joiner, 2005, Why people die by suicide, Cambridge, MA: Harvard University Press; K. A. Van Orden, et al., 2010, The interpersonal theory of suicide, Psychological Review, 117, 575-600) is used as the main backdrop for conceptualizing targets for suicide risk assessment and attendant management strategies. In addition to providing an overview of the theory and its corroborating empirical evidence, we discuss its tenets in relation to three other leading theories of suicidal behavior. The shared features and unique strengths of the empirical approaches are noted. Following this, leading risk factors for imminent suicidal behavior are discussed and possible links to existing empirical perspectives are highlighted. In particular, evidence is reviewed for marked social withdrawal and key indicators of overarousal (namely, agitation, nightmares, and insomnia). We offer recommendations for appropriate empirically based assessment and intervention strategies and close with a discussion of future directions for research. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)interpersonal theory of suicide, risk assessment, suicidal behavior, suicidal ideation, suicide, management strategies, Risk Management, Suicidal Ideation, Suicide, Suicide Prevention, Risk Assessment, Psychological Theories","Ribeiro, Jessica D.; Bodell, Lindsay P.; Hames, Jennifer L.; Hagan, Christopher R. & Joiner, Thomas E.",0,1170
1171,Sleep problems outperform depression and hopelessness as cross-sectional and longitudinal predictors of suicidal ideation and behavior in young adults in the military,"Background: Sleep problems appear to represent an underappreciated and important warning sign and risk factor for suicidal behaviors. Given past research indicating that disturbed sleep may confer such risk independent of depressed mood, in the present report we compared self-reported insomnia symptoms to several more traditional, well-established suicide risk factors: depression severity, hopelessness, PTSD diagnosis, as well as anxiety, drug abuse, and alcohol abuse symptoms. Methods: Using multiple regression, we examined the cross-sectional and longitudinal relationships between insomnia symptoms and suicidal ideation and behavior, controlling for depressive symptom severity, hopelessness, PTSD diagnosis, anxiety symptoms, and drug and alcohol abuse symptoms in a sample of military personnel (N = 311). Results: In support of a priori hypotheses, self-reported insomnia symptoms were cross-sectionally associated with suicidal ideation, even after accounting for symptoms of depression, hopelessness, PTSD diagnosis, anxiety symptoms and drug and alcohol abuse. Self-reported insomnia symptoms also predicted suicide attempts prospectively at one-month follow up at the level of a non-significant trend, when controlling for baseline self-reported insomnia symptoms, depression, hopelessness, PTSD diagnosis and anxiety, drug and alcohol abuse symptoms. Insomnia symptoms were unique predictors of suicide attempt longitudinally when only baseline self-reported insomnia symptoms, depressive symptoms and hopelessness were controlled. Limitations: The assessment of insomnia symptoms consisted of only three self-report items. Findings may not generalize outside of populations at severe suicide risk. Conclusions: These findings suggest that insomnia symptoms may be an important target for suicide risk assessment and the treatment development of interventions to prevent suicide. (PsycINFO Database Record (c) 2013 APA, all rights reserved). (journal abstract)sleep problems, depressive symptoms, hopelessness, suicidal ideation, risk factors, Hopelessness, Major Depression, Military Personnel, Sleep Disorders, Suicidal Ideation, Risk Factors","Ribeiro, Jessica D.; Pease, James L.; Gutierrez, Peter M.; Silva, Caroline; Bernert, Rebecca A.; Rudd, M. David & Joiner, Thomas E. Jr.",1,1171
1172,Overarousal interacts with a sense of fearlessness about death to predict suicide risk in a sample of clinical outpatients,"Converging evidence suggests that acute states of overarousal are common prior to suicidal behavior. Yet, there has been very little theory-driven research of these phenomena. We consider two competing theoretical perspectives. The first is consistent with the interpersonal theory of suicide, which suggests that the prospect of engaging in lethal suicidal behavior should elicit some degree of arousal; however, the effect of arousal will be particularly relevant when considered in the context of an individual's capability for suicide. The second perspective draws from escape-based models, which would suggest that arousal alone should result in increased suicide risk, given the distress associated with high arousal states. Results indicated that the interaction of overarousal and capability for suicide was associated with suicidal symptoms. As overarousal increased, suicidal symptoms increased among high capability individuals and decreased among low capability individuals. These effects were observed beyond the effects of depression, anxiety, age, gender, and marital status. There was no significant main effect of overarousal. Results support a perspective in line with the interpersonal theory, suggesting that overarousal states may be particularly dangerous for individuals who have developed the capability for suicide. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)overarousal, fearlessness, death, suicide risk, distress, arousal states, Death and Dying, Fear, Physiological Arousal, Risk Factors, Suicide, Distress","Ribeiro, Jessica D.; Silva, Caroline & Joiner, Thomas E.",0,1172
1173,Capability for suicide interacts with states of heightened arousal to predict death by suicide beyond the effects of depression and hopelessness,"Background: States of heightened arousal (e.g., agitation, sleep disturbance) have been repeatedly linked to suicidal thoughts and behaviors, including attempts and death. Studies have further indicated that these states may be particularly pernicious among individuals who evidence high suicidal capability. The objective of this study was to examine the interactive effects of heightened arousal and the capability for suicide in the prospective prediction of death by suicide. We examine this relation beyond the effects of robust predictors of suicide, namely depression and hopelessness. Methods: Participants were drawn from a larger study of undergraduates who completed baseline assessments during their freshman year and were then followed to time of death. The sample in this study only included individuals who had died by suicide (n = 96) or other causes (n = 542). Proxy measures to assess predictor variables were constructed using items from the MMPI, which was administered at baseline. An independent sample of clinical outpatients (n = was used to evaluate the construct validity of the proxy measures). Results: Results were in line with expectation: heightened arousal interacted with capability for suicide to prospectively predict death by suicide, such that, as severity of heightened arousal symptoms increased, the likelihood of death by suicide increased among individuals high but not low on capability for suicide. Limitations: Limitations include the use of proxy measures, the extended length of follow-up, and the homogeneity of the sample (i.e., primarily White males). Conclusion: These findings add to an emerging literature that supports the moderating influence of capability for suicide on the relationship between states of heightened arousal on the likelihood of death by suicide. (PsycINFO Database Record (c) 2017 APA, all rights reserved)Suicide, Arousal, Capability for suicide, Agitation, Sleep, Longitudinal, Adult, Arousal, Case-Control Studies, Cause of Death, Depression, Female, Forecasting, Hope, Humans, Male, Middle Aged, Prospective Studies, Risk Factors, Suicidal Ideation, Suicide, Attempted Suicide, Death and Dying, Hopelessness, Agitation, Major Depression, Prediction","Ribeiro, Jessica D.; Yen, Shirley; Joiner, Thomas & Siegler, Ilene C.",1,1173
1174,The Link between Posttraumatic Stress Disorder and Functionality among United States Military Service Members Psychiatrically Hospitalized Following a Suicide Crisis,"Posttraumatic stress disorder (PTSD) is one of the most commonly diagnosed psychiatric disorders in the United States and has been linked to suicidal thoughts and behaviors, yet the role of a PTSD diagnosis on functional impairment among suicidal individuals remains unknown. This study examined the association between PTSD status and functional impairment among military psychiatric inpatients admitted for acute suicide risk (N = 166) with a lifetime history of at least one suicide attempt. Measures of functionality included: (1) alcohol use; (2) sleep quality; (3) social problem-solving; and (4) work and social adjustment. Thirty-eight percent of the sample met criteria for PTSD. Women were more likely than men to meet criteria for PTSD (p = 0.007), and participants who met PTSD criteria had significantly more psychiatric diagnoses (p < 0.001). Service members who met PTSD criteria reported more disturbed sleep (p = 0.003) and greater difficulties with work and social adjustment (p = 0.004) than those who did not meet PTSD criteria. However, functionality measures were not significantly associated with PTSD status after controlling for gender and psychiatric comorbidity. Gender and number of psychiatric comorbidities other than PTSD were significant predictors of PTSD in logistic regression models across four functionality measures. Future studies should assess the additive or mediating effect of psychiatric comorbidities in the association between impaired functioning and PTSD. Clinicians are encouraged to assess and address functionality during treatment with suicidal individuals, paying particular attention to individuals with multiple psychiatric diagnoses.; PTSD, comorbidity, functionality, inpatient, military, suicide","Ribeiro, Sissi Palma; LaCroix, Jessica M.; De Oliveira, Fernanda; Novak, Laura A.; Lee-Tauler, Su Yeon; Darmour, Charles A.; Perera, Kanchana U.; Goldston, David B.; Weaver, Jennifer; Soumoff, Alyssa & Ghahramanlou-Holloway, Marjan",1,1174
1175,Fugue states in sleep and wakefulness: a psychophysiological study,"A patient's refusal to participate in recommended treatment is a problem faced in all branches of medicine. However, psychiatry faces special problems because of its authority to impose hospitalization and treatment on unwilling patients. Nowhere is this more poignant than in the treatment of patients exhibiting suicidal behavior where the potential for imminent self-destruction exists. As part of a prospective study to develop utilization review standards for the hospitalization of suicide attempters, cases were identified where there was independent agreement between both the experts' standards and the treating resident psychiatrists that hospitalization was required. Despite this agreement, the patients were not hospitalized because the patients refused. By most criteria, these patients were a high risk group. They had made repeated suicide attempts, used lethal means which eventuated in serious medical consequences, and were still suicidal when referred for treatment. The emergency room psychiatrists reported feeling confused, anxious, and annoyed in dealing with these patients, and the patients signed out against medical advice. A review of these cases indicates that discussions of social control vs. medical responsibility and clear criteria for hospitalization should be incorporated into residency training programs since the emergency room resident faces these tension-producing issues frequently with several different types of patients. Moreover, utilization review criteria may help to set standards which will assist the psychiatrist in making these difficult decisions.;Sleep*, Wakefulness*, Dissociative Disorders/*physiopathology, Humans, Male, Middle Aged, Sleep Stages, Sleep, REM, Time Factors","Rice, E & Fisher, C",0,1175
1176,Point-prevalence of depression and associated risk factors,"The study aimed to assess levels of depressive symptoms and associated risk factors in a sample of students in BogotÃ¡, Colombia. A convenient sample (N = 254) of students at the University Antonio NariÃ±o, BogotÃ¡ was invited to complete an online survey that contained questions associated with common risk factors for depression and the Beck Depression Inventory (BDI-II). Chi-square was used to analyze comparisons between demographic and risk factors and severity of depression, and comparisons between those depressed and not depressed. Odds Ratios and their 95% confidence interval (95% CI) were computed through logistic regression model developed for each independent variable. The point-prevalence of current depressive symptoms was 36.2%; women 47.3% and men 21.3%. Risk factors associated with depression included being a woman, having a previous diagnosis, suicidal ideation and (or) intent, sleep problems, a recent loss, and a history of family depression and alcoholism. The study confirms the high incidence of depression and associated risk factors in students. The results demonstrate a need for prevention measures, early detection and early intervention. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)depressive symptoms, risk factors, university students, demographic factors, College Students, Depression (Emotion), Epidemiology, Risk Factors, Symptoms, Demographic Characteristics","Richards, Derek & Sanabria, Alicia Salamanca",1,1176
1177,Factor structure of the PHQ-9 screen for depression across time since injury among persons with spinal cord injury,"Objective: The overlap of somatic-depressive symptoms and physical sequelae of spinal cord injury (SCI) has raised concerns regarding the validity of depression screens used within the SCI population. The Patient Health Questionnaire-9 (PHQ-9) measure parallels Diagnostic and Statistical Manual of Mental Disorders (4th ed., text rev.; DSM-IV-TR; American Psychiatric Association, 2000) criteria of major depression. The authors investigated PHQ-9 factor structure among persons with SCI at various times postinjury. Design: Data from 2,570 participants at 1 year (N = 682), 5 years (N = 517), 15 years (N = 653), and 25 years (N = 718) postinjury were used. Emergent factors were correlated with satisfaction with life. Results: A 2-factor solution emerged for all groups, with 3 affective referenced items (feeling depressed/hopeless, feeling bad about self/failure, and suicidal ideation) and 3 somatic referenced items (sleep disturbance, low energy/fatigue, and appetite disturbance) loading consistently on Affective and Somatic factors, respectively, at all time points. Factor scores negatively correlated with satisfaction with life. Conclusions: Dual factor structure of the PHQ-9 is present at various times postinjury in the SCI population. It remains unclear whether somatic item endorsement reflects depressive symptomatology per se; however, endorsement is still associated with satisfaction with life. (PsycINFO Database Record (c) 2012 APA, all rights reserved). (journal abstract)spinal cord injury, depression, PHQ-9, factor analysis, injury duration, Patient Health Questionnaire, Factor Structure, Major Depression, Questionnaires, Spinal Cord Injuries","Richardson, Elizabeth J. & Richards, J. Scott",0,1177
